"V1","V2","V3","V4","V5"
"1",0,6.63679,6.83963,-0.93705,-2.84287
"2",0,-2.66941,-0.68126,-3.84924,-0.83923
"3",0,-4.93276,-2.0942,2.41376,-5.71016
"4",0,1.0768,0.13198,0.91685,0.86446
"5",0,1.87242,5.51867,2.70174,7.839
"6",0,-0.12218,-1.20633,3.71322,-1.09553
"7",0,2.20959,0.06739,-1.35521,-1.99527
"8",0,-2.71503,6.69335,0.91467,1.49052
"9",0,2.73371,-1.36314,0.89832,1.93627
"10",0,0.28094,1.73991,3.38587,-1.93261
"11",0,0.76678,1.33417,-9.38073,-3.25171
"12",0,-2.94067,-0.87341,-0.6383,-0.11848
"13",0,-2.29659,1.42823,1.64935,5.25572
"14",0,-4.35825,-6.88826,-1.93426,-3.63741
"15",0,-2.37739,1.53964,6.34773,4.73264
"16",0,2.83476,-0.26396,-4.94502,4.62654
"17",0,0.38117,2.4387,-3.93525,-3.66412
"18",0,-1.01644,-2.8671,0.01685,0.23018
"19",0,-11.0126,-7.77565,-5.79685,-6.82911
"20",0,2.80781,8.3126,4.3674,7.49391
"21",0,-2.94697,4.27589,-0.64419,0.80123
"22",0,-5.97619,-5.4643,-10.79977,-6.78336
"23",0,1.27342,4.27431,-0.89833,-0.89498
"24",0,-3.68753,6.67175,-3.18653,2.10587
"25",0,7.69379,3.63153,5.89653,9.54156
"26",0,8.94297,3.47893,6.65774,5.48241
"27",0,-0.89358,-1.50353,-4.13541,0.34989
"28",0,3.63648,-0.62645,0.60184,2.05803
"29",0,-2.60855,-2.71373,-3.11759,-5.01867
"30",0,2.12813,1.58196,6.33468,-5.59884
"31",0,0.61321,0.42589,-1.86141,-5.62897
"32",0,1.5934,1.73482,3.38816,10.14879
"33",0,6.07047,1.34975,4.08739,3.36758
"34",0,-1.43373,4.39415,-1.10764,-3.71616
"35",0,0.20671,-1.93004,-5.97456,0.11711
"36",0,-5.67472,-3.7235,-4.36534,-8.22559
"37",0,-1.35992,-3.23031,-8.44223,-7.88272
"38",0,1.63758,-2.23521,2.6883,0.66797
"39",0,6.7452,9.41664,3.56319,1.16768
"40",0,8.75795,1.96588,5.39363,8.94167
"41",0,-3.53767,-2.11709,1.04202,-0.82262
"42",0,-0.50409,-0.67509,-5.1202,-4.08022
"43",0,-10.59336,-8.58126,-15.54863,-1.73124
"44",0,-1.69209,-3.12164,-3.59846,-2.22144
"45",0,4.71487,0.58896,10.7765,1.74571
"46",0,-0.69863,4.21473,-0.0417099999999999,2.63286
"47",0,-0.78175,-6.18206,-0.13139,-5.45084
"48",0,7.22618,0.37861,-2.26207,-0.20271
"49",0,2.90632,-1.75204,-0.51644,2.81594
"50",0,-0.81378,-6.19541,-2.02258,-0.4253
"51",0,-2.81814,2.40002,-2.97856,-4.37892
"52",0,5.1964,5.3533,7.80207,7.22445
"53",0,-1.61666,-0.27625,-4.55198,-1.45678
"54",0,-1.87082,0.6843,-0.30577,-4.01932
"55",0,1.38976,2.9051,-1.59782,-0.75516
"56",0,-3.44148,1.76019,-0.15081,-0.22345
"57",0,0.9848,4.85337,0.38806,0.35661
"58",0,-4.5947,-6.7267,-3.0199,-6.15779
"59",0,5.16115,-2.46521,-0.93403,-9.34337
"60",0,4.05032,1.63603,5.65472,0.56935
"61",0,0.72407,3.51813,3.89709,-3.02697
"62",0,0.48649,-3.75906,-2.58713,-2.69754
"63",0,-10.62881,-6.08683,-4.09003,-1.26847
"64",0,6.34816,0.98045,0.27803,-0.24
"65",0,5.01249,7.63994,2.65766,5.207
"66",0,-3.96582,-4.86223,3.21922,-3.32149
"67",0,-3.07409,-7.14987,-6.7535,3.97579
"68",0,1.34789,5.06668,-1.26552,6.32871
"69",0,-4.99443,0.63409,-6.05958,-3.63897
"70",0,2.59589,-5.66109,-6.27965,2.21042
"71",0,5.72455,3.6414,-2.04701,3.46709
"72",0,-1.04991,2.42991,2.42087,-4.07035
"73",0,3.10471,5.21354,4.50614,2.89427
"74",0,9.75519,9.17169,9.15104,2.85022
"75",0,0.40022,-6.58807,1.98872,-2.92741
"76",0,-2.50743,0.87931,-4.72695,-8.63637
"77",0,-4.69473,-0.91629,-0.42473,1.6789
"78",0,1.09655,2.75818,2.38303,0.43693
"79",0,-0.77192,0.56433,-0.5761,0.0644
"80",0,0.7509,-0.22337,2.69506,-2.78788
"81",0,-3.33076,4.62429,-4.54654,4.55125
"82",0,7.80566,2.92992,5.34921,-1.61107
"83",0,-7.35029,-3.74568,-7.12503,-4.99876
"84",0,-2.41361,-0.50442,-10.06315,2.16472
"85",0,3.84051,0.96366,-1.56591,2.2269
"86",0,1.09897,4.3456,4.4723,1.15128
"87",0,-3.83843,-0.37886,-5.6462,0.46824
"88",0,-5.99593,0.11899,0.50688,-3.16428
"89",0,0.93205,1.1142,2.12051,-0.79554
"90",0,-1.26996,3.12141,3.23737,6.36004
"91",0,1.0502,3.87534,3.87537,4.7275
"92",0,0.50766,-0.54248,0.47577,4.91015
"93",0,-5.28429,-1.26707,1.03177,8.02866
"94",0,-9.21477,-7.84044,-8.9468,-12.02784
"95",0,-5.04382,2.21077,-4.79864,-2.19913
"96",0,-4.00467,5.51733,5.66959,-2.70888
"97",0,4.71651,0.70775,-8.64655,3.41171
"98",0,4.70307,-0.35932,1.23943,-0.6348
"99",0,-3.95169,-1.67224,-7.51387,-1.42792
"100",0,5.99169,5.35996,4.23606,3.88639
"101",0,-3.45375,-4.40667,-1.19305,2.5508
"102",0,0.29819,-5.6657,-1.76623,-8.6478
"103",0,-2.75513,-3.87639,-1.67382,-2.92544
"104",0,0.62909,-4.11022,-0.13625,-2.89641
"105",0,3.14413,2.34196,-1.10477,-2.53558
"106",0,2.46997,3.94546,8.46799,8.91099
"107",0,-5.24973,-2.72673,-6.4151,2.39584
"108",0,0.99547,-2.65052,1.06909,-2.56408
"109",0,-4.8509,4.48309,2.49274,-0.63632
"110",0,-3.14377,-3.86711,-5.01781,-7.06263
"111",0,0.44479,3.5505,-4.73627,0.82048
"112",0,3.20566,1.92263,-0.45726,-0.05507
"113",0,-2.555,-1.57012,-3.98477,-1.91202
"114",0,-2.18941,-1.74486,-0.98005,0.0173700000000001
"115",0,0.73521,1.74617,2.08005,-0.30824
"116",0,1.70626,2.85602,-1.55193,-3.2213
"117",0,-2.58515,4.0482,-0.65707,-0.637
"118",0,-1.42096,-0.60996,-1.34576,0.93752
"119",0,-2.07484,-5.16292,-2.84228,2.22165
"120",0,-0.47126,1.71673,2.39479,3.72797
