"V1","V2","V3","V4","V5"
"1",0,6.12688,-0.85788,-2.15137,-2.52185
"2",0,2.8773,5.32356,6.9704,7.25832
"3",0,2.84131,4.63403,-0.59147,3.02355
"4",0,1.37521,-0.28375,-4.24507,2.49942
"5",0,5.04129,-2.88117,3.81256,-3.52865
"6",0,-0.33946,-4.21116,4.18849,3.43776
"7",0,-7.17651,-8.37929,-7.85927,-8.49444
"8",0,0.38166,-5.25968,-2.92428,0.26618
"9",0,0.78174,5.48155,-6.10997,-3.01532
"10",0,6.93749,6.92862,3.29475,3.10767
"11",0,-1.56164,-1.73294,-2.94689,-6.20258
"12",0,-3.60683,6.4788,1.40894,3.65773
"13",0,-6.39386,-8.64076,-4.93406,-7.6717
"14",0,-5.41638,0.69342,-2.4546,-4.57322
"15",0,-0.22889,-3.33991,4.70791,5.43699
"16",0,6.1556,8.45998,4.64616,9.3809
"17",0,5.07531,5.58493,8.3843,6.89142
"18",0,2.52147,-0.12871,-3.62009,-2.79453
"19",0,0.73073,-1.26842,-0.00883999999999996,1.68395
"20",0,-1.61468,3.0373,-4.4234,3.21178
"21",0,2.3385,5.49952,2.68803,0.0254900000000005
"22",0,7.91437,3.82574,9.48265,2.55378
"23",0,-2.94982,-4.40764,-1.91541,-0.21913
"24",0,-10.06533,-5.06278,-8.67829,-3.24828
"25",0,-1.67592,0.97375,-0.41014,0.2523
"26",0,-2.1117,2.80385,6.23324,-2.07275
"27",0,-9.19264,-4.40093,-4.10707,-3.52238
"28",0,-4.73032,-1.1237,-4.11834,-3.4854
"29",0,-3.23735,-1.1699,-0.93264,-1.9926
"30",0,1.01716,1.84995,-0.72385,2.50868
"31",0,-3.57881,3.4341,3.93919,-4.35925
"32",0,-0.14773,-1.90327,-3.49902,2.70976
"33",0,6.32123,5.72056,1.69239,4.77428
"34",0,2.00741,2.5421,-4.59068,-2.71529
"35",0,2.46614,-0.4379,1.30786,0.12183
"36",0,-1.52233,-5.34369,1.37611,-6.91836
"37",0,6.43455,0.5287,5.53042,5.27448
"38",0,-3.03002,1.13022,3.22921,2.35186
"39",0,5.91338,5.76292,7.64365,3.57938
"40",0,0.33943,3.87523,-1.5392,5.02901
"41",0,1.69308,-9.04648,-8.80883,-2.16035
"42",0,-3.30266,1.86934,1.60464,-1.68114
"43",0,0.53474,-0.12143,-2.54541,1.98052
"44",0,1.71531,0.23361,-0.57816,2.5277
"45",0,3.02103,-2.04871,-5.30306,1.8053
"46",0,-12.92305,-7.92847,-0.60128,-8.77383
"47",0,-7.49183,-3.75245,-3.01549,-2.98031
"48",0,-0.90481,-1.77065,-7.07237,-3.96833
"49",0,0.18562,1.61452,0.3479,8.93327
"50",0,-1.52123,-3.83844,-6.52672,-1.59269
"51",0,0.4824,-4.73181,-3.38669,-0.49148
"52",0,0.18181,-0.51656,-1.25478,0.67921
"53",0,-4.29817,-3.27147,-0.65434,-1.21814
"54",0,3.23895,4.32864,7.70319,2.38206
"55",0,1.53851,1.47885,-1.94002,-1.74037
"56",0,6.3068,7.09695,13.35136,8.69545
"57",0,-4.78401,-4.54323,-3.70515,-5.49251
"58",0,-5.95032,-0.0980499999999997,-6.85401,-7.15634
"59",0,-1.88964,-3.51356,4.39891,0.81609
"60",0,1.74621,0.970839999999999,-2.84592,-3.93001
"61",0,2.36575,2.31104,4.67939,3.89584
"62",0,5.07467,-1.47761,-5.1061,-4.46013
"63",0,-1.08284,5.32202,2.38584,-0.66595
"64",0,-11.27442,-12.25625,-11.6382,-7.79355
"65",0,2.06635,-0.30089,-1.2912,1.76134
"66",0,-5.92351,-4.64529,-4.99889,-1.48536
"67",0,-1.40662,-2.28305,-8.19697,3.91136
"68",0,-3.5893,-6.4332,-5.06348,0.80533
"69",0,2.86471,2.43265,0.50325,13.88876
