"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,-2.79195,-4.6603,0.53453,-1.39942,1.6341,-1.9111,-10.92973,-2.8127,-1.47329,4.75227,-6.80992,1.3571,0.56671,-3.15697,-1.44279,-3.9573,-3.25837,-5.14673,1.10915
"2",0,5.33046,6.72345,6.50629,4.39991,6.01913,4.05347,7.1051,2.75815,8.17839,7.3819,6.76886,0.50508,6.16767,7.87689,-0.63552,5.55353,1.99044,3.27714,3.4411
"3",0,4.19882,2.0005,-4.77552,3.97457,2.2352,-4.70174,7.18083,-3.47514,5.4156,-1.40577,3.40133,-0.754,2.59362,0.73742,1.57223,6.89555,-1.28816,-0.23979,4.14557
"4",0,1.38877,10.82937,2.87436,-0.48979,1.15936,1.91694,1.45744,5.6468,5.1637,-1.02078,4.03476,-1.81788,-2.60592,-0.82324,-0.48541,3.08431,-3.20154,-1.20929,-5.17685
"5",0,-7.60997,-3.54557,-1.66823,-3.59558,-4.048,-0.15074,-6.05834,2.34885,-5.0188,-1.87245,-3.18659,-1.20303,-6.26917,-6.31499,-7.47495,-0.6832,2.39509,0.16021,-6.67468
"6",0,-0.67059,-1.22303,-2.64435,-5.28435,-7.32711,-3.77573,-0.79972,0.92901,0.24078,-2.25142,-3.98744,-5.71992,-3.22054,-4.39944,-3.74918,-3.1315,-0.0561500000000001,-1.34395,-5.69003
"7",0,-0.82995,-3.20042,0.09006,-2.37487,-2.97028,0.87312,0.57318,-7.14154,1.55947,-0.0359700000000001,-6.73292,-6.04728,-3.16649,0.3974,-0.89021,-4.53702,-9.58242,-2.90698,-2.3527
"8",0,-4.0756,3.15144,3.85532,0.34661,-0.23694,2.98392,6.82112,6.99711,3.34341,4.26807,0.37155,4.72752,-0.20142,0.52679,7.4359,6.59915,4.75558,2.27647,5.66782
"9",0,12.02073,2.41976,-2.62658,4.54398,4.27456,4.25939,4.92784,5.4624,8.23512,0.42979,7.09389,9.98617,9.33292,2.14831,6.35918,6.25408,14.42864,7.44822,2.87543
"10",0,6.88192,1.39667,-0.83315,-0.7674,3.50837,6.04743,-0.16759,5.00382,-0.7967,2.02601,-0.70439,6.62766,-4.42978,6.17655,0.17086,2.56278,0.63517,-0.63854,4.50576
"11",0,-4.09107,-6.01454,1.2002,-6.66118,-1.5923,3.18784,-5.62031,1.22274,-3.16884,1.42224,-10.99266,7.24937,-3.93649,0.27457,-5.71073,-8.08014,-5.24544,-3.55745,-4.36926
"12",0,-0.9273,-0.25856,3.23797,0.68433,-0.11276,-2.04381,-4.13428,-5.89863,-6.58562,-2.47407,0.73097,-1.89157,2.09871,-3.74365,1.07377,0.01007,-0.53729,-5.00602,-0.44836
"13",0,1.51507,5.55049,7.51819,-1.69902,0.30214,-1.3291,-0.97455,5.30561,-3.66024,-3.90443,4.9366,9.9234,4.69097,4.62537,0.91438,-5.3312,5.78243,1.49605,1.08881
"14",0,3.27953,5.51635,2.39356,1.71984,-5.03301,-4.81306,-2.07555,6.99268,-4.34031,-0.45951,0.93156,1.52324,0.53312,12.97788,-0.60622,6.57484,0.93441,1.17038,-0.79336
"15",0,-1.47679,-1.55551,-2.88704,-2.00994,-6.75197,-1.79021,-7.71856,-7.86174,-0.74734,-5.27403,-0.99147,-4.5486,-2.23949,-4.57703,-5.93947,-3.54096,-1.27034,-1.93782,-1.9623
"16",0,-12.04162,-6.40743,-6.95388,-8.62572,-4.7051,-1.94898,-3.55725,-5.35027,-2.12497,-8.67047,-5.89927,-3.65333,-6.10787,-2.1921,-4.10786,-9.1214,-6.99947,-5.84564,-0.53586
"17",0,-13.66703,-12.20934,-9.34085,-9.21348,-5.4343,-3.61979,-6.70272,-6.50927,-4.60349,-1.28754,-13.61405,-6.90823,-3.22862,-6.46994,-4.70127,-4.35589,-10.41502,-8.93774,-12.79074
"18",0,3.34819,-0.76761,0.31384,1.11811,-0.65303,4.69103,1.07127,3.24334,1.24285,0.66747,0.59008,-0.34179,-0.40728,2.7461,-1.36076,0.09527,-1.9133,2.29887,3.82966
