10,18,61
8,15,92
NA,NA,NA
7,15,113
3,7,6
8,18,38
NA,NA,NA
10,13,46
2,18,16
12,13,73
8,19,23
9,11,15
NA,NA,NA
2,9,7
3,7,22
4,17,16
2,10,8
NA,NA,NA
6,17,77
8,11,15
2,8,6
2,18,16
7,18,21
11,15,37
NA,NA,NA
7,12,23
9,15,20
6,17,22
3,17,32
NA,NA,NA
12,19,28
5,17,21
10,16,37
2,17,15
4,8,41
7,15,35
12,19,42
2,8,6
9,16,51
2,18,16
7,9,12
4,8,39
2,17,15
3,19,34
3,5,20
2,9,7
8,12,53
6,17,90
NA,NA,NA
9,12,43
5,11,58
NA,NA,NA
NA,NA,NA
3,18,33
NA,NA,NA
5,18,54
NA,NA,NA
3,16,32
NA,NA,NA
NA,NA,NA
2,19,17
11,12,18
2,13,11
16,19,49
11,19,26
11,14,43
6,19,20
2,9,7
2,11,9
14,15,96
NA,NA,NA
NA,NA,NA
19,20,80
NA,NA,NA
8,14,51
2,16,14
2,10,8
NA,NA,NA
NA,NA,NA
4,6,53
NA,NA,NA
NA,NA,NA
10,17,23
14,15,37
NA,NA,NA
NA,NA,NA
5,6,7
2,10,8
9,12,17
NA,NA,NA
3,6,21
15,16,26
6,14,16
10,14,71
3,8,97
NA,NA,NA
10,19,95
6,15,34
3,5,20
5,10,10
