"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,5.98106,-0.64027,1.98473,-5.17558,-5.20316,-3.0717,-0.85808,-4.99084,-3.39007,-7.94136,-4.85048,-2.53986,1.01114,-2.85849,2.63348,-2.92543,-2.13433,-1.56042,-2.78199
"2",0,-6.83776,-5.74083,-5.70754,-6.57872,-2.58211,-6.10608,-6.5562,-3.70174,-7.81992,-11.01061,-1.64183,-7.38252,-7.8006,-5.96993,-4.29512,-1.89606,-3.73959,-7.10008,-5.94198
"3",0,-4.16083,-7.06388,-3.57239,-8.85542,-6.09338,-6.17635,0.29673,-3.77398,-5.11848,-2.11233,-0.91427,-2.34224,-12.02977,0.303,-10.56225,-9.0532,-3.49144,4.08771,-2.49245
"4",0,-2.04564,-3.07651,-1.08379,0.16543,-0.98207,6.78977,3.40901,-0.30638,1.03515,1.00134,0.94122,-3.07919,-5.10577,-1.3182,5.28322,3.89014,-1.1684,2.57818,-1.0273
"5",0,1.4715,1.06459,-1.67054,2.21997,7.13939,-2.50595,3.69482,6.66684,1.94832,1.92454,5.23586,12.60724,1.14785,7.42559,-1.43718,4.31264,4.9576,-0.61677,1.22937
"6",0,5.23607,2.48123,5.01748,-1.1773,5.23055,5.6952,4.05327,5.17594,13.85779,-1.7035,-1.49176,-2.10625,3.1007,3.40742,0.32343,1.72989,1.09448,5.40882,5.01573
"7",0,-2.04206,7.23069,4.38986,4.85073,3.73168,5.06587,-1.8655,4.14045,3.30585,0.0574999999999997,0.77421,4.24828,3.9703,-0.92786,5.20741,1.92391,1.54261,-0.54686,4.64112
"8",0,4.64031,0.39854,1.77095,5.48947,6.70073,3.50201,6.56233,6.10423,-0.246960000000001,3.91496,1.97926,4.94055,7.78944,10.58327,4.81531,6.97487,7.67121,1.15297,6.78469
"9",0,0.1018,-3.73086,-1.10149,-6.94774,-2.42833,-3.25793,-0.28666,-8.49635,-0.22798,3.39213,-1.0902,-0.88471,-2.49284,-6.26023,-0.75582,1.02281,3.04469,0.18122,-3.53849
"10",0,4.05688,5.09,-2.82871,0.0219500000000001,-0.45719,-1.17043,1.52934,-3.37984,0.81883,4.40401,3.35957,-2.4328,1.64754,-2.0653,-3.54163,-3.3521,0.63028,3.35894,-4.38308
"11",0,4.89091,5.20082,1.4892,5.70001,3.42056,-1.01016,6.40182,7.6914,4.69118,8.25416,3.35123,2.88671,3.56206,4.81394,3.71235,9.13256,2.56109,4.14988,1.40479
"12",0,1.12948,2.86155,-2.21934,-1.79268,-0.27287,-1.1898,2.52441,5.35389,0.14769,-0.71967,5.37928,1.22937,5.10848,-0.5872,2.32809,1.54851,2.54365,1.70685,-1.6414
"13",0,-8.27086,-8.3875,-0.61002,-6.27655,-5.97924,-2.93517,-4.64747,-6.69199,-0.33714,-5.58134,0.138529999999999,-11.19375,-0.29905,-5.92345,-5.86871,-0.35167,-2.07966,0.0334399999999997,-8.62122
"14",0,-4.67975,-1.62575,-2.41098,-5.37503,-2.56857,-1.07097,-3.85339,-0.0724100000000001,-0.97216,-8.80807,1.0985,3.20324,2.89554,-4.34263,-1.35289,-7.63391,1.43069,-3.64395,-0.84096
"15",0,-5.29512,-4.43272,-3.79385,-3.30442,-0.24655,-6.88042,-7.80218,-5.38732,-1.85177,-0.78965,-4.71968,0.67784,-3.56965,0.10328,-1.9266,-12.49129,-6.75685,-2.4803,-1.21724
"16",0,2.10564,0.61571,-4.29772,5.66565,-1.05269,3.92707,1.08905,-2.15191,4.37078,1.77345,-1.46254,2.39754,-4.30762,1.83181,-0.39504,2.00727,4.37954,-0.77766,-0.88897
"17",0,0.86559,-6.67698,-3.28512,1.3706,-2.06138,3.2217,-0.10211,1.70295,-3.15515,-2.67948,0.19822,-2.24129,1.06207,-2.77321,3.29569,1.39125,-1.26185,0.3514,-2.31152
"18",0,-6.16449,2.14931,5.369,-3.44265,4.16109,1.30715,-0.69054,-1.64875,1.26316,2.62676,1.8447,2.88067,3.25674,0.0214699999999999,1.96352,-1.42651,4.63294,3.76681,0.27119
"19",0,-2.506,-6.08161,-0.44167,-3.83507,-3.38852,-2.55451,-8.19253,-1.82689,-7.93616,-8.94307,-6.35321,-0.16384,-2.77248,-9.48218,-3.93368,-2.79772,1.70347,-3.93734,-2.40007
"20",0,3.04219,-0.71196,-1.54634,-1.67465,0.29915,0.02991,-0.26639,1.25874,0.04517,2.09493,2.83605,-0.18848,0.20262,1.48664,5.48563,5.67406,-2.61451,2.30601,0.61074
"21",0,3.12941,5.54708,3.54994,7.70058,7.43744,11.57789,10.37594,10.86918,6.35542,11.13792,6.47649,5.61084,6.54845,4.77129,15.26884,3.77472,8.34757,12.57872,5.60346
"22",0,-5.89761,-5.1357,-3.25998,-4.36189,-4.3151,-3.447,-5.65586,-4.01712,-4.84526,-5.23132,-7.92688,-1.65685,-3.50753,-5.73553,-3.74147,-1.03647,-2.51194,-9.5654,-9.80057
"23",0,0.52118,3.07493,7.96469,3.36987,7.19666,4.40918,0.79218,9.38397,7.92543,2.6285,3.90835,-0.4782,9.12505,3.17692,2.9481,4.76483,4.93055,3.63899,1.70404
"24",0,4.20389,7.22918,4.51276,-1.61422,1.45905,2.13106,1.37402,5.22737,0.64479,6.53226,-0.75419,2.0235,7.94438,2.14514,0.53296,7.73069,1.03939,1.23054,7.22484
"25",0,2.96514,-1.44212,-5.77604,-2.9177,-2.39024,0.75424,-1.52882,-2.19658,2.12527,-7.48548,-5.41875,-6.3471,0.77467,-5.02791,-1.71505,2.39552,0.65883,0.72447,3.60048
"26",0,1.10427,1.53067,-3.88701,-3.20976,-5.13158,-4.13543,0.42989,1.59864,-2.41723,-1.78588,0.4399,2.99874,-1.50479,-1.75076,-0.78862,2.74381,-0.98,5.75083,5.12232
"27",0,-5.1192,-5.76031,3.25656,1.80908,0.19433,-3.63182,0.68088,-1.41346,-1.86193,-6.56527,-0.33972,-1.33813,-7.31148,-1.09478,0.33453,-2.00951,-2.96408,1.66129,-3.99023
"28",0,-4.7146,3.45681,-0.45858,1.27571,0.15821,-8.13321,-2.14756,-2.77664,-7.86968,-3.29226,-5.85513,0.4868,-0.83873,0.50652,4.23273,-1.56325,0.0472000000000001,-2.19421,-3.72945
"29",0,-2.15079,-3.18384,-5.93856,-3.06998,-3.36107,-1.65399,-4.8214,2.18627,-2.14758,-1.45991,-7.50667,-4.56026,0.16535,-5.18931,1.85835,-6.98841,0.75548,-6.62034,-5.92695
"30",0,-2.71947,0.6489,-3.90341,5.08546,-6.42402,-3.04429,-0.54788,-6.0174,-2.77829,-3.57314,-5.64057,-0.83039,1.88677,-0.33783,3.20594,-5.42252,4.05577,-1.72612,-1.0321
"31",0,-0.86553,-1.04127,-7.04001,3.58739,-0.96863,0.2155,0.59436,-3.93103,-5.91396,-2.48042,4.2127,3.54232,5.2595,2.76472,-5.09879,2.79274,-2.40252,1.59116,-3.45276
"32",0,-3.20651,-4.15639,-5.80863,-0.68566,-7.80181,5.8894,-5.33731,-3.55585,-6.46411,0.79772,-7.26204,-2.67143,-4.38742,5.3205,-2.19702,-7.90946,-1.29264,-0.85745,-7.54905
"33",0,-1.45637,0.74993,-4.17159,0.84197,3.00067,1.08077,-0.80285,-0.65377,-3.62498,1.5234,2.25856,3.73645,5.11546,0.12739,0.23721,-1.97734,5.55601,1.6416,6.18866
"34",0,2.83153,1.7865,5.90845,-3.88119,1.11107,-3.34552,-0.52598,-1.47121,2.69468,-2.24683,-4.47047,-0.41007,-2.15077,-3.33694,5.45001,-4.32435,-0.31175,0.70672,6.21599
