"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,-3.68653,-4.80624,-15.10941,-11.47394,-6.89189,-12.33943,-13.36652,-14.36152,-13.6454
"2",0,-1.01064,-2.56378,-0.22978,1.07779,3.16754,0.68811,1.97529,3.81591,-1.87032
"3",0,1.42061,-1.25586,1.95039,-5.1578,3.63998,-2.6898,0.43144,-2.72997,-4.45701
"4",0,7.29313,2.75747,9.44588,6.02613,8.59927,10.13431,10.27699,5.44331,8.81595
"5",0,0.79561,-2.89132,-1.72601,1.8127,2.24478,0.28481,5.23556,3.59094,1.54107
"6",0,-1.83181,4.21533,2.01167,0.7547,-3.73657,1.93913,1.55469,0.6033,-2.38407
"7",0,8.75449,7.56538,8.6737,2.22958,-3.16179,-3.09227,4.47058,4.97482,0.67528
"8",0,4.8019,-0.00854,3.36062,-1.08281,0.99918,-0.22642,-3.4732,-1.32465,3.73229
"9",0,0.81347,-6.1035,-0.81206,-3.36869,0.2918,-0.38998,1.43722,-2.32166,-4.42824
"10",0,-1.97973,-3.78614,2.49886,-0.23074,2.4734,5.72859,0.29323,-3.05405,-1.46075
"11",0,-6.6986,-15.95593,-4.11515,-8.65095,-4.62292,-6.6023,-3.75468,-6.58762,-6.52309
"12",0,-4.51494,-2.66864,-8.17248,-7.2579,-3.49865,-8.67175,-4.41558,-4.79026,-10.94691
"13",0,0.86005,2.15094,-2.9883,3.18853,0.42426,1.80291,4.30067,-1.27446,-3.86516
"14",0,2.94354,6.44258,4.43758,1.88463,2.69411,0.8933,7.75758,-1.63262,3.06273
"15",0,-4.73615,-0.0773299999999999,-2.25835,-3.42836,3.54612,4.39049,0.90439,-1.80445,2.53561
"16",0,-0.42183,-1.27977,0.92397,-2.97972,0.75439,1.49021,2.61626,-2.28871,2.67958
"17",0,1.2875,4.11501,0.52882,0.43836,-0.61669,0.06549,1.39412,1.35525,5.71723
"18",0,-7.08553,-0.05458,6.11459,5.22044,2.82806,-0.3589,-4.73214,0.44739,-6.04629
"19",0,12.54998,4.40393,8.62021,10.08404,12.03066,11.31772,11.40146,7.15328,8.70391
"20",0,3.7787,0.77803,0.60041,0.20024,-5.04896,0.33282,0.77251,-0.39203,-4.33776
"21",0,-6.05385,-6.94545,-5.82855,-10.01731,-3.48848,-1.90856,-5.85006,-9.4903,-7.1441
"22",0,0.685680000000001,6.98685,7.06879,0.30245,4.75395,8.47306,4.10215,9.45119,-1.41554
"23",0,-1.99363,2.29015,-0.95646,-2.34388,0.26122,-4.52226,0.79315,-8.08324,0.0798299999999998
"24",0,5.74511,4.44917,-0.40466,3.84886,7.43071,4.49017,1.39207,6.16121,-0.48721
"25",0,0.35284,3.50587,-1.38121,-1.21184,-2.75125,-6.4875,-2.84467,-2.41269,3.24279
"26",0,3.66548,3.82034,8.98508,6.7574,2.15374,7.29479,12.86797,10.9847,6.70234
"27",0,-4.86534,-6.98167,-1.73276,-2.16356,-1.14976,-4.22548,-1.61535,-2.39455,-7.12495
"28",0,-1.36975,-8.96081,0.52549,-2.25798,-3.92184,-7.59301,-1.78959,-3.85448,-4.56542
"29",0,0.13524,-0.40153,2.48128,-1.40542,5.88745,-5.36984,1.68216,-2.65434,-1.0437
"30",0,6.12648,1.73208,-0.28121,0.49139,1.91844,3.91015,0.0742099999999999,6.12468,1.02321
"31",0,-2.16417,-2.03079,3.31158,-2.82648,-1.71722,-3.82254,4.21024,-2.54882,0.10936
"32",0,4.85922,7.88579,1.6928,2.49242,6.44225,0.96467,2.26294,4.58496,3.30768
"33",0,0.49473,-2.56572,0.73221,1.47489,2.8224,5.10652,0.50514,-0.60257,-2.67409
"34",0,-10.24695,-5.59315,-2.63852,-1.97335,-4.73787,-3.64683,-4.50684,-1.79191,-5.40809
"35",0,3.46449,1.54714,-0.91449,0.60931,-0.54578,0.59094,-4.13825,1.86499,-1.00818
"36",0,-7.13474,-11.85078,-3.92539,-12.35698,-4.16463,-5.45984,-7.47285,-4.60015,-5.42396
"37",0,-1.68329,-1.15812,-6.79869,-2.52471,4.22762,-4.9851,-5.49851,2.41602,-4.312
