"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0.64533,-6.27439,-2.37046,0.70024,-6.71893,0.5034,-11.80742,-8.29794,-4.44929
"2",0,-1.6744,0.12198,-3.57994,-0.06989,-1.562,-6.43409,-3.39001,0.29639,-3.40092
"3",0,0.42826,2.12243,0.78077,-1.69205,1.34302,4.10373,-3.7254,-0.95175,4.43679
"4",0,-3.39309,-5.36416,-2.85829,-6.23844,-7.4471,-9.22768,-6.57951,-0.4568,-2.65359
"5",0,0.25292,-2.83665,2.0023,2.63194,3.56579,7.03659,2.86445,6.29073,3.32642
"6",0,7.1619,-0.82981,3.36672,2.28916,5.02816,7.85982,6.75684,2.27765,7.87469
"7",0,-4.99463,-1.80235,-4.85151,-2.36887,-1.14624,-5.30609,-3.02502,-6.09222,-2.4778
"8",0,4.50098,1.47135,-1.66305,0.79338,-1.90867,1.83576,5.72519,7.51372,-7.61205
"9",0,2.13182,2.43907,3.687,-0.86227,-0.88048,4.1419,4.36981,2.33418,4.18281
"10",0,-0.08546,-0.88941,-3.29964,3.73276,-2.68471,-2.3788,2.03234,0.0772,4.18625
"11",0,1.14846,5.1177,1.82037,-1.85699,4.96585,5.12987,2.95455,-0.20601,0.66147
"12",0,-6.55783,-2.8369,-4.12704,0.25721,-2.0043,-8.16209,-3.96575,-7.40618,-10.42733
"13",0,-7.83843,-3.93499,-6.23891,-11.4528,-4.93377,-10.22916,-8.49318,-5.66006,-2.30673
"14",0,0.40166,-4.99517,-2.69347,-4.89325,-7.1248,1.5579,-3.74595,0.2166,-2.12093
"15",0,-8.38291,-3.1732,-6.52561,-6.62518,-1.10789,-4.36798,-6.42374,0.19134,-4.96595
"16",0,-9.49218,2.45378,3.35852,0.56079,3.74166,1.63736,1.56607,-4.64926,3.43685
"17",0,-6.01461,-4.63879,-3.13438,-2.97851,-6.16854,-6.16612,-5.25311,-6.0582,-8.44881
"18",0,-12.72554,-6.61657,-12.46469,-14.23905,-7.54377,-9.4858,-9.23182,-4.61184,-0.59144
"19",0,4.48195,2.89108,3.11914,2.41098,1.97749,-3.24915,6.24472,2.08253,2.94315
"20",0,11.36006,5.69329,7.27048,9.44215,6.63447,8.73575,4.63736,4.18275,6.72059
"21",0,-2.27042,-4.73626,0.81921,-0.58168,-6.52998,-0.74335,-4.50414,1.3769,1.12323
"22",0,-12.43042,-7.58253,-1.1878,-6.46031,-9.52185,-9.08087,-13.36349,-8.32035,-9.63371
"23",0,-14.40266,-3.02345,-7.68999,-4.0278,-1.05436,-3.18523,-4.75641,-5.74635,-7.00537
"24",0,2.4218,-0.15779,8.16641,-0.94476,-1.51898,-3.37911,3.7995,7.98027,4.97914
"25",0,-1.47559,-0.48212,4.00776,-2.15275,0.0965499999999999,-0.14301,2.66708,-6.18079,0.0747800000000001
"26",0,-1.33859,1.15063,1.42154,3.80723,1.27738,0.18969,0.6311,1.51838,5.88393
"27",0,0.19261,2.08177,-1.40649,-4.55186,1.94719,1.27331,5.72189,1.11583,0.56203
"28",0,3.07535,-0.40788,-0.48695,3.93239,6.88614,6.3665,2.86528,4.2456,3.43357
"29",0,-2.49138,-1.56884,-1.98501,-1.46526,-7.33625,-3.30406,-2.00926,-0.95862,-0.1378
"30",0,1.12579,8.85353,5.00053,9.02185,3.22874,6.78157,10.37363,6.32844,11.40269
"31",0,0.26408,-3.88339,-2.19891,2.02953,-6.3211,0.25964,-2.76017,-1.59028,-6.47353
"32",0,6.64237,5.9199,7.277,7.29906,2.13437,-1.20021,7.64753,6.62144,5.19983
"33",0,5.18766,11.5792,2.02308,5.54046,13.87287,1.80232,8.60889,5.91092,7.79167
"34",0,-0.11968,3.01207,-2.2684,7.00591,-1.976,-5.79429,3.49432,5.78891,0.92779
"35",0,-10.10794,-1.87713,0.25981,1.14828,-1.52355,-3.59169,-0.22526,2.33953,-8.50731
"36",0,-2.50182,-3.30507,1.33348,-9.71158,-4.69816,-5.53291,-5.09447,-1.27811,-5.59083
"37",0,-2.82725,0.73639,-1.37246,0.17213,-0.65999,-2.00814,0.72703,0.17753,-2.81323
"38",0,3.88907,-3.30365,5.08752,0.33309,0.90252,-1.87095,0.73506,1.58376,1.66355
"39",0,-1.72284,-2.34256,-1.77515,1.22149,5.54655,1.07512,1.30272,-0.15514,0.50832
"40",0,4.69658,2.07875,2.3394,8.27117,8.00547,3.63086,2.83316,4.13514,5.04584
"41",0,-4.50457,-4.17698,2.42726,-2.42893,-5.72059,-1.81187,-0.82771,-6.81067,2.97085
"42",0,0.23609,0.92461,0.0238999999999998,-1.89336,2.90452,2.74625,-1.29851,-2.27515,-0.12551
"43",0,-1.80503,-1.32998,-7.81882,-5.3158,3.17377,0.97373,-1.53578,4.61302,4.27872
"44",0,-0.6801,-0.76449,3.34109,0.91642,-4.42347,0.12261,-6.52175,1.32946,-6.40067
"45",0,-5.21337,1.41529,4.68969,5.30703,1.12374,-1.01929,2.03709,2.73416,5.75436
"46",0,2.45123,-2.40294,2.05644,5.75379,1.62202,5.08349,0.0831499999999998,-1.5008,3.15718
"47",0,0.23973,-0.80508,-5.57301,-1.13363,1.64057,-0.62245,-5.58953,1.31165,-6.69864
"48",0,-1.45408,-2.58975,-2.46587,0.26014,3.8476,3.05628,5.47335,5.49882,2.8633
"49",0,-5.62696,-0.66792,1.22356,3.97648,-0.44725,-1.24455,-5.3387,-1.74594,4.48112
"50",0,3.80557,0.96816,2.07122,0.27855,-1.08294,-4.39425,0.59918,-0.79129,4.81367
"51",0,-5.10257,-0.62835,-3.31545,-2.3205,-0.04982,-5.85751,2.22394,-0.9164,0.06555
"52",0,1.55566,3.37608,-1.85739,0.61842,-4.73722,-3.00855,2.3095,2.21669,1.71032
"53",0,0.94291,-2.47262,-1.14683,-2.39091,-1.23573,-0.53936,-2.81616,-3.52569,0.34934
"54",0,-0.89011,-2.72371,3.03421,4.21892,5.25793,6.62824,3.45397,-0.0775000000000001,3.08779
"55",0,7.09676,7.00025,3.801,4.33774,6.77481,2.75911,4.1302,2.24214,2.52918
"56",0,2.72339,-1.45563,-2.663,6.86132,11.37082,5.11995,3.60481,6.23124,-1.52741
"57",0,10.85669,0.97936,0.11005,6.16268,7.24937,5.83872,4.65631,3.19374,0.56852
"58",0,-0.63398,-0.30645,1.03172,3.77821,-1.90559,3.72314,2.50815,5.23486,3.21527
"59",0,4.18346,1.38197,5.65677,-0.197649999999999,4.94647,8.81632,7.44358,-3.56816,1.12267
"60",0,-3.41091,-3.88551,1.93022,-1.586,-3.22888,0.15334,-1.30738,4.00652,0.89895
