"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0.61554,4.12477,-1.10934,4.12333,4.65147,1.04252,9.03968,-0.57708,5.95098
"2",0,-2.73874,3.52021,-1.81428,2.64025,-2.56865,-3.77779,6.32636,4.30759,-0.17541
"3",0,-0.45608,2.43465,1.71409,-2.78717,-3.72098,1.59706,1.71179,7.32314,-0.31572
"4",0,5.43409,0.41241,6.234,7.14473,1.47435,7.90289,2.09934,2.58945,2.47494
"5",0,5.1973,4.03255,5.94181,4.4351,2.80687,6.34757,2.37068,8.44141,-2.67737
"6",0,1.96348,2.14065,1.73842,5.38377,-0.56981,4.44924,2.07846,1.33205,0.41096
"7",0,-0.10927,-0.17529,3.65994,-3.97134,0.70963,-1.59475,-4.02287,0.14999,-4.72648
"8",0,0.63794,6.16071,-4.5198,0.81231,3.00684,1.23451,4.22265,-1.50474,-4.19994
"9",0,11.01154,11.52623,7.43347,11.05413,11.09096,7.09093,10.0714,10.29981,11.11601
"10",0,-2.24583,-2.81387,4.28247,-5.15165,-2.4535,0.29211,4.29214,-0.81622,0.65761
"11",0,-2.59586,-5.55237,-5.00516,3.5832,0.71431,-7.27574,-2.18279,-3.14231,-1.62217
"12",0,-2.02221,1.84252,-3.43642,1.83961,-1.16643,-1.64592,3.20044,6.14206,1.28796
"13",0,-5.89253,-0.06501,0.63282,-1.55126,3.07047,-4.00308,3.57509,2.77796,-2.11617
"14",0,8.10616,8.28538,3.63784,1.97561,6.73428,6.66676,3.14447,4.88336,5.8377
"15",0,0.84229,-0.75005,-2.61,2.58431,-2.60155,1.08895,0.0773100000000002,0.49645,0.16982
"16",0,-1.67053,-1.13503,-1.23427,-3.51041,1.07086,-1.28989,2.46375,-1.11392,1.21421
"17",0,-5.39447,-5.90387,-13.13757,-3.28368,-7.09019,-11.76408,-5.42964,-14.00806,-7.15464
"18",0,-7.38387,1.02374,-0.3975,6.95716,-0.16533,3.17852,5.25643,4.34777,-2.713
"19",0,-6.25161,3.50477,6.50686,11.05232,3.98834,1.79942,4.87326,-2.17852,-4.67181
"20",0,1.50135,4.23912,0.18657,3.42229,-0.54297,-0.29149,-5.23175,-5.97464,-2.15059
"21",0,3.74114,5.18334,7.4192,3.76059,5.5861,6.91777,1.84355,1.25001,2.18445
"22",0,0.33332,-6.06355,2.76142,-3.22691,-6.78609,-1.70957,-1.63118,3.96161,2.62969
"23",0,4.87402,-2.67572,4.88253,5.95542,1.2405,1.6424,3.58887,2.16717,3.68206
"24",0,1.88285,-1.74433,3.68585,-2.7643,-0.28347,-0.73278,-4.3516,2.56272,-4.46143
"25",0,-1.37595,5.43467,-0.26929,0.29607,5.82049,-1.55064,6.6334,1.94775,2.54077
"26",0,6.92299,6.18671,8.24507,4.4635,6.3907,7.94523,9.47747,6.31839,6.30264
"27",0,-2.69616,1.40357,-0.81827,-5.89297,0.0428899999999999,3.93089,-4.29351,-0.62289,1.87427
"28",0,-3.01422,-5.33967,-0.92969,0.68653,4.28855,-6.16729,-6.1704,-3.50722,-4.87146
"29",0,1.67865,3.00494,-1.40825,1.20634,-2.91512,3.81055,9.86611,-0.87059,1.18209
"30",0,-6.50702,-2.41089,-4.76189,-2.41976,-8.1249,-11.34336,-4.16492,-8.75417,-4.12114
"31",0,-3.38766,-0.81219,-0.28616,0.26057,-0.84566,-1.25624,1.67648,-7.01444,0.29264
"32",0,3.87672,1.36913,-3.91674,-0.05938,3.70477,7.37384,2.5681,5.71567,0.14305
"33",0,-5.2071,-5.44286,-2.76096,-0.97999,-1.91493,-4.22519,-1.92676,-4.17103,1.6066
"34",0,1.63328,-3.03121,-3.0001,-2.8626,-0.36095,-1.00707,-2.7433,1.09959,-0.41456
"35",0,1.18868,-5.59771,-2.72449,-2.10724,-3.05717,-8.0638,3.04782,-4.15691,3.03875
"36",0,-8.91976,-3.04404,0.27931,1.33327,0.82489,-0.52497,1.39916,-1.97251,-3.70758
"37",0,1.53709,-1.24594,-3.45477,-3.12464,-5.54444,-0.3066,2.14179,2.33967,-1.39471
"38",0,3.10444,6.37442,-1.1727,0.997,-2.09888,-0.45261,3.51161,1.19928,-0.42484
"39",0,10.54478,8.76246,5.85047,8.06558,3.99904,4.32803,8.27526,-0.50457,0.203799999999999
"40",0,-2.24778,0.26999,-1.38955,-7.91273,1.37477,1.68923,3.16651,-0.17086,3.92779
"41",0,1.51719,7.03495,-2.22706,-0.36834,-2.394,1.01105,2.04533,1.40175,-1.48111
"42",0,1.31794,-1.9689,1.51723,-0.90482,-4.23222,-2.26073,-0.34288,-0.87847,-1.69737
"43",0,8.44234,5.40164,4.55154,4.47413,4.14681,1.05213,2.24347,5.50021,6.57306
"44",0,-2.41817,2.63338,0.54782,1.05499,6.07383,0.35791,1.57269,6.60507,0.63378
"45",0,-6.87729,-0.49467,-4.59961,-4.99532,2.19336,-3.92686,-1.82039,-2.92182,-1.3657
"46",0,-0.6883,1.79143,5.7141,7.44338,7.11133,0.73115,0.89386,-1.56077,3.07963
"47",0,2.40245,-4.46274,-1.99887,-0.56843,-5.41093,-8.86576,-3.86169,-1.38009,-0.19277
"48",0,1.42456,3.22381,0.64622,4.93618,0.93631,-2.81444,4.31372,-2.44729,5.00345
"49",0,-1.99123,-1.275,-0.45416,-6.14146,-2.33703,-7.23446,-6.79142,-9.45752,-0.1595
"50",0,3.50535,2.28059,-0.137,1.68917,2.08269,1.19738,4.12169,0.69932,-0.9284
"51",0,3.58538,5.72081,3.13509,7.44365,-1.5541,6.53936,10.48362,10.25039,1.71428
"52",0,-1.10499,-8.85935,-1.25756,-2.87843,-2.19507,3.25841,-2.47773,-2.39129,1.18588
"53",0,3.9933,3.32996,7.30627,5.38752,1.79254,8.25935,2.41073,4.94803,1.78106
"54",0,4.09828,1.85367,2.61966,2.19019,5.36944,1.35029,6.54827,2.02955,4.43337
"55",0,2.53863,5.33855,7.83643,8.22108,3.47103,2.12391,6.06655,7.943,8.03423
"56",0,-3.88359,-0.26388,-3.49993,-6.93431,-2.64536,-3.03576,0.94516,-0.99367,-7.6371
"57",0,-4.63112,-8.08478,-3.67029,-6.60173,-7.11346,-2.47693,-6.91497,-1.0543,-5.83613
"58",0,-0.17454,2.16904,-1.338,-3.66015,1.51546,-11.34293,-2.88956,-4.51206,0.00571999999999995
"59",0,-4.20189,-2.31064,-9.23198,-4.41059,-1.62611,0.51555,-0.82448,-2.46751,-6.62974
"60",0,4.64739,-0.41434,4.67428,3.92809,5.92844,5.51988,4.76106,3.97391,4.87445
