4,7,18
2,6,4
3,10,15
3,6,11
NA,NA,NA
NA,NA,NA
2,8,6
2,8,6
3,8,13
7,10,33
4,5,16
3,5,10
NA,NA,NA
2,6,4
2,3,1
2,3,1
2,4,2
NA,NA,NA
NA,NA,NA
3,7,12
2,6,4
NA,NA,NA
NA,NA,NA
5,7,23
2,9,7
NA,NA,NA
NA,NA,NA
5,6,22
2,6,4
4,5,16
2,7,5
3,8,13
NA,NA,NA
NA,NA,NA
2,5,3
NA,NA,NA
3,10,15
7,9,32
6,7,27
2,9,7
5,7,23
NA,NA,NA
3,4,9
NA,NA,NA
2,9,7
2,6,4
2,6,4
NA,NA,NA
NA,NA,NA
NA,NA,NA
6,9,29
4,5,16
NA,NA,NA
7,8,31
3,7,12
NA,NA,NA
NA,NA,NA
2,8,6
3,8,13
3,4,9
NA,NA,NA
3,4,9
NA,NA,NA
NA,NA,NA
6,7,27
2,6,4
NA,NA,NA
3,4,9
4,8,19
7,8,31
4,7,18
NA,NA,NA
NA,NA,NA
5,9,25
6,10,30
2,6,4
5,6,22
NA,NA,NA
NA,NA,NA
2,6,4
2,4,2
NA,NA,NA
4,8,19
2,3,1
2,9,7
NA,NA,NA
2,3,1
4,6,17
3,7,12
2,8,6
NA,NA,NA
3,10,15
2,7,5
3,6,11
4,9,20
2,8,6
NA,NA,NA
NA,NA,NA
3,6,11
6,10,30
