"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,-11.83128,-1.46141,-8.01178,-8.49738,-4.55949,-11.23102,-9.51428,-3.92411,-6.10804
"2",0,-3.74792,-5.7953,-8.36178,-5.74526,0.0168200000000001,-4.87498,-3.5306,2.11204,-5.9821
"3",0,-8.90857,-2.70026,-9.33572,-8.45386,-6.5184,-5.84793,-5.02817,-6.1992,-7.94887
"4",0,-2.99543,1.77266,2.91612,2.44022,-1.61126,-1.78525,0.52403,7.92914,2.08248
"5",0,4.21076,-1.0891,0.93777,-5.65918,-5.04322,-1.05732,-0.41968,-2.82398,0.33209
"6",0,-2.61269,-3.00221,-5.83372,-2.29556,-4.37261,-7.16872,-3.40698,-1.0809,2.27106
"7",0,-5.47277,0.885930000000001,5.39732,-1.45928,-4.10009,-4.09631,-9.15591,1.03161,-1.92601
"8",0,7.16648,3.16136,6.12828,4.74594,7.21414,5.95817,5.03845,4.45313,3.08875
"9",0,-6.38328,-4.55456,-4.84192,-2.5621,0.43097,-9.6484,-6.44317,-3.97846,-6.59155
"10",0,3.49881,12.10149,-0.99258,8.05823,11.33298,4.23085,7.57344,5.77944,6.56249
"11",0,3.47386,4.51692,-0.95673,3.3782,1.33316,-2.53432,5.90081,0.12543,7.19079
"12",0,5.24899,10.69178,2.08525,9.2708,4.69331,3.58291,4.99409,9.61642,6.55769
"13",0,2.95766,3.78276,5.05663,9.88519,6.44106,2.30488,2.7668,6.4626,11.65422
"14",0,-3.57603,-5.8816,-2.0148,-6.11343,-7.41268,-9.21846,-1.76656,-2.93576,-5.00102
"15",0,4.04429,-2.38275,-1.43481,-1.50612,-1.32371,0.62108,0.26161,-5.76428,2.20011
"16",0,-4.34459,-6.93721,-5.19537,-7.86548,-3.77522,-4.33633,-2.36572,-6.75372,-1.9321
"17",0,3.03294,-5.06207,-4.96834,-0.0243700000000002,-3.55853,-4.37919,-3.48493,-2.40648,-11.08316
"18",0,-6.24702,-11.56319,-10.88877,-6.54192,-5.44236,-9.01297,-8.40307,-12.47716,-4.74756
"19",0,-0.68522,-4.2828,-3.46514,-8.60887,-0.47736,-9.32657,-0.34511,-4.96064,-8.61299
"20",0,7.81365,1.74613,8.52213,6.29254,9.81421,3.12023,5.0593,1.09192,9.54275
"21",0,1.41842,2.76392,3.95924,7.73002,4.12375,0.90208,-0.52339,4.55444,4.79561
"22",0,1.00736,4.17565,6.05953,7.4526,3.89846,2.18556,4.65641,4.84181,9.35358
"23",0,6.20884,2.943,5.10953,3.69231,4.71337,3.1944,6.04548,6.91997,9.12203
"24",0,-0.33368,1.34993,-0.15284,0.1553,2.11996,-3.19469,4.13269,2.70048,4.57022
"25",0,1.82975,-1.95248,2.60264,-0.65349,3.24823,1.84787,1.45132,1.52721,1.22243
"26",0,5.56773,5.42941,8.51773,10.27636,3.67395,5.90443,4.0656,11.0683,3.14811
"27",0,-3.99447,-0.64425,-3.43408,-1.4249,-1.41153,-1.88753,3.05844,1.99774,-1.70198
"28",0,0.89276,5.76265,-0.15202,-3.25257,1.49736,-4.679,0.19898,-1.37308,0.83601
"29",0,8.71909,7.78682,7.53793,5.04583,2.14902,6.57657,9.3027,5.62805,0.55665
"30",0,-2.31886,0.86721,-4.36352,1.6322,-0.85938,-1.56697,-4.4734,6.32457,-4.0879
"31",0,-2.44255,-1.74115,-4.4119,-7.46686,-1.67787,-1.23019,-3.12622,-0.61457,-2.18757
"32",0,-1.40488,5.82142,-2.28827,-1.21082,-2.49305,4.06008,3.62741,-0.16565,-7.13494
"33",0,-1.6266,-3.77258,-2.21292,1.03,3.69625,-1.34736,1.81687,-0.15168,3.63459
"34",0,-2.48667,0.42409,7.39812,10.74437,6.4787,-1.0441,5.66525,3.93888,5.22215
"35",0,-1.65099,-1.7369,3.1999,3.68431,4.79317,2.57801,2.78354,2.61956,0.18346
"36",0,4.77943,4.20084,0.14033,8.14292,4.80332,-0.52373,6.68578,-1.99687,5.43898
"37",0,2.40973,2.97432,2.08545,1.59393,-0.61998,1.41376,-3.01702,2.18567,2.50106
"38",0,-2.63037,-1.8466,2.5932,3.37301,1.25011,-3.8559,-6.89265,6.35564,-0.6408
"39",0,-3.8017,1.32066,1.24597,-6.33046,-1.26385,3.64423,1.27139,0.91114,-3.34704
"40",0,5.70143,2.95692,6.78873,6.85034,4.92877,3.08819,6.36118,5.51454,3.64833
"41",0,0.76525,-9.59524,-5.14982,-2.80761,-1.90153,0.20778,-5.8407,-5.13709,-1.8076
"42",0,1.95733,3.65231,-2.18265,3.56209,4.08747,11.37007,4.50697,2.17646,4.68015
"43",0,7.02786,7.63365,-1.16635,7.52737,0.71797,1.12881,-5.1962,2.12383,6.1778
"44",0,4.26375,3.16285,3.45056,1.77207,4.90146,11.70877,2.651,6.46929,-0.503550000000001
"45",0,-3.86664,-3.10759,-3.23431,-1.29805,-1.25484,1.41091,-2.49169,-3.58557,-4.94395
"46",0,0.71421,-0.6101,-1.89653,0.81235,-2.61476,-5.43196,-1.5491,0.29105,0.55754
