"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,1.40943,-1.67187,6.22339,7.9227,1.02146,6.96088,0.10312,0.51662,2.22079
"2",0,3.57341,8.80345,5.05267,2.62567,4.58643,1.74075,0.43669,6.3469,8.62227
"3",0,4.23528,5.11125,7.92802,8.6224,7.82369,8.6856,6.70312,3.01222,7.63927
"4",0,-1.73567,1.62238,6.07098,2.23312,12.59529,9.3687,6.86992,7.26258,2.07008
"5",0,6.31973,1.44079,6.20861,6.66019,3.89734,4.91066,9.12354,9.17325,3.23698
"6",0,3.48204,3.96933,1.62163,2.24808,6.80935,3.04674,-1.08309,4.73986,-0.83546
"7",0,-5.1891,-5.51948,-7.77531,-3.35893,-8.88923,-6.45179,-9.95196,-7.36846,-4.63767
"8",0,-5.60903,-4.09411,1.59048,4.98676,2.98682,-0.631,3.22884,-0.54144,1.56219
"9",0,-4.95416,-3.28246,-2.08326,-2.68631,1.27283,-6.75578,-9.16615,-0.68431,-2.56661
"10",0,-7.28962,-4.91745,-0.973980000000001,-4.3805,-5.80423,-8.08015,-5.72074,-3.89042,-0.11209
"11",0,0.39873,4.72943,1.90024,7.52063,3.47564,-6.4124,2.79211,-0.91241,5.93745
"12",0,0.81902,-2.16745,0.55292,0.59156,-3.85392,4.61797,-2.06782,-0.69205,-2.52747
"13",0,5.17111,-1.11732,3.38067,6.58168,0.75976,3.09191,5.7755,-4.27599,6.42344
"14",0,5.29576,4.57032,2.99667,8.48868,3.67053,6.52789,3.34974,6.93414,5.36195
"15",0,-0.29239,0.0284500000000001,-1.751,1.60109,3.45397,-1.03009,1.90669,-4.47264,-6.34215
"16",0,7.0078,1.86192,6.0026,3.19027,3.52101,2.3089,5.3872,5.87793,3.37196
"17",0,4.80795,6.77989,6.04399,0.61227,6.00982,3.27509,5.68983,6.43604,4.33668
"18",0,11.32098,3.79108,4.09638,10.31446,8.50067,10.51481,9.5824,8.18885,5.49382
"19",0,6.48285,9.06458,-0.14401,-1.35755,0.78212,-1.30391,3.43327,1.07024,-1.75261
"20",0,0.42636,-1.53483,-7.30092,0.86144,0.66753,2.51715,1.26097,-0.52438,0.6905
"21",0,-7.82165,1.76309,-3.64056,-3.49461,-2.39001,-10.3222,-3.36221,-3.14258,2.00297
"22",0,7.43931,-0.85863,-1.12434,-3.7311,-2.52495,-5.97048,2.04445,3.93187,-1.48986
"23",0,-2.28021,-1.06723,-3.7767,-7.53411,-4.32207,3.42335,-1.4406,3.34092,-3.2272
"24",0,-1.16206,-1.53989,0.66778,6.66066,1.54622,1.87796,1.64,3.3384,-3.82232
"25",0,0.16895,1.55308,2.99727,6.22667,-1.60551,2.35038,-0.62576,3.00367,3.19961
"26",0,-3.67987,-4.69045,-1.37833,-3.15339,5.12642,-4.39973,-0.7329,-5.83232,-1.27973
"27",0,4.23228,3.40019,-1.07273,-0.00572999999999979,0.66691,-0.0271699999999999,2.00752,0.87538,2.64342
"28",0,-2.76577,-1.70227,2.78811,0.39006,2.34126,-4.14007,1.73087,-3.3609,-2.59834
"29",0,4.60899,2.84062,5.08688,1.95475,5.2824,5.83211,0.22665,2.4446,4.22202
"30",0,-5.68423,-4.62226,-7.2738,-6.54657,-2.93516,-10.64651,-12.44176,-4.875,-6.8507
