"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,-4.40572,-4.81661,-9.53452,-7.46574,-7.91851,-5.58652,-12.49018,-9.86033,-8.4216,-8.18764,-6.38268,-11.54578,-9.35721,-7.92995
"2",0,1.41696,-5.3997,-2.88756,-4.64566,-6.59924,-2.53333,-5.77799,-0.51731,-2.02344,-1.50235,2.67817,0.79624,-0.67421,-4.67519
"3",0,4.49135,-2.04816,1.27948,-1.34116,-0.31242,1.46052,1.29924,2.77953,-2.74039,-2.32019,-3.06671,-2.00973,-1.94734,0.54946
"4",0,7.41757,4.48646,6.71188,5.72934,7.58589,6.52092,5.18088,9.44406,11.56103,3.94044,6.06581,3.15765,5.51481,5.28843
"5",0,-3.09232,-10.15904,-9.19576,-14.43102,-10.04866,-5.69598,-7.88639,-5.09209,-9.95024,-3.65138,-8.74847,-4.14109,-6.52124,-4.95796
"6",0,-4.81108,-1.39987,-6.07774,-8.74178,-1.00448,-2.2547,-1.06545,-2.67037,-6.454,-3.42929,-2.92419,1.24401,-6.03991,0.31744
"7",0,7.52853,12.23808,8.6756,1.94362,9.25769,4.44895,0.32384,11.22186,5.4427,12.11701,10.95526,9.25024,2.74141,3.03152
"8",0,-0.27286,-0.94287,0.54059,-1.97304,2.40326,-0.95882,1.46179,-0.93596,4.71347,0.55144,0.96329,-8.52172,-0.3492,-3.93056
"9",0,-0.26917,-0.95354,4.77617,5.52872,0.57174,2.79918,8.07747,0.48382,8.34182,1.06413,0.51246,4.84063,2.64946,2.80231
"10",0,3.47515,1.69608,7.30749,3.72371,1.12138,4.04893,5.26852,12.41979,4.04294,3.2198,7.04735,4.51506,1.70876,-0.21737
"11",0,-4.18402,-6.81108,-4.44827,0.219370000000001,-7.07644,-6.19244,-3.30929,-5.50917,-4.51721,-2.6192,-1.19145,6.12476,-4.55324,-6.4084
"12",0,-2.20972,-2.65229,-4.68979,-3.0439,-4.5552,-2.56056,-2.52398,-0.819,-0.63079,1.89008,-1.87071,-5.98986,0.66006,-4.44017
"13",0,-2.16749,-4.89927,-2.62432,6.01128,2.76285,-1.19775,1.47226,0.3209,-1.89214,-4.83967,-1.39947,-0.53818,3.33591,-4.12113
"14",0,3.90361,-1.06631,-3.3247,-4.44216,-1.62504,-4.98873,-2.18946,2.05222,-2.15731,1.09439,-2.37798,-2.88809,3.28746,-1.82573
"15",0,-3.41416,-2.1369,-0.51971,-9.66121,-3.52214,-3.42885,0.35485,3.49688,0.96578,-1.81183,-2.53475,-1.04113,-2.16988,1.20657
"16",0,3.36842,-2.35422,-4.57129,-7.7759,-3.27207,-9.46663,-7.01073,1.15723,-4.34039,-2.56749,-7.61885,-5.56168,-7.59402,0.1613
"17",0,2.01242,2.60705,-0.74488,-2.44061,1.83193,2.43605,0.65005,4.44223,2.35086,-0.07825,-7.33771,5.29639,2.75503,-3.59081
"18",0,1.66231,4.92326,0.0794800000000002,0.98074,-1.02407,0.18176,3.0789,8.30283,-4.54083,3.67414,6.33562,2.72957,2.56395,1.84674
"19",0,-1.76105,-3.34518,-0.02305,1.80458,2.03463,-2.83962,-3.37279,-4.95638,0.44513,8.96748,-1.09271,3.58523,3.82256,1.71999
"20",0,1.49132,-3.32695,3.39839,-1.92064,1.41614,1.38436,0.0164,-5.7808,-1.75857,-3.3516,-0.57924,4.09978,-2.93463,1.01727
"21",0,-2.62789,-0.96868,-6.05171,-4.46459,-5.84923,-2.7606,1.73538,-8.53607,-8.10191,-7.53848,0.77087,-4.63006,-3.58836,-11.58259
"22",0,2.47007,-0.57152,9.14732,3.10998,5.07453,-1.80593,1.6127,3.52313,6.6628,4.6615,4.94791,8.62313,1.87977,5.77803
"23",0,5.82824,-1.42652,-5.80748,-0.19324,-1.41974,-5.3817,3.4237,0.61358,-2.01631,6.5051,8.55818,2.47623,5.95051,5.38849
"24",0,-0.27782,-0.68789,4.57953,3.5879,3.02856,0.85044,1.94138,-0.72787,-1.3827,-3.30845,4.49787,-1.3055,0.94526,0.90409
"25",0,5.16093,4.43087,4.66845,-0.33528,3.10173,3.2891,1.36535,2.91541,-1.50746,5.48971,5.82409,-1.33974,3.13139,5.25106
"26",0,4.22899,-4.04142,0.32386,-4.95454,-2.45263,-0.68357,4.37955,-1.16574,-3.16728,-3.09504,-3.62096,-2.26283,-7.22574,-2.51349
"27",0,-4.3906,-4.03425,-2.07888,-5.01054,-4.28253,-2.34241,-2.8657,-1.76892,0.69124,-3.60839,-0.91136,-3.56848,0.60951,-5.02482
"28",0,3.1967,2.41223,0.26276,1.64836,5.36406,6.93733,-0.36789,3.66148,5.35215,2.24314,1.31883,-1.27397,-2.4349,7.22997
"29",0,1.48503,-2.32785,5.30124,5.77292,0.96478,1.41976,-6.09373,0.00649999999999995,0.51315,-3.17205,2.01933,5.46094,2.49143,-0.0479100000000001
"30",0,1.11469,-9.10783,-6.05166,-4.06079,-2.70865,-2.86002,1.29773,1.57358,3.78023,-5.51537,0.38167,6.09252,4.32753,-5.85312
