NA,NA,NA
7,19,21
2,5,3
NA,NA,NA
NA,NA,NA
5,13,73
14,17,27
NA,NA,NA
9,14,139
13,14,38
13,18,27
5,13,46
12,15,46
5,12,13
12,15,22
NA,NA,NA
5,6,65
7,10,12
2,19,17
NA,NA,NA
4,8,7
6,18,33
9,14,18
5,6,6
7,18,37
2,6,4
2,10,8
11,14,20
NA,NA,NA
NA,NA,NA
NA,NA,NA
3,20,35
6,19,36
NA,NA,NA
6,16,101
15,16,42
8,10,13
6,9,56
16,17,29
NA,NA,NA
NA,NA,NA
9,20,25
2,13,11
3,17,15
2,11,9
2,10,8
3,13,11
NA,NA,NA
4,10,9
3,10,9
3,11,58
16,19,46
4,12,11
NA,NA,NA
NA,NA,NA
NA,NA,NA
10,14,19
3,5,3
14,20,139
5,9,24
15,20,122
9,11,99
3,12,27
NA,NA,NA
9,10,30
3,10,19
6,17,77
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
14,18,58
6,19,37
4,15,61
9,19,40
2,14,12
NA,NA,NA
8,12,47
NA,NA,NA
6,15,79
3,4,19
2,5,3
7,8,70
5,6,6
9,11,31
NA,NA,NA
4,6,68
NA,NA,NA
3,14,29
7,16,50
6,17,18
12,15,22
13,15,40
18,19,54
NA,NA,NA
NA,NA,NA
9,12,17
11,20,86
7,14,17
11,15,37
