NA,NA,NA
7,19,92
2,5,3
NA,NA,NA
NA,NA,NA
5,13,59
6,18,78
NA,NA,NA
9,14,110
13,14,144
4,8,39
5,13,59
12,15,138
5,12,58
12,15,138
NA,NA,NA
5,6,52
3,17,32
2,19,17
NA,NA,NA
4,8,39
6,18,78
7,17,90
2,6,4
7,16,89
2,6,4
2,10,8
11,14,129
NA,NA,NA
NA,NA,NA
NA,NA,NA
3,20,35
6,19,79
NA,NA,NA
6,16,76
15,16,157
8,10,95
6,7,67
16,17,162
NA,NA,NA
NA,NA,NA
9,20,116
2,13,11
3,17,32
2,11,9
2,10,8
3,13,28
NA,NA,NA
3,8,23
3,10,25
3,11,26
5,19,65
4,12,43
NA,NA,NA
NA,NA,NA
NA,NA,NA
3,8,23
3,5,20
14,20,156
5,9,55
15,20,161
9,11,107
3,12,27
NA,NA,NA
7,15,88
3,10,25
6,17,77
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,17,90
6,11,71
4,15,46
4,16,47
2,14,12
NA,NA,NA
8,12,97
NA,NA,NA
6,15,75
3,4,19
2,5,3
7,8,81
5,6,52
9,11,107
NA,NA,NA
4,6,37
NA,NA,NA
3,14,29
7,16,89
6,17,77
12,15,138
13,15,145
3,20,35
NA,NA,NA
NA,NA,NA
8,17,102
11,20,135
7,14,87
11,15,130
