"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,-7.54176,-3.75091,-6.80601,-8.24441,-1.80569,-5.19168,1.45576,-3.43687,-2.88112,2.79715,-8.36641,-1.2172,-2.62128,-7.03358,-2.18472,-3.83737,-6.59422,-5.09325,-1.56091
"2",0,-5.63982,-6.6529,-5.78061,-1.50314,-1.32433,-5.52547,-9.71655,-7.75729,1.62074,-5.11249,-3.10402,3.96656,-4.19663,-1.63005,0.64852,-6.23024,-6.93915,-6.68983,5.70739
"3",0,-2.51789,-2.50448,-5.84505,-7.63895,-2.41453,-2.30819,-4.00719,-9.85809,-1.5452,-3.82096,-4.68385,0.95937,0.46026,-2.43455,-2.89911,2.43637,-2.74267,-3.43999,-9.21605
"4",0,5.13142,10.1675,-0.48482,3.83326,-1.10891,0.54292,6.36266,1.70027,3.16624,8.99604,5.5811,3.98262,-6.72088,4.85265,2.23727,9.61765,-2.01674,2.90763,6.4781
"5",0,1.83507,3.43062,0.52949,-0.58329,1.4528,3.63495,1.17115,0.99091,2.8516,4.51944,4.41043,5.80384,1.6299,-0.0709599999999999,1.86251,1.53294,3.86887,0.12198,2.66622
"6",0,-6.74845,-5.72609,1.51234,-1.05562,-4.46659,-6.01699,-7.27774,-7.08683,-10.23676,-4.21108,-12.15016,-8.08622,-6.21142,-9.52999,-0.94615,-3.49853,-4.48255,-4.25958,-14.37434
"7",0,-4.20071,3.68027,3.46849,5.17827,-0.85928,2.56725,-1.92574,2.28665,-2.68226,5.45434,4.38388,-1.02195,6.36352,-2.46316,8.45506,7.38023,-0.15518,4.87412,0.21065
"8",0,-1.73041,-1.725,-2.18989,-0.68072,-2.2628,-1.21391,0.84869,-5.23653,-7.89147,-1.70884,-0.68926,-4.04957,-7.0602,-2.06501,-1.45395,-1.32892,0.24783,-1.39685,0.4622
"9",0,1.14544,-0.93938,4.90059,6.21816,4.79083,6.65075,9.51465,5.77599,5.82296,10.29161,4.42284,6.50258,9.8605,9.92362,5.3457,11.88153,10.12241,-0.94562,8.92425
"10",0,5.44859,10.70454,7.56786,1.70992,5.95443,6.71495,5.20815,5.89201,-4.71818,1.08341,7.83459,5.12882,2.74515,5.71092,-0.65436,4.74515,11.11018,2.06199,8.12158
