5,14,60
NA,NA,NA
11,12,127
2,20,18
2,10,8
NA,NA,NA
4,8,39
4,6,37
2,14,12
3,9,24
NA,NA,NA
NA,NA,NA
2,10,8
3,11,26
NA,NA,NA
2,3,1
7,15,88
2,14,12
NA,NA,NA
2,14,12
5,8,54
3,14,29
2,6,4
2,15,13
NA,NA,NA
NA,NA,NA
3,14,29
4,7,38
12,13,136
5,16,62
NA,NA,NA
3,9,24
NA,NA,NA
5,10,56
3,13,28
NA,NA,NA
NA,NA,NA
2,15,13
10,13,119
2,14,12
5,20,66
5,15,61
4,9,40
3,13,28
4,10,41
4,6,37
2,4,2
4,13,44
4,10,41
NA,NA,NA
NA,NA,NA
7,18,91
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
10,18,124
6,13,73
NA,NA,NA
3,4,19
4,18,49
2,17,15
NA,NA,NA
3,6,21
4,11,42
2,3,1
11,12,127
11,13,128
3,13,28
NA,NA,NA
2,12,10
NA,NA,NA
NA,NA,NA
3,16,31
NA,NA,NA
NA,NA,NA
5,16,62
7,8,81
3,19,34
13,15,145
2,11,9
NA,NA,NA
NA,NA,NA
6,9,69
4,5,36
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,17,48
NA,NA,NA
NA,NA,NA
4,20,51
2,5,3
10,16,122
NA,NA,NA
NA,NA,NA
3,10,25
8,9,94
11,15,130
6,12,72
