"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,-6.49579,1.59318,-2.62379,3.78157,-0.54489,-4.05958,2.374,6.53908,-11.10448,-9.1442,-3.94378,13.29392,-8.63759,10.84723,-1.07927,-0.36488,-0.6684,-2.88953,5.43746
"2",0,-9.08762,-5.64741,8.81297,-1.87644,-4.40045,-3.46342,-9.00521,-10.35171,1.65107,-9.92236,7.11052,-3.29562,-11.45833,-2.83237,-3.93235,4.81667,1.72468,4.20384,-8.1508
"3",0,2.56924,3.49887,-3.58846,-0.9042,-9.70671,3.47418,0.0120400000000003,-1.58007,2.63727,-4.87468,-7.69275,0.78837,-7.51928,-4.38087,-12.4642,7.78479,-2.30922,-10.2319,19.26189
"4",0,1.21788,-14.50872,-11.5181,-4.51192,10.00284,5.31381,-6.54242,-2.61304,-1.16846,0.2478,-11.92869,5.11777,1.13287,-7.75683,0.07232,-4.63796,3.40932,-3.37967,6.75652
"5",0,1.03255,-0.87591,-3.30268,4.40333,-2.42855,-10.82282,-3.59402,4.3855,6.38504,-7.44777,6.05543,-12.53484,-8.95658,-24.26781,-1.67875,-9.65021,-17.54909,2.88343,14.25811
"6",0,-0.73231,-6.10413,4.45708,0.83595,15.27177,15.54046,5.15133,-3.88538,-4.84674,-5.55159,-12.89888,3.35731,-4.85036,-2.52421,-0.31179,2.69353,15.37872,2.6716,2.42225
"7",0,9.81534,11.6654,27.58528,-6.16513,-1.72916,8.71488,17.84994,20.62871,7.56549,8.80131,2.30278,1.0468,13.90221,11.68403,-1.37459,2.74316,18.0805,13.74069,6.05507
"8",0,5.91845,-20.07348,7.20839,-9.79576,6.72015,-5.57972,7.00225,-8.48606,-3.01873,-7.17231,0.80373,-4.49155,5.76671,1.51254,-1.17626,4.5206,-12.6742,-13.21053,-10.90073
"9",0,-2.85074,-8.82919,-0.20502,-4.76058,-0.356,4.34292,1.45057,-12.46552,-5.42128,2.9106,0.004,15.20933,-1.86141,-13.04807,-1.24545,-7.94168,9.00833,-4.52415,1.08208
"10",0,3.93306,11.38661,15.23163,6.4042,26.6614,-4.92247,-1.89162,-2.38359,19.13785,6.94037,9.88801,2.11832,-0.83464,24.71742,13.03792,15.85183,18.10181,9.62212,13.70029
"11",0,2.56043,18.71573,15.47888,30.5745,14.83287,21.22468,3.89326,7.14187,22.74048,10.27002,20.37928,11.6198,22.94512,16.09013,22.32336,17.20822,8.53697,16.36794,17.68785
"12",0,-1.0558,-2.77604,4.78754,-2.72894,-3.1196,3.75554,-4.84745,-5.60841,-0.83938,-10.30452,-3.79739,6.21934,-2.04741,-3.48739,-2.59712,-5.14517,-5.32042,-1.77659,-5.18147
"13",0,-3.81663,-5.83044,-2.7526,6.85183,-0.59002,-8.53531,-3.47177,-12.72087,9.06176,4.0393,-2.07975,-4.2088,3.45897,4.37739,8.31253,5.00691,-1.95771,-0.24252,8.85827
"14",0,-0.37723,0.76643,-6.45899,0.74492,-1.652,-12.04692,-3.06101,-9.81307,-9.06492,-6.7041,-26.86782,4.5432,4.84428,1.82767,-3.62141,-17.88542,-6.41616,-9.24304,-13.9597
"15",0,-1.38009,9.19828,-7.84415,-13.66264,-3.16825,1.86521,5.06972,2.07366,-0.81376,-2.80893,-10.4567,9.94097,10.69683,4.62394,4.06336,5.99324,5.38878,9.2354,4.96887
"16",0,6.66656,14.69524,9.53307,24.00994,6.16538,2.80023,7.31584,-0.13416,5.47434,-10.01616,-2.20242,4.40565,2.76484,-4.14605,2.13385,-1.93008,19.18603,-1.20118,2.97208
"17",0,-6.02934,1.48728,-0.77452,-2.877,22.63596,-10.24298,16.08494,9.94899,-3.25361,5.42965,8.21296,8.95112,4.09627,-3.60361,-1.00034,16.00466,7.38769,17.63862,4.48453
"18",0,2.3843,35.6175,11.40972,18.24636,12.46807,3.22091,5.87288,0.0651299999999999,14.41708,4.8477,10.16107,6.21684,13.3221,-0.10933,22.32053,8.17015,-2.54008,5.0904,-1.34577
"19",0,1.89532,3.97645,10.56727,5.26466,-1.72855,10.45082,-6.80914,7.74164,-0.795500000000001,4.23701,4.18018,8.29855,-0.84087,14.82521,9.08232,7.59239,-1.4097,9.59019,9.52486
"20",0,-11.7294,-8.20783,-16.93071,-10.59932,-8.79271,-20.50672,-18.78796,-13.2079,-12.47507,-8.21473,-19.84722,-3.71668,-15.36223,-15.70963,-16.32743,-5.62542,-8.52272,-8.8383,-10.2014
"21",0,11.83653,9.11432,11.43813,13.58927,15.23791,5.9331,-1.43418,-2.16295,15.78861,-0.552,9.79072,6.9424,4.65478,7.40256,13.313,7.67425,2.2225,25.58363,10.04832
