NA,NA,NA
NA,NA,NA
2,4,2
8,15,47
2,13,11
NA,NA,NA
NA,NA,NA
NA,NA,NA
10,12,25
5,14,37
12,14,42
10,12,18
6,12,38
6,10,12
6,9,32
2,6,4
2,8,6
13,15,32
5,9,9
2,6,4
2,8,6
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,3,1
3,10,51
4,7,17
3,7,17
11,12,18
NA,NA,NA
NA,NA,NA
3,14,12
2,8,6
2,11,9
2,6,4
NA,NA,NA
3,4,14
10,11,16
5,9,10
6,8,20
NA,NA,NA
6,11,13
4,7,26
7,10,30
3,6,28
NA,NA,NA
11,14,22
7,8,71
3,15,14
NA,NA,NA
5,13,14
12,14,47
4,9,8
7,10,40
2,6,4
8,15,40
NA,NA,NA
11,15,22
4,14,13
3,8,6
2,11,9
4,6,27
4,6,6
7,13,23
2,9,7
2,7,17
7,13,27
NA,NA,NA
9,14,63
5,13,23
2,3,1
6,12,60
4,9,40
5,9,22
13,14,54
2,10,8
NA,NA,NA
11,12,24
2,6,4
13,15,35
NA,NA,NA
11,12,33
3,8,6
7,10,29
11,14,52
NA,NA,NA
2,5,3
4,10,31
3,6,16
NA,NA,NA
2,5,3
NA,NA,NA
5,14,45
NA,NA,NA
2,14,12
2,9,7
NA,NA,NA
4,5,37
NA,NA,NA
8,13,39
