"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,-2.44152,2.59692,1.2326,0.00767000000000001,2.38993,0.18052,0.12949,3.07192,3.12794,-0.32643,0.62376,3.47938,-3.29525,0.81648
"2",0,2.15064,3.70994,2.10369,1.49268,-2.68383,1.84137,1.99625,-1.7011,5.09691,-1.28958,7.3975,5.18713,4.11138,1.14916
"3",0,-7.78614,-1.11032,-5.56717,-1.94838,-8.76179,-6.52452,-4.00495,-1.53956,0.15519,-3.65368,-7.42957,-6.3812,-6.38363,-7.60873
"4",0,-4.52038,1.32633,-4.47634,-2.70957,-4.85292,-1.71725,-0.05199,-2.50957,2.703,-8.31814,-2.77625,1.10808,0.81287,2.60031
"5",0,1.94123,0.78549,5.27195,4.89139,2.90913,5.40172,5.40189,2.1424,6.26971,1.66591,-5.73045,0.9384,3.86461,-3.85653
"6",0,-3.29316,3.70284,1.42169,4.30101,3.52636,5.4728,4.21029,3.68271,-3.50827,-1.19066,5.58399,4.2546,6.28881,-5.14635
"7",0,-2.5146,0.83654,-1.16764,-0.39157,0.25239,-0.0967200000000001,0.84502,-1.95331,0.0765,-0.52738,1.05634,-1.52903,1.06641,2.07866
"8",0,-3.88722,-7.75536,2.13628,-3.66892,-7.53566,0.171,-2.22881,-6.05571,-4.90768,-3.71926,-6.50896,-8.48745,-6.60409,-0.82409
"9",0,2.17442,-1.84476,-2.37356,-1.0678,1.52531,-4.85077,2.13882,3.17281,2.52658,-3.74217,-2.26516,-0.25709,-5.64523,0.44993
"10",0,-3.29164,-4.02313,-3.445,-2.84399,-0.59572,-2.11182,-2.15288,0.79453,-1.29274,-4.60056,-2.29465,-0.74528,-1.11666,-5.18278
"11",0,-1.57087,-0.95552,-2.75635,0.19804,5.85594,-3.17249,3.01246,1.32502,-0.44946,-1.36299,-2.57201,-3.22205,1.29848,-2.65113
"12",0,0.03924,-4.71051,3.182,2.27585,-0.26954,-1.46687,-2.65104,-2.40918,-4.74539,-4.50564,-3.10824,1.70661,-3.34177,-0.09193
"13",0,3.75169,-2.36222,3.57456,0.03964,2.35636,-1.2434,-5.66012,-2.62196,0.66382,5.22939,1.83619,-4.70793,1.35009,6.89597
"14",0,1.00237,0.65594,2.47076,4.47681,-1.99032,8.10185,7.64164,7.54721,3.54088,3.76768,3.1241,12.56421,3.58159,7.35451
"15",0,3.93381,-2.14656,2.53968,-2.14635,-0.79208,-5.53748,-4.32145,-1.2263,-2.21912,6.73867,-3.6031,0.02287,4.46889,1.28849
"16",0,-3.76176,-5.23903,-3.7515,-1.99392,-3.22507,-6.92487,-9.37102,-1.36585,-6.34499,2.08517,-4.09367,-2.17851,-1.33628,-2.80994
"17",0,1.99716,-1.98847,1.3748,1.98049,8.00823,-1.07873,-6.58261,1.11992,0.25662,4.13188,-0.078,6.25094,-2.397,-4.37988
"18",0,11.43507,8.92785,12.13809,7.19326,5.2941,4.91941,7.54252,10.17308,9.30409,7.30682,2.67528,6.11264,6.31989,6.46034
"19",0,7.65812,5.30772,-0.0176399999999997,3.64912,-0.39258,0.12672,1.17697,1.10841,2.28869,1.71416,6.42336,4.55482,1.7648,5.03039
"20",0,-6.56377,-6.88526,-4.87472,-5.07178,-4.11701,-4.40053,0.00747000000000053,-4.12692,-5.36494,-6.51029,-6.85253,-4.07998,-3.02523,-3.04847
"21",0,-2.2526,-0.29551,-3.83599,-5.59562,-4.91953,-5.23583,-0.37126,-0.75614,2.28288,-5.40565,-3.89846,0.54821,-7.02643,-2.34862
"22",0,-0.23375,3.56632,-1.93412,3.23496,-1.66887,-2.42315,2.87222,-0.89765,-3.75205,-6.20239,-0.30865,0.53693,-1.93826,-1.11757
"23",0,0.0320299999999998,-1.96713,-2.89006,-5.06819,-2.98752,-3.63999,-4.09897,-3.72579,-3.29812,-1.66642,-2.90223,-0.73942,-5.73845,-2.23598
"24",0,-2.24845,-5.95168,0.36336,-0.33009,-0.0722700000000001,-4.02765,-4.24299,-4.19813,-1.2757,-7.328,-5.98719,1.2918,-0.32466,-5.43116
"25",0,-5.48102,-3.89694,-0.94004,-5.10558,-6.64507,-1.10619,-9.37148,-5.20296,-0.29121,-0.23738,-4.42724,0.39162,-1.30513,-5.71164
"26",0,1.36137,2.85899,5.40728,3.40198,7.5659,3.87308,-4.08039,10.83769,4.35992,5.64499,5.31972,5.1199,-0.139279999999999,3.59652
"27",0,2.48412,9.46136,3.13985,4.78175,3.14582,3.94451,3.37621,4.45415,3.7172,3.94934,2.21689,10.80208,8.17243,1.76372
"28",0,3.344,8.47025,10.96091,11.86425,9.47728,0.41588,7.24373,8.82711,8.06994,1.01661,8.17595,11.21684,6.97354,3.546
"29",0,2.4292,-0.0453299999999999,4.68689,-4.38588,3.28065,7.31984,5.52696,2.55802,3.82837,4.90166,4.57942,1.40787,0.37615,4.29684
"30",0,1.74934,5.30488,-2.461,9.51095,-1.39145,-2.60783,-2.61339,5.37569,-3.83,3.29008,-2.24678,-1.67943,3.31666,3.07947
"31",0,-2.41385,-1.29262,2.80548,0.61356,0.6922,4.47426,-2.19395,-1.09066,-0.82725,2.67667,1.38028,4.51821,4.23965,5.22515
"32",0,-0.93193,3.31365,2.76756,6.86179,0.64025,1.7841,-0.80075,6.66373,3.03789,2.48724,5.58428,4.16714,1.53457,6.9202
"33",0,5.70938,7.43445,0.05684,5.71486,1.06974,2.02514,4.84622,4.62527,3.18507,6.42607,-3.45002,-3.88778,0.71917,8.55344
"34",0,8.51831,6.3854,8.3832,7.23475,6.26712,11.12054,6.65767,7.71287,7.67744,8.17162,6.41179,8.13373,7.45473,11.21957
"35",0,-4.31149,1.50167,-6.6227,-7.59384,-1.60372,-2.24173,-8.92752,-4.18404,-1.68881,-1.51837,1.23519,-3.81174,-4.70491,2.30957
"36",0,-4.6215,-2.11881,-4.61921,-7.15128,-11.30705,-1.0953,-3.64427,0.36332,-9.07552,-2.82552,-5.12517,3.07998,-6.70745,-4.90392
"37",0,2.96939,-0.13082,5.42798,0.55167,6.0815,7.21443,1.50083,-0.11504,-1.26392,0.13387,-0.40971,3.29543,3.78147,2.9126
"38",0,-5.50115,-8.43518,1.09679,-8.13509,-1.67098,-2.20594,-6.83494,-5.74081,-5.67091,-5.86856,-1.93337,-1.94156,-3.56802,-4.93432
"39",0,-2.6032,-9.22093,-5.36786,-6.90186,-1.74023,-8.48578,-3.62714,-1.44208,-1.6829,-11.22895,-7.70407,-4.01293,-8.45939,-6.60106
"40",0,2.5207,2.12464,-3.18668,-3.92797,-6.20987,-3.71265,0.13798,-1.92599,-0.89645,-2.04576,1.83077,-1.20842,-3.09701,-3.51717
"41",0,-4.61367,-6.58711,-9.21975,-11.19273,-5.6819,-9.68597,-11.21131,-8.23965,-6.42506,-5.29772,-1.64497,-5.25942,-2.5242,-5.3625
"42",0,4.14374,1.96325,2.18493,0.4751,-1.47701,1.77485,7.29288,-1.59401,1.93371,0.69876,-3.51672,-1.03008,0.90545,1.599
"43",0,-3.32696,1.97952,-0.83647,-6.64437,1.23403,-5.50446,-6.79534,-6.21226,-3.8695,-2.61719,-1.64788,-0.15206,-5.85892,-6.0987
"44",0,-3.4139,-2.75855,0.86519,-0.07199,6.14961,4.1665,0.95425,5.01573,0.56478,-1.59093,0.16901,2.43324,-3.01778,-2.57799
"45",0,-3.33616,-1.74753,6.78802,2.02901,-2.38613,1.65677,1.54188,-0.45764,2.42366,1.94325,6.81103,-1.04475,4.60321,4.54284
"46",0,-2.3976,-2.92562,-1.69022,-9.53757,-1.30768,-4.65957,-7.04686,-3.78355,-7.99818,-2.83103,-5.90461,-2.33391,-4.64429,-1.29262
"47",0,-4.58982,-2.9354,-4.53729,-1.62767,-7.78829,-7.48041,-3.92881,1.25,-1.10306,-0.24812,0.04392,-4.75938,-2.45017,-1.96504
"48",0,11.66649,3.17892,10.39762,6.47885,7.22492,5.46186,7.82877,4.36991,4.15898,1.91855,7.41854,8.44119,4.22051,16.09709
"49",0,-4.33741,1.93447,1.08636,-3.45851,-3.52544,-2.58501,0.80874,2.59203,-2.4496,5.34508,-0.14414,-5.60624,-9.69385,0.97931
"50",0,4.15838,0.17419,5.64832,-1.00458,0.95733,0.35509,0.11591,3.6608,4.86178,-3.48255,3.07574,0.86033,-3.72642,5.71396
"51",0,-4.34823,-2.70462,-1.05463,0.56091,-7.61891,-4.6735,-5.10089,-0.4437,0.30827,-3.61749,2.00571,-0.87063,-1.23055,-1.64988
"52",0,-6.12312,-8.91019,-7.772,-8.31034,-6.2293,-5.41704,-7.39923,-10.12287,-11.61148,-2.51222,-3.72042,-2.91849,-9.57724,-3.00742
"53",0,-6.33947,-4.25596,-11.76454,-6.35656,-2.79953,-8.89426,-5.41925,-8.48268,-5.20309,-9.87142,-3.52071,-10.15133,-12.91177,-3.81588
"54",0,0.3998,1.73955,-0.68293,-3.11883,0.9875,1.53931,0.47303,-0.56848,-1.86024,-0.56734,3.28967,0.88873,-1.8514,-0.28601
"55",0,6.08585,0.54492,1.36717,-4.5113,-2.5402,1.17763,-3.22284,-1.68912,4.30623,-3.72211,-0.01273,0.00786000000000001,4.94505,1.64749
"56",0,1.83044,2.77525,7.90873,3.88901,7.39283,2.88717,10.1382,-2.07222,4.52278,11.006,3.88232,1.64753,4.72463,-2.15055
