NA,NA,NA
NA,NA,NA
2,4,2
8,15,70
2,13,11
NA,NA,NA
NA,NA,NA
NA,NA,NA
10,12,78
5,13,44
12,14,87
7,13,61
5,14,45
3,4,14
6,9,49
2,6,4
2,8,6
13,15,90
3,6,16
2,6,4
2,8,6
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,3,1
3,10,20
4,7,28
3,7,17
9,12,73
NA,NA,NA
NA,NA,NA
2,8,6
2,8,6
2,11,9
2,6,4
NA,NA,NA
3,4,14
10,11,77
5,9,40
6,8,48
NA,NA,NA
3,8,18
4,7,28
7,10,58
3,6,16
NA,NA,NA
3,7,17
7,8,56
3,6,16
NA,NA,NA
5,13,44
12,14,87
4,9,30
5,9,40
2,6,4
8,15,70
NA,NA,NA
3,8,18
4,14,35
3,8,18
2,11,9
4,6,27
4,6,27
4,9,30
2,9,7
2,7,5
7,13,61
NA,NA,NA
9,14,75
5,13,44
2,3,1
6,12,52
4,9,30
5,9,40
9,14,75
2,10,8
NA,NA,NA
11,12,82
2,6,4
6,13,53
NA,NA,NA
11,12,82
3,8,18
7,10,58
8,11,66
NA,NA,NA
2,5,3
4,10,31
3,6,16
NA,NA,NA
2,5,3
NA,NA,NA
5,14,45
NA,NA,NA
2,14,12
2,9,7
NA,NA,NA
4,5,26
NA,NA,NA
8,13,68
