"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,7.0195,5.92149,6.3667,-0.42679,0.85119,1.91308,4.64982,1.71033,2.79115,1.52698,3.92681,-0.66195,2.85113,8.43709
"2",0,-5.66871,0.31302,-8.61028,-0.0632699999999999,-3.54881,-3.13633,-3.51725,-2.64312,-1.03272,-7.07166,-2.49179,4.66169,-3.57883,-6.97835
"3",0,0.47986,-3.53394,-1.02682,-3.40604,-4.23094,-0.68766,-1.80018,-0.41538,-2.77706,-3.84503,-4.86178,-0.77891,-8.97149,-0.78628
"4",0,-2.99729,1.78156,-1.83483,-5.25398,-2.79947,-1.09391,-4.40316,-5.61022,-0.56849,-6.531,0.62905,0.1626,-2.2712,-2.67834
"5",0,1.05274,5.54136,5.31511,0.0110199999999998,0.99593,8.51639,5.30768,-0.74348,3.48179,3.75709,2.83976,6.91096,7.39005,-5.18683
"6",0,3.02492,7.17705,-0.66673,-0.90727,-2.08376,0.63631,1.02833,4.07815,0.61277,-2.28705,8.70894,-3.60466,2.69001,8.61455
"7",0,-0.28936,-1.53259,-1.55836,-1.96774,2.35142,1.65025,4.78511,-2.56981,1.14879,-2.04164,3.70407,-1.33717,-2.17713,3.68984
"8",0,0.112229999999999,-4.50701,-2.91289,-4.07257,-8.7227,-5.02994,-5.29975,-3.17009,-7.04603,3.43369,-0.35989,0.491759999999999,-5.22296,-2.00702
"9",0,2.91321,4.0213,1.4991,1.43557,1.88845,10.50185,2.4315,-4.81182,4.54443,5.69664,2.2691,4.20423,-0.74075,4.80501
"10",0,-5.31288,-5.286,0.87346,-1.99399,-2.52626,-3.21169,2.41231,-0.29909,2.154,-6.32543,-1.97176,-1.4498,0.9328,-7.64221
"11",0,6.37576,1.66626,-1.33281,4.27649,7.19265,2.98793,2.43848,1.51209,1.84172,9.81465,-0.96689,2.92755,-2.38448,4.14496
"12",0,3.79432,1.66455,-1.05886,3.5976,-0.34295,4.6298,-1.4688,1.20357,1.32745,-0.94822,2.76053,4.43662,5.46633,-2.14306
"13",0,-2.05159,0.22595,0.09206,-0.30324,0.10102,-6.49324,-2.74842,-6.00014,-0.29161,-4.79082,-1.67398,0.65689,-5.10386,-5.47404
"14",0,11.59727,3.89077,3.40908,2.46779,-0.72948,-0.25292,-2.092,2.76622,-3.50704,-0.78997,3.32427,2.58198,0.96466,3.40932
"15",0,-1.94626,-0.04232,-2.97724,0.94889,0.74291,6.25973,6.61941,3.28507,0.06749,2.86036,-1.38213,6.92944,3.42648,-2.29475
"16",0,-0.00997000000000003,-6.366,3.37977,-2.30719,-1.54014,-3.8432,-3.85473,0.51613,-3.4594,-1.8571,-2.40397,-5.72655,-4.85159,-0.99281
"17",0,3.81598,4.97141,3.74901,2.74157,4.36944,-5.59363,1.30105,2.03436,1.57272,3.07198,-1.87558,4.13703,4.35196,-1.19272
"18",0,-11.81963,-9.63908,-3.86815,-8.64289,-9.43784,-7.69205,-7.99054,-10.91292,-6.31112,-11.0098,-8.93651,-14.13358,-11.81332,-15.14208
"19",0,1.69495,1.81781,-3.92074,1.93387,-0.43854,-3.33201,-2.71255,-4.70147,-0.60417,-0.51628,0.29636,7.74919,-0.94589,-3.06496
"20",0,-6.69554,-0.64921,-3.2241,-1.19665,0.72383,-7.48146,-5.64328,-3.19578,-2.86912,-7.74062,-2.71157,-7.73716,-1.83396,-7.10755
"21",0,5.2632,1.87571,2.86264,5.1551,7.56591,-3.34002,7.61432,-0.94263,3.46174,9.03322,2.02538,12.3002,5.10107,4.74883
"22",0,-9.27626,4.50162,-3.34821,4.42454,0.80089,6.55559,3.7126,1.08428,2.85318,3.38902,3.76278,-0.72207,6.73489,0.71139
"23",0,4.64239,1.1204,0.59418,6.76233,3.66331,1.5723,4.8393,1.99754,-3.09543,2.7612,2.42232,-5.42937,0.53845,2.10235
"24",0,-6.27885,-8.47994,-6.89492,-11.51477,-6.68779,-4.09567,-5.85135,-2.9214,-6.72709,-3.21832,-6.31545,-9.06231,-0.86659,-4.11111
"25",0,-0.22985,-0.8374,2.15388,7.35098,9.48006,6.25694,5.07744,5.54255,7.62522,3.67731,-3.22542,-1.80324,8.19448,3.26408
"26",0,-2.75088,-4.16987,-5.98653,-6.9952,-5.50203,8.64229,-3.03688,-7.71083,-6.83516,-3.57171,1.2213,-1.85494,-2.96994,-2.32407
"27",0,-0.52609,1.50414,1.55906,-1.49706,-0.43726,-1.07536,5.98562,-3.35036,1.67781,2.20253,5.14118,-2.85325,-0.6532,1.84774
"28",0,-5.91873,1.30788,-3.0186,-0.0483199999999999,3.22343,-2.38472,1.36642,-4.13981,-3.32286,0.43594,-3.55175,3.81083,1.38462,-0.95741
"29",0,0.46411,0.72538,-2.87827,-0.0679099999999999,-8.91717,-2.73046,-0.88151,0.59932,-0.0241199999999999,0.39408,7.18266,-3.23263,-4.18803,0.74573
"30",0,3.75297,7.87114,7.71833,11.77875,3.78397,5.13255,9.06767,7.63031,-1.18988,5.78121,4.56548,1.89815,0.271789999999999,8.30193
"31",0,0.98396,-3.46299,-4.83999,-0.36021,-4.62155,-3.78754,-2.7365,-3.11373,2.98878,-0.10621,-0.57565,-0.93606,-2.11735,0.34895
"32",0,-4.59848,1.7236,3.2969,4.2551,-1.4716,-2.43841,-0.65803,-2.59565,3.23749,-3.09615,2.78861,-3.28852,-6.42267,-2.27669
"33",0,2.82368,1.11307,8.85724,0.23934,2.65244,1.1989,-1.92112,5.90907,2.7396,-1.61359,5.33709,0.56906,0.00670999999999999,-0.85395
"34",0,-4.1043,-5.72215,-11.64852,-8.81563,-4.56228,-10.73128,-8.572,-3.42738,-10.61617,-9.65142,-4.6811,-4.40119,3.54935,-3.44968
"35",0,3.26267,5.96528,4.82467,3.09085,6.36711,0.60077,3.72217,4.56407,3.2689,1.87599,10.05316,-0.63647,1.306,4.37499
"36",0,4.11635,0.3334,3.26203,-0.47513,1.90521,0.67236,1.36966,0.59815,5.98739,2.39131,8.7139,-0.50947,7.14723,6.80518
"37",0,0.57528,-2.52,-3.27564,-5.01622,4.13987,3.21304,-1.97571,1.71424,-1.48527,-4.77543,2.48831,0.56985,-0.34973,1.71986
"38",0,-2.7401,6.32266,0.34503,1.38693,-0.16888,-2.26021,1.01445,-3.62219,0.59991,0.44541,1.87591,-2.72343,0.69087,-0.35025
"39",0,2.3683,5.03659,-5.49296,-1.71665,-3.99163,-6.09961,-4.6728,0.83972,-4.92521,2.2699,-0.66869,-0.25042,-2.16728,-1.28752
"40",0,0.84241,0.14777,-2.23277,-2.05411,-3.31614,-3.22555,-2.77754,1.42947,0.1067,0.44171,-1.04092,-1.91546,-0.5707,-3.0903
"41",0,-3.43644,-7.79759,-2.15513,-3.641,0.32403,0.16274,-1.64501,-3.85037,-1.16688,0.51389,-6.33365,-8.08145,-6.80333,-3.02846
"42",0,0.39511,-1.68168,-6.26863,-2.33638,-9.23543,-5.59984,-8.32114,-2.49965,0.94412,-2.84551,0.20644,-5.29057,1.53476,0.78846
"43",0,-7.50516,-1.55373,-0.17721,-3.01055,-5.0095,-3.9258,-3.99026,3.58206,-0.84929,-3.68266,1.9991,0.74151,-2.63769,-4.39415
"44",0,2.54795,0.33303,-2.2955,3.36607,1.49672,-2.89953,1.9708,0.1612,-0.76167,0.82945,1.97021,0.2646,8.05503,-8.91329
"45",0,-5.29513,-6.68051,-7.61209,-5.37605,-3.12109,-10.6169,-4.90919,-3.42912,-8.08914,-2.92296,-2.69684,-7.04162,-9.3721,-6.62853
"46",0,-0.64948,1.12933,-0.48671,-5.3319,-1.89252,0.34024,-3.40984,0.61649,0.0704600000000002,-0.5221,4.93442,-0.61059,1.77463,-2.25906
"47",0,-4.51336,-4.2612,0.18149,-4.80443,1.16473,-4.42281,-0.55277,-5.90972,-1.89589,-6.1626,-8.14254,-3.52858,-1.34956,-2.1635
"48",0,10.25991,0.0973299999999999,-1.66539,1.22421,3.66922,8.87703,5.11007,4.35747,7.71676,3.96612,-1.13029,-3.72546,1.95477,1.62082
"49",0,5.77048,-0.91996,-3.65179,3.54735,1.1685,-2.24851,2.89535,-0.76299,-4.21265,3.66714,-3.28607,-5.47153,-1.21168,1.46956
"50",0,3.84891,4.61819,8.0829,11.7261,11.37726,5.10992,7.1498,7.97167,-0.48955,5.90885,13.00308,9.22467,5.7201,4.82844
"51",0,3.46913,2.5981,4.45049,-0.13177,-2.03572,-2.18421,1.11285,8.07193,-1.26004,0.54468,1.54685,3.47543,0.20081,-2.78331
"52",0,3.89735,-0.49463,0.64164,0.16641,5.69551,6.01121,2.94385,6.824,4.11058,2.58919,-2.74648,1.30313,5.30466,0.83774
"53",0,-2.07574,-2.55479,-2.84943,0.48689,-7.43273,-4.49597,-4.56223,-1.71956,-0.99579,-3.15151,-3.56634,-0.27645,-2.04633,-0.1584
"54",0,-10.72618,-8.36376,-9.16504,-2.77474,-3.38093,-7.98838,-0.993,-2.41705,-0.66228,-3.62121,-3.15837,-4.51123,-3.11306,-1.56441
"55",0,3.67911,6.93352,5.02251,6.33549,0.403490000000001,6.23934,3.33495,5.55484,0.274190000000001,4.08765,7.91562,5.20515,3.10532,5.04172
"56",0,0.49029,-1.44959,0.99249,1.75338,2.87131,-5.09999,3.98566,-0.51494,1.01872,-0.79956,-3.57779,1.88395,2.25696,0.20975
"57",0,3.68131,-4.59547,0.28296,-4.24084,-3.91604,-3.95443,-3.73562,-1.41612,-2.40753,3.30035,-2.04782,-2.16414,-3.28541,-1.722
"58",0,0.28893,3.09132,3.8519,-0.33328,2.79441,-2.74609,-1.88095,5.3448,0.73715,-2.71592,-1.38278,-0.65846,3.35676,-0.97016
"59",0,-1.58868,-1.80495,-1.82952,1.47292,-5.30679,-1.41209,2.54592,-4.17901,-2.54719,-4.64882,-1.76901,-0.16832,5.91821,-0.56679
"60",0,2.186,3.63597,-1.87994,1.78353,3.44044,-3.17238,1.63084,0.42899,-1.60353,-7.7524,2.20468,3.22846,1.31644,3.32908
"61",0,-0.46646,4.60714,3.23976,5.0477,-0.43218,0.81812,4.23559,3.96489,0.85799,1.01055,3.04769,0.86851,7.33155,5.09321
