"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,0.22634,3.08282,5.38051,0.50526,4.13138,1.23449,4.44212,3.34399,0.76336,0.2847,-1.71018,1.38369,4.13867,2.5456,1.48546,-4.0695,3.13274,-2.89011,-0.3482
"2",0,-0.54342,-3.91215,1.12978,3.92434,-2.93548,-1.2261,1.65518,1.72267,0.26363,-2.94886,-4.47592,-3.065,3.77662,-0.16029,0.11345,-0.9331,1.54823,-3.01141,-2.9401
"3",0,-1.66254,-4.96001,2.69088,-3.55998,-3.22708,-5.96748,-4.69476,-4.95947,-2.67031,-3.91305,-2.88243,1.29177,-3.78209,-5.98045,-5.01261,-5.01248,-4.61629,-0.87223,-3.6722
"4",0,3.24731,6.2483,7.55261,4.7301,4.69425,2.96619,1.30906,2.14148,2.85884,4.19874,4.52103,4.04189,3.78619,2.41339,5.43345,8.06027,6.25936,3.35664,2.05852
"5",0,-1.87527,0.7285,-1.87962,-4.82697,1.22499,0.72745,-1.98992,-3.41278,-4.20787,-2.76017,-1.4922,-2.16154,-1.8932,-8.54956,0.58338,-1.64361,0.52885,-2.03883,-1.66225
"6",0,1.47838,7.55722,1.54504,-0.03592,-0.60901,2.65239,2.01281,-0.50977,0.90821,2.11304,-2.06246,-0.0152999999999999,-3.77458,0.48147,-1.77425,-0.85693,-2.82919,0.1377,-0.19816
"7",0,-3.57546,-2.37253,0.46863,1.09813,0.68377,-0.786,-4.1112,-4.57978,2.26046,1.45035,1.39414,-2.08177,0.20704,-5.7524,0.77588,-1.59851,-3.1363,-2.92059,-1.93669
"8",0,4.01956,-3.80564,-0.20932,-2.41181,-1.64465,-1.21907,0.72603,-0.15909,1.16327,2.98907,-1.96054,3.43682,-2.21842,1.12922,3.15392,1.67747,1.20949,0.56867,-0.56031
"9",0,0.57862,0.74888,3.28331,0.64562,-2.61202,-0.67532,3.29967,0.34275,0.75468,1.08086,0.14704,3.33071,-6.03205,2.09475,-2.73407,1.21676,-0.32141,3.10519,1.17797
"10",0,6.51053,3.51141,0.37394,3.10695,-2.30021,-2.71582,0.15602,7.47874,1.89567,5.47192,3.89733,-2.42406,6.67192,-0.40006,2.80543,0.46775,0.99272,0.0615699999999999,-0.0851900000000001
"11",0,-1.34665,-3.40207,2.65793,-3.54041,-3.58725,-0.73911,-5.92789,-2.87764,2.01055,-0.67364,-6.26975,-2.68969,-1.92499,-2.98218,-4.33944,-4.35072,0.21886,2.02533,-0.65763
"12",0,2.00228,-2.15741,4.60109,3.47237,-0.66985,1.17111,1.72519,1.59196,0.13413,-1.88557,1.3632,0.5002,1.3217,-1.35947,1.10637,1.83842,-0.00867000000000001,0.34087,0.70313
"13",0,1.05441,2.38775,-4.34027,-1.37828,-3.5042,-3.58025,-2.23386,-3.70185,1.79328,-1.72721,-3.12663,1.07609,-2.31266,-1.45073,0.82666,-1.69278,1.58324,0.50699,-1.38877
"14",0,-0.62436,0.35958,-1.01809,0.94225,-1.57615,1.34187,1.44224,-4.27235,-0.48023,0.35196,-0.83118,-5.83736,-3.07679,-3.63155,-1.90206,-2.24123,-3.31113,-3.24991,-0.0842499999999999
"15",0,-6.71164,-0.58911,-5.81829,-4.93778,-7.50175,-3.17017,-3.81458,-0.48843,-3.60785,1.33183,4.36351,0.53179,-7.0299,0.27648,0.6558,-1.04558,-3.99483,-3.99367,-7.10747
"16",0,0.45793,-1.30169,-1.85141,-0.6285,-2.46827,-1.87657,-1.81604,-0.76756,-2.4747,-4.23187,0.41593,0.12436,0.17802,-5.94731,-0.49057,-3.06986,-0.17945,-2.00389,0.81157
"17",0,1.15308,-0.72711,1.69579,-1.83156,-1.41825,2.65195,5.20502,-0.41754,2.91588,0.85071,1.09061,-2.35167,4.84427,2.97789,-2.27036,-0.06293,0.67967,0.17614,1.27044
"18",0,2.29288,2.09687,-1.90827,0.18037,0.30246,-6.13182,4.74423,4.00022,-2.97004,2.1309,1.82008,1.91972,3.2816,0.99165,1.59105,-0.28539,0.75317,-0.76703,-3.32722
"19",0,3.26123,1.8622,1.00975,4.26513,0.83011,-0.70166,2.80159,3.39369,3.28587,3.38727,5.78415,4.00295,7.01867,7.38291,3.55809,1.16518,3.30722,7.25809,3.58773
"20",0,-4.62907,-1.21447,-4.40476,-3.40395,-4.44693,-3.16247,-1.41035,-3.18689,-4.02468,-3.37909,-1.94703,-4.92746,-5.03301,-5.50174,-0.68364,-6.10341,-5.9525,-4.26246,-4.94331
"21",0,-1.92436,-6.38461,2.24853,-2.87562,-3.13476,-2.63175,-6.22895,-5.16553,-2.78638,-7.12218,-1.90176,-6.76792,-6.13171,-5.50891,-1.69381,-3.81798,-4.76806,-3.46268,-5.81826
