8,12,97
9,18,114
NA,NA,NA
12,13,136
2,16,14
3,16,31
NA,NA,NA
3,17,32
4,7,38
7,8,81
NA,NA,NA
NA,NA,NA
4,18,49
3,20,35
2,9,7
8,11,96
3,15,30
5,17,63
4,8,39
7,14,87
4,14,45
2,9,7
3,10,25
2,4,2
NA,NA,NA
3,11,26
2,12,10
4,13,44
2,4,2
6,20,80
4,16,47
NA,NA,NA
8,13,98
NA,NA,NA
NA,NA,NA
2,14,12
7,8,81
NA,NA,NA
4,12,43
5,16,62
5,15,61
12,13,136
4,13,44
2,17,15
5,16,62
6,17,77
5,19,65
6,7,67
NA,NA,NA
NA,NA,NA
9,18,114
NA,NA,NA
NA,NA,NA
5,20,66
4,9,40
2,8,6
4,20,51
4,5,36
2,9,7
2,3,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,16,89
NA,NA,NA
NA,NA,NA
2,9,7
2,6,4
10,16,122
NA,NA,NA
2,14,12
4,6,37
NA,NA,NA
3,13,28
9,20,116
3,20,35
NA,NA,NA
4,14,45
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,11,9
NA,NA,NA
9,12,108
7,9,82
9,16,112
NA,NA,NA
NA,NA,NA
NA,NA,NA
5,8,54
5,10,56
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,6,37
4,17,48
NA,NA,NA
