8,12,42
9,18,33
NA,NA,NA
12,13,21
2,16,14
3,16,63
NA,NA,NA
3,17,78
4,10,10
7,12,23
NA,NA,NA
NA,NA,NA
8,9,12
17,19,50
2,9,7
8,11,30
8,15,18
7,18,20
4,18,23
7,14,23
4,14,100
2,9,7
3,10,9
2,4,2
NA,NA,NA
3,11,26
2,12,10
7,15,67
2,4,2
6,20,35
4,16,15
NA,NA,NA
8,13,75
NA,NA,NA
NA,NA,NA
2,14,12
7,8,27
NA,NA,NA
4,12,20
5,16,62
6,15,16
12,13,51
4,13,44
11,17,69
5,16,16
6,17,76
5,19,92
6,7,82
NA,NA,NA
NA,NA,NA
9,18,82
NA,NA,NA
NA,NA,NA
5,20,35
9,18,39
2,8,19
5,20,20
14,17,43
3,17,32
2,3,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,16,38
NA,NA,NA
NA,NA,NA
2,9,7
2,6,4
10,16,131
NA,NA,NA
2,14,12
4,6,5
NA,NA,NA
3,13,57
9,20,56
3,20,35
NA,NA,NA
4,14,29
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,11,9
NA,NA,NA
9,12,30
10,15,20
9,16,37
NA,NA,NA
NA,NA,NA
NA,NA,NA
5,8,26
5,10,56
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,6,37
4,17,50
NA,NA,NA
