"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,-2.667,0.37455,-2.71747,-2.91837,-4.22318,0.76506,3.39948,-4.29371,0.87822,2.88772,-0.64595,1.22786,3.33293,-2.92181,2.01748,0.29976,0.23716,-4.38109,1.55286
"2",0,-2.08455,-1.97709,2.33529,-2.6063,4.9106,2.9925,0.82959,1.54297,1.14375,1.97648,1.63644,5.22604,2.364,2.38537,1.60024,2.78663,0.96822,0.74173,3.57567
"3",0,3.53293,5.19476,3.18261,9.8072,8.60077,0.90585,3.7753,5.30409,7.13221,5.99531,5.76439,8.71671,10.50799,6.1311,3.74413,2.29108,6.28877,7.0034,3.05113
"4",0,-2.79062,0.58279,-3.34042,0.10718,-3.74252,0.78632,-1.08886,-3.1044,3.00222,-2.95482,2.43334,1.73887,-4.00426,2.17926,-1.34504,-2.42626,-2.0388,2.13481,2.2645
"5",0,-4.63466,-1.63465,3.31533,-2.51675,0.23512,0.89984,0.20925,2.02125,-0.49616,0.85169,3.93089,1.80482,-2.88373,-2.41138,1.61499,2.47684,-2.66057,-2.20021,-0.20649
"6",0,-0.21327,0.63135,1.36946,4.89674,1.34858,2.22592,-0.12636,-1.12677,0.1116,1.32097,-0.60364,0.28889,1.94336,2.85223,2.99395,4.43279,-0.99633,3.62079,-0.49562
"7",0,0.74684,-0.87281,-1.86655,-1.30334,1.64812,-1.07742,3.06827,-1.44779,-0.95715,2.45551,-0.89792,-0.69431,-0.77822,-0.46721,2.45807,0.02804,2.5022,-1.10386,-0.43841
"8",0,0.79637,-0.39596,-2.27455,0.82601,3.01978,0.11084,-2.50023,-5.18225,-1.14115,2.29477,-3.76511,4.58887,-4.50081,-0.87411,3.00885,0.27317,0.75352,2.27281,2.35265
"9",0,-1.75266,-0.59272,-4.9724,1.51047,-0.57714,3.3344,-1.10874,-3.6934,1.72627,-3.25656,3.83382,-3.3657,-4.16998,4.55216,3.52049,-2.92273,-0.34075,-0.77595,-3.05998
"10",0,2.36309,3.20314,3.11761,6.43887,1.41501,7.03444,3.45995,0.12381,7.31593,6.28657,1.54713,1.36354,5.51817,5.12519,5.69282,4.79554,7.46575,4.28033,6.31735
"11",0,-0.0321099999999999,1.29796,-1.68546,0.54427,1.62565,1.51776,-1.89019,1.98552,5.26529,4.59849,3.42863,1.77709,2.52933,0.16759,-1.44548,1.9469,7.56486,-1.29485,4.30612
"12",0,0.20715,3.64164,4.81256,1.19783,0.6293,2.85701,0.23164,4.67518,-1.04544,-1.89104,-0.54103,1.65765,-2.87125,4.03889,0.57333,-0.9776,2.90495,1.13363,-3.36989
"13",0,-0.70934,-3.09088,-4.39616,-0.63376,-2.54564,-0.12248,0.21049,1.91543,-5.41202,1.40868,-1.16665,-2.84343,6.63099,-1.49308,-3.86482,-2.22673,-0.39326,3.53371,-1.81486
"14",0,-0.77688,1.00519,-0.27181,0.01157,4.5829,1.27608,1.63844,1.62303,2.42878,-1.56187,-0.70787,2.11997,2.01659,-0.53685,0.7958,-1.94281,2.04576,4.01767,1.28636
"15",0,-3.1113,-7.85276,-2.82284,-2.94498,-1.29402,1.98439,-2.71315,-3.90734,-2.86802,-0.32756,-4.54113,-4.82928,-4.58157,-2.42157,-1.92333,-0.93209,0.23481,-2.06575,-6.41547
"16",0,-2.40192,-6.00009,-2.40029,-5.26827,-1.3813,-2.48448,-4.62116,-0.5346,-4.04256,0.43012,-1.6774,-2.53382,-3.68017,-4.25535,-2.17235,-2.31107,-0.22293,-1.59002,-2.25454
"17",0,-3.59619,-5.95845,-11.71022,-3.44657,-5.80042,-2.35566,-0.29917,-2.11564,-4.85891,-1.85968,-3.18691,-9.43169,-4.42166,-0.75266,-3.17054,-3.98597,-4.48698,-2.24232,-1.18598
"18",0,0.0841000000000001,0.74072,1.77925,-0.14792,1.2616,2.08115,-0.3142,0.36582,3.4512,0.15397,1.50696,-1.08499,5.52183,-3.33336,2.1082,-0.0558700000000001,4.91336,4.0885,1.17305
"19",0,0.88443,-0.65706,0.90416,-0.13727,-2.12249,0.19981,-3.66659,-5.18164,-5.37563,-3.78653,3.52209,-1.72022,-5.73802,0.91678,-0.89198,-0.42335,-1.97457,2.05723,-2.12729
"20",0,1.20968,-5.66495,-0.9892,0.48391,-0.34149,-2.39567,2.1161,-2.3119,-1.71382,-2.09061,0.70138,2.51854,-3.63665,0.92284,2.34359,0.40176,-4.43945,-1.12432,-0.23917
"21",0,7.78296,8.00271,4.62411,2.07114,2.84187,9.02204,5.93229,4.48926,6.02976,3.75114,7.13455,6.26925,5.36418,8.35271,3.80837,7.06954,4.83782,0.98942,6.34553
"22",0,-2.76787,-2.12707,-3.87089,-4.84351,-1.8078,-2.29301,-4.48889,-6.36201,-8.35694,-2.18148,-7.72489,-4.79231,-5.62048,-3.89899,-4.81024,-4.71484,-7.68801,-2.78133,-6.20418
"23",0,0.15038,-3.19767,1.05468,-0.82609,3.14091,-0.8165,-0.21489,-1.96416,-2.5305,0.5502,1.81711,0.73038,2.37082,-1.58556,0.11865,0.12379,-0.92613,3.50428,-1.44542
"24",0,2.96006,3.05859,2.12684,6.01003,2.68011,2.72177,2.1049,2.08221,7.06867,4.23746,3.28673,2.51928,5.12288,1.64887,1.334,0.7424,2.62635,0.24498,2.3931
"25",0,2.24405,6.13366,1.44871,6.8099,4.28965,4.5403,2.31335,0.5883,3.24966,0.9964,-1.17335,4.67382,1.09583,4.51021,-0.2755,8.43839,2.82641,2.50875,2.3196
"26",0,1.07169,1.41277,-7.17883,-1.0258,-2.11653,-1.9281,-3.84627,-0.9492,-0.82477,1.06516,2.17417,1.99987,-2.55102,-2.51799,-1.70336,1.50315,-2.01114,-0.99776,-1.72187
"27",0,2.7745,2.83892,8.06758,0.80477,1.33887,-1.37691,5.35769,1.48929,2.90045,1.06421,-0.58812,3.9101,-0.0995899999999996,6.59273,3.72588,3.37357,2.15553,5.5183,0.0628600000000001
"28",0,2.63207,1.74743,4.396,1.74582,3.72382,-1.30612,0.87352,-0.3715,-2.40427,1.10482,7.45336,3.71979,0.1635,1.09995,0.67877,0.79621,0.07043,2.1839,4.20241
"29",0,1.63763,-1.02053,0.64141,-0.72339,-3.87605,-1.25698,1.39564,-1.94604,-0.40511,0.83816,0.46491,0.0828,-0.55403,-2.24077,-2.17298,-0.29604,-0.74306,-2.52324,0.19184
"30",0,2.02391,-4.71741,1.50754,-2.64483,1.32096,0.40423,2.84147,3.93027,0.53655,1.69063,-0.7283,1.06576,-3.49261,-0.13552,0.14294,-2.44399,0.54069,-2.20854,-4.83578
"31",0,-0.75948,-0.86227,-0.79099,-3.16008,-3.76975,-4.01239,-2.3367,-2.37633,0.3367,-5.42618,-0.87103,-0.44335,0.0337399999999999,-0.63011,-1.14614,-5.86018,-6.78518,-4.15027,-6.0217
"32",0,2.56798,5.69956,2.74392,8.72509,7.76757,4.76596,3.79855,2.07965,7.97674,12.7628,4.41675,3.57812,3.39449,9.72624,4.65004,1.86086,7.81175,5.95547,3.04776
"33",0,4.43327,1.17709,-0.44431,-0.24689,-2.52484,-1.11392,-0.8354,0.08431,-1.07849,-3.42772,-1.19344,-5.76035,0.17261,-4.14099,3.09365,2.09984,1.03856,1.07677,4.5133
"34",0,0.63353,-1.01183,-0.94908,3.94393,2.26276,1.29693,2.40583,-0.80669,2.88889,3.13727,1.54024,2.19186,0.76508,2.04665,-0.85438,1.56102,4.30512,3.01835,4.32825
"35",0,2.16136,-3.34726,1.44233,-0.66479,3.07529,4.7285,0.08644,2.37561,4.50286,-3.64786,1.46482,3.93309,1.66548,0.19569,1.40185,-1.9782,1.78586,6.58715,-0.84845
"36",0,2.19262,2.20704,1.02407,2.66476,0.42826,0.66853,2.88934,3.19734,4.29634,-0.19092,4.26737,0.70741,1.97219,2.37602,1.06996,4.41948,2.15341,4.40761,1.50374
