"V1","V2","V3","V4","V5"
"1",0,-1.47576,-1.49761,4.71615,0.00666999999999995
"2",0,2.97034,11.75219,7.40893,8.05929
"3",0,-4.71277,-2.53634,-2.57915,-5.47687
"4",0,-0.62905,4.50239,2.76406,0.72103
"5",0,4.8146,-3.56455,2.1076,2.9429
"6",0,2.7139,-6.467,-7.78054,-8.9451
"7",0,-5.21944,-6.28744,-6.1554,-4.1031
"8",0,-2.45729,-5.9945,2.72525,-8.51917
"9",0,4.6214,1.32722,3.88857,1.02904
"10",0,-1.51175,-3.82439,0.9657,-2.01517
"11",0,-4.98337,-0.91868,-3.2812,-3.67159
"12",0,6.77456,-4.83638,1.1551,4.61476
"13",0,-1.40146,2.18685,-4.74182,-5.51628
"14",0,-0.59089,0.82729,3.62577,1.57303
"15",0,1.58212,0.20995,8.39221,3.39513
"16",0,-2.59159,-3.23144,-3.0422,-3.82912
"17",0,-1.40653,-0.09591,2.67132,-1.57991
"18",0,3.95825,9.78075,4.56659,4.62259
"19",0,-1.06113,-4.42891,1.43029,6.89395
"20",0,3.26473,5.6834,5.29273,-3.125
"21",0,-7.18238,4.57106,7.24531,6.06529
"22",0,2.12746,-7.19361,-6.69527,-0.30644
"23",0,1.34867,-0.4362,0.25005,0.57315
"24",0,-0.60179,1.90505,-1.28401,-4.27869
"25",0,0.61277,1.63265,3.35242,-2.33519
"26",0,-1.14341,3.42038,-6.7435,-9.87434
"27",0,5.10405,6.55947,5.81891,7.57345
"28",0,-7.31608,-4.51759,1.46524,-2.3384
"29",0,5.74706,2.6195,-1.25017,3.01174
"30",0,-0.38572,-1.55607,-1.59228,-0.28286
"31",0,0.55838,1.95382,-2.16116,-6.65309
"32",0,0.33276,-3.94927,-0.83353,-1.00265
"33",0,-3.63108,-0.21345,-2.58312,-4.09801
"34",0,1.21849,-0.87032,9.34399,1.08102
"35",0,1.54042,-2.67389,-3.2166,-7.3415
"36",0,2.55007,-6.59158,-3.94402,-1.16837
"37",0,5.89845,9.76492,3.81273,4.6544
"38",0,-4.03654,2.52284,-5.50031,-6.2558
"39",0,2.6296,-0.92551,0.44127,-0.97391
"40",0,4.76172,6.83402,0.79945,1.8303
"41",0,3.21794,3.29445,-3.35749,3.56832
"42",0,-4.81171,-11.99757,-6.81878,-12.89563
"43",0,-0.59171,0.77436,-5.3245,-1.17578
"44",0,-4.20605,-2.81578,-4.64878,0.13061
"45",0,-3.08455,-3.6772,-0.37258,-5.96727
"46",0,5.10028,1.58269,1.88763,-1.4985
"47",0,-0.31531,2.58544,-0.35272,1.09753
"48",0,-3.78872,2.94983,-0.86006,0.47075
"49",0,7.48691,0.0903800000000001,-0.5584,3.40722
"50",0,0.46519,-3.54189,0.99606,-3.12584
"51",0,-1.06733,-8.83433,1.60324,-0.00367999999999991
"52",0,7.48404,-1.65931,-3.24847,0.81514
"53",0,2.9551,-3.67895,8.44146,-1.01472
"54",0,8.09482,4.6044,8.92302,2.30397
"55",0,-1.30935,1.166,-2.77418,-0.34289
"56",0,0.3755,-5.70189,0.35931,-3.82522
"57",0,3.99557,5.74108,0.78391,1.71194
"58",0,1.2311,-0.18168,-3.12237,1.71174
"59",0,3.38634,-3.25065,2.40875,3.78947
"60",0,-4.25204,6.60268,7.40143,-2.54113
"61",0,-1.54392,1.36809,5.91201,6.37764
"62",0,0.46943,7.60669,5.52241,3.2258
"63",0,1.79717,-2.4515,2.41181,-0.87942
"64",0,-7.65133,1.17319,-2.93522,-1.3534
"65",0,-6.14444,-12.24898,-10.53557,-13.84477
"66",0,3.97833,1.94144,2.70348,4.73672
"67",0,-1.16651,-0.52549,-0.66239,-3.40872
"68",0,-9.04777,-5.10218,-4.23233,-1.48408
"69",0,6.29362,4.51506,10.94938,4.01709
"70",0,0.3668,0.2227,-3.44029,1.7409
"71",0,-7.48431,1.37728,-1.24178,-1.75205
"72",0,3.71021,-0.96445,-0.83731,-0.26283
"73",0,0.41509,0.77876,1.58224,-0.59345
"74",0,10.1256,8.40136,4.27415,8.37316
"75",0,-6.68601,-5.82216,5.01479,0.68936
"76",0,12.82869,11.59637,5.72268,3.25267
"77",0,0.28704,3.81938,-1.48213,6.90537
"78",0,4.32192,3.38186,2.31461,-2.1894
"79",0,-0.26542,1.98541,-1.80672,0.40619
"80",0,-5.49306,5.05767,1.75547,0.24994
"81",0,-4.13909,-6.45447,-0.80725,-2.81694
"82",0,-6.61895,0.58151,-3.82532,-1.97593
"83",0,0.35069,1.90129,-1.69432,-3.65579
"84",0,3.47557,-1.52733,-2.7365,-2.09224
"85",0,3.8383,0.85157,5.04491,3.62458
"86",0,-6.36807,-4.12226,0.57368,-7.10998
"87",0,0.15778,-3.35237,1.42851,-3.08839
"88",0,0.92503,0.42154,4.27544,-3.50705
"89",0,2.08698,4.32176,2.38055,1.91019
"90",0,-3.77955,-0.34445,-2.07974,-2.78371
