"V1","V2","V3","V4","V5"
"1",0,10.7582,-0.38958,-7.11154,-3.16233
"2",0,-2.99221,-1.87447,0.05477,-2.54449
"3",0,1.60274,-0.93997,2.91612,-1.71523
"4",0,2.51147,1.28215,6.20607,2.66408
"5",0,-5.06095,-4.02039,-1.79408,-1.32955
"6",0,-3.82057,2.29907,1.80515,-0.35629
"7",0,1.52083,3.91557,3.56558,6.80231
"8",0,4.46016,2.33003,-2.15884,-0.26533
"9",0,-3.67682,-4.2214,-2.97542,2.55317
"10",0,5.31691,-4.68184,1.47166,4.7054
"11",0,-4.70892,-7.22708,-5.15754,-5.74702
"12",0,2.29815,-1.41663,-0.11259,-4.48005
"13",0,4.22244,5.62464,6.97678,6.18225
"14",0,-2.24304,2.83898,-0.45045,-7.51492
"15",0,-12.74751,-5.54552,-12.80033,-6.80071
"16",0,-6.77289,-6.52763,-17.72779,-8.36337
"17",0,-8.33562,-7.81155,-11.65937,-10.24148
"18",0,-7.39445,-4.2697,-1.19501,-4.26005
"19",0,5.44046,-1.62534,2.5943,4.56284
"20",0,12.01586,5.67462,2.62582,4.21655
"21",0,7.73057,10.72254,1.47712,9.09801
"22",0,-0.72966,5.30953,-4.07582,-3.44138
"23",0,3.10396,0.98484,-1.05364,-1.62297
"24",0,-7.17815,3.01498,-3.09716,-0.53916
"25",0,-3.76195,-6.65609,-3.948,-2.28485
"26",0,3.03905,4.0896,1.84625,5.9893
"27",0,4.58707,0.75797,-1.11189,3.74194
"28",0,-3.88769,-3.31946,-0.63196,3.39094
"29",0,6.18412,1.68221,1.96193,0.59147
"30",0,2.52498,0.07591,-3.41399,0.30253
"31",0,-7.7921,1.41705,-4.73082,-2.79994
"32",0,8.0874,8.9756,4.89181,5.97072
"33",0,2.72043,7.92168,1.45361,3.97281
"34",0,-4.76064,-1.96339,-3.40101,-3.61782
"35",0,5.36103,5.87089,5.62962,-7.65688
"36",0,-10.07575,-7.06196,-6.66199,-7.12349
"37",0,2.13016,0.67321,-0.61634,-0.85044
"38",0,3.41216,0.0860999999999998,0.92176,0.85267
"39",0,4.51218,5.92161,3.4039,9.95732
"40",0,1.23313,-3.73269,3.16141,-2.01853
"41",0,1.8566,8.95743,4.42305,5.43501
"42",0,4.44922,2.70022,6.26461,2.80905
"43",0,0.68292,2.56359,-1.89639,0.71806
"44",0,-8.6431,-1.29087,-2.82709,-0.18456
"45",0,4.08376,-1.15042,-1.48157,1.33506
"46",0,0.67572,0.79522,-1.96558,3.81468
"47",0,-2.93364,0.41419,-2.73064,-1.38982
"48",0,-5.25439,2.72657,3.45213,-0.29832
"49",0,-5.62849,4.3971,-0.0718500000000001,-0.31106
"50",0,-1.49731,1.12359,-1.00213,3.1966
"51",0,6.1732,6.76278,-0.3785,2.94494
"52",0,-0.00523000000000007,0.12765,2.7682,1.85757
"53",0,-4.98126,-0.403,3.86686,2.68109
"54",0,2.59903,3.10188,5.5251,2.94127
"55",0,2.4452,-3.31608,-1.11036,-2.32517
"56",0,-1.26338,5.00567,-0.37065,0.84753
"57",0,-6.47917,-2.92497,-4.51831,-0.72249
"58",0,-1.38729,-0.64473,0.2461,-6.0889
"59",0,0.1812,-3.56731,3.07835,-8.33176
"60",0,3.72704,9.20185,3.45016,-1.7404
"61",0,0.99273,-3.57793,3.04557,0.16895
"62",0,2.72631,-0.41054,-1.33021,-4.71313
"63",0,4.65876,7.69695,4.00613,0.0713699999999999
"64",0,-1.11882,-6.97108,-5.83111,0.5518
"65",0,2.01633,5.06862,2.41802,-0.0764199999999997
"66",0,0.53143,2.72775,1.0101,4.82276
"67",0,-2.99563,-3.75984,-1.36451,-3.17388
"68",0,2.51651,8.25941,6.35889,5.69813
"69",0,2.64901,6.95041,9.19506,2.79499
"70",0,-8.45503,-6.27685,-0.75971,-6.82687
"71",0,0.38084,1.02914,5.0914,-1.44123
"72",0,-3.53498,5.16978,2.91072,0.92673
"73",0,8.5015,-0.18918,4.16178,-2.07433
"74",0,1.00665,10.1995,7.44887,8.12577
"75",0,3.59206,7.05057,2.69586,7.07085
"76",0,0.61809,1.87081,7.7201,-2.45364
"77",0,4.93117,5.21577,1.78143,-1.64243
"78",0,-4.27205,-5.91963,-4.13955,4.77996
"79",0,-0.54703,-5.59262,6.51556,3.94112
"80",0,-3.74549,-0.15859,-2.64084,-0.19707
"81",0,6.25612,3.573,1.73241,3.53658
"82",0,-6.26784,1.00155,-2.45709,-4.36716
"83",0,0.16988,3.68351,3.59663,0.60723
"84",0,-1.84586,-1.34854,-4.19468,1.21873
"85",0,-2.04403,3.07607,7.89285,6.5718
"86",0,-0.60686,-0.62646,1.38356,-8.55768
"87",0,2.0515,5.36549,6.42606,11.04444
"88",0,1.36051,-3.96601,-2.08275,3.69508
"89",0,-4.91316,4.8588,-5.64436,-1.76718
"90",0,-1.63707,5.7182,-2.36174,0.0333600000000001
