"V1","V2","V3","V4","V5"
"1",0,4.51572,6.31813,2.13968,4.0976
"2",0,2.96587,6.40284,5.76208,-0.5238
"3",0,-6.32734,-7.40299,-2.75716,-3.79651
"4",0,-4.21767,2.40585,2.2583,-0.83981
"5",0,-5.42195,-4.83379,-4.80997,-7.55663
"6",0,2.53294,-0.30895,-1.0358,-0.68347
"7",0,-0.55393,1.38123,3.20311,1.93978
"8",0,3.41685,2.17753,1.7856,2.32148
"9",0,1.22898,-7.16197,-2.82996,-0.85427
"10",0,-2.67075,-2.04387,0.22605,-3.44409
"11",0,-0.33487,-4.63524,2.18682,-5.47096
"12",0,3.2901,1.03581,3.84968,7.92464
"13",0,-3.66102,1.11976,3.35375,-5.32215
"14",0,-3.38947,-4.38256,-2.3815,0.6179
"15",0,1.02445,0.39772,0.1371,5.62556
"16",0,1.18827,-1.53095,-5.19219,0.64747
"17",0,-6.26439,-3.18926,-8.04089,-2.39949
"18",0,-3.71963,-3.92098,-5.39581,-7.10242
"19",0,-4.14459,-7.01425,-1.98571,-2.58415
"20",0,-0.0313700000000001,-1.13609,-0.29396,-4.84601
"21",0,1.30248,-1.81166,1.70403,-2.95336
"22",0,2.49202,0.45648,3.14639,2.96899
"23",0,4.03331,-2.03544,2.80709,2.7417
"24",0,-2.739,-2.75511,1.36659,4.55624
"25",0,-5.09174,-6.61155,4.85779,-1.08469
"26",0,-5.1612,-5.22611,-9.25463,-8.59683
"27",0,-1.01978,-1.18106,0.91992,-3.17734
"28",0,5.98047,2.77911,1.58141,2.54926
"29",0,5.84815,4.4679,8.96946,2.65266
"30",0,1.7834,-4.00757,-0.32663,-2.79023
"31",0,9.89919,7.3248,5.76757,5.07368
"32",0,4.82237,0.93569,-1.20792,-2.62355
"33",0,0.42616,2.00683,-3.82007,-2.73845
"34",0,1.34325,3.6324,-0.36963,6.1105
"35",0,0.74485,0.36448,-2.19704,-4.59222
"36",0,0.12879,-4.92255,-2.01647,-6.35988
"37",0,2.31421,5.59747,5.9699,3.92584
"38",0,6.4266,3.58981,4.7091,1.72436
"39",0,6.24229,3.68776,0.54739,-1.79166
"40",0,5.24354,-0.19544,0.75071,4.52727
"41",0,-10.18412,-2.58555,0.0752700000000002,-5.10646
"42",0,-6.85301,-4.32678,-4.28806,-4.66333
"43",0,3.7949,5.16287,1.79324,-1.2896
"44",0,4.62577,2.057,-4.08358,-3.17966
"45",0,-0.0632999999999999,4.92102,5.61089,-4.55481
"46",0,-1.60241,2.94943,0.5693,3.46378
"47",0,-0.5748,4.07522,0.30448,3.49801
"48",0,-4.53123,-6.92717,-7.66401,-3.65475
"49",0,-3.95516,-3.47137,-2.01347,-8.96001
"50",0,1.01897,0.89883,1.34887,-4.62455
"51",0,-4.42322,1.14026,-1.17834,-2.57205
"52",0,6.44307,5.85051,-3.36612,4.39881
"53",0,7.81523,2.82835,0.48884,-1.20341
"54",0,-2.06968,0.17514,1.03443,-2.77326
"55",0,-2.33244,-0.31511,4.58771,3.12501
"56",0,0.46025,-0.6088,1.75892,4.23986
"57",0,-1.80617,-1.62448,-2.17028,-2.77594
"58",0,-7.36967,-4.88491,-5.10756,-2.29812
"59",0,3.55954,-3.40692,-2.47728,0.0591199999999998
"60",0,4.3489,5.04518,5.14564,11.34889
"61",0,0.81436,0.0497799999999999,-2.07937,-3.79225
"62",0,2.26108,-2.65012,2.33144,-0.56311
"63",0,1.90054,1.71857,0.90753,-0.3721
"64",0,8.52656,6.19375,3.98565,8.36125
"65",0,3.6751,11.38503,4.78808,0.9195
"66",0,-0.51301,-3.42262,-2.24033,-2.60233
"67",0,2.6254,7.38931,6.49477,6.86141
"68",0,-2.05848,-6.87049,-1.97032,-2.00138
"69",0,3.70475,-4.24394,-5.4607,-1.12604
"70",0,-3.6367,-2.94696,2.44049,-2.53169
"71",0,-1.92437,-0.0358999999999998,0.89694,-3.90154
"72",0,-0.14778,-2.40381,4.73869,1.24279
"73",0,-0.70404,-3.34243,-4.39687,-1.19771
"74",0,-10.7845,-2.56922,-1.59434,-1.49712
"75",0,-8.63731,-5.7944,-3.13762,-4.25619
"76",0,-8.59842,-4.93811,-4.91326,-7.71728
"77",0,-9.14113,-8.92175,-3.66951,-10.18001
"78",0,9.29318,9.91219,11.33883,5.73915
"79",0,-6.00453,-3.43335,-4.9436,-5.51785
"80",0,-3.2836,3.72595,0.75258,1.6227
"81",0,4.05818,0.80456,1.734,2.87936
"82",0,-3.33606,0.83605,-2.46327,-4.0997
"83",0,-3.49209,-0.97235,-7.13562,3.80245
"84",0,0.52734,3.73762,0.59517,1.15443
"85",0,-6.6866,-3.83857,-4.75915,-8.74686
"86",0,1.48333,-5.84623,-7.0004,-6.02819
"87",0,-5.82774,-9.1697,-5.11254,-5.38427
"88",0,-11.32323,-2.48797,-9.31379,1.8156
"89",0,-2.43125,-0.31293,-1.57347,2.55291
"90",0,-7.54921,-7.95279,-2.41066,-5.93887
