"V1","V2","V3","V4","V5"
"1",0,4.71926,3.05011,-6.15216,1.80767
"2",0,11.07152,6.51315,9.55858,5.12985
"3",0,-3.52749,-0.0904999999999998,-3.47749,-3.07557
"4",0,-2.94256,-4.43225,-6.17209,-5.6691
"5",0,1.03216,1.80797,6.75207,2.83215
"6",0,1.35391,3.30679,4.13683,0.10582
"7",0,6.06434,2.61012,4.81206,0.95567
"8",0,-5.29549,-0.823939999999999,-0.12217,-2.77435
"9",0,-0.35181,3.03544,3.766,4.27949
"10",0,2.37553,-1.66432,2.9602,1.07261
"11",0,-0.02123,-2.03361,-0.05798,-1.75692
"12",0,1.61083,-3.48591,1.2575,-4.607
"13",0,0.95431,-8.4271,-5.41958,1.19961
"14",0,-4.50183,-9.71718,-8.87461,-5.85367
"15",0,-0.9465,6.31389,1.68085,10.47178
"16",0,0.24615,-3.2508,-1.62438,7.17377
"17",0,-1.74254,0.50257,1.81069,-4.78124
"18",0,0.16219,1.3756,-1.28464,4.31972
"19",0,5.86211,3.07637,-1.86034,0.87484
"20",0,-1.37343,-0.93402,0.62836,1.39411
"21",0,5.61286,-9.71008,-2.38323,-3.4241
"22",0,-5.17294,-5.54642,-9.92326,-3.06726
"23",0,-0.68318,-2.26248,3.774,-3.6292
"24",0,0.21771,-5.14313,-6.37664,-7.6301
"25",0,-1.65931,-3.48573,4.12925,-2.59231
"26",0,-0.53038,4.71162,-3.85425,-0.61676
"27",0,5.68932,1.96562,-4.05445,-3.48812
"28",0,16.49809,8.68107,12.15304,12.69233
"29",0,-8.56791,-4.12687,-3.36075,1.77147
"30",0,4.12399,5.03214,6.58553,2.91884
"31",0,1.66493,5.48168,4.02689,-0.18628
"32",0,9.9415,3.70673,6.89449,0.34948
"33",0,-6.79469,-3.14633,-8.25094,-1.26461
"34",0,5.96051,2.75799,6.57261,9.83111
"35",0,-3.15335,-3.17192,1.32733,-1.9144
"36",0,-1.85822,-7.69134,1.61276,-1.56219
"37",0,2.08989,-1.32174,4.35008,3.61735
"38",0,6.0338,-0.40459,-2.29778,0.85386
"39",0,1.79173,3.31402,7.66366,7.46953
"40",0,2.9593,9.70883,6.84521,8.04533
"41",0,-0.6245,-5.18844,0.5487,-2.25937
"42",0,3.3059,-3.96908,0.71699,-1.50064
"43",0,0.77617,6.34568,4.95981,-3.10585
"44",0,0.11557,3.54765,2.75666,4.83201
"45",0,-0.85857,-3.20768,-2.38272,-0.7467
"46",0,3.60171,6.42722,-1.61021,0.85927
"47",0,-4.60657,-3.6313,-3.41941,-2.30444
"48",0,4.02299,2.98277,-1.4036,2.70986
"49",0,0.15269,-4.36626,2.91717,7.81179
"50",0,-2.62962,2.52155,0.96162,-8.99411
"51",0,-7.94428,-4.28419,-1.02723,-2.01921
"52",0,-9.88569,-6.60532,-9.52574,-3.82009
"53",0,1.10832,3.64483,-3.15473,-3.95181
"54",0,-4.48282,-4.63958,-6.14928,-8.95004
"55",0,2.12063,7.42696,5.37418,-5.13619
"56",0,-1.88635,-9.18034,-3.03244,-1.18983
"57",0,-1.66317,3.30162,-1.41224,2.47714
"58",0,4.06794,10.29084,7.77297,7.48756
"59",0,-1.79134,-5.55667,-2.06128,-0.4712
"60",0,5.66596,-4.73951,-0.72404,-0.28905
"61",0,-4.05325,2.30096,-3.72556,-5.91279
"62",0,1.45967,2.52902,3.28957,0.13167
"63",0,0.47876,2.83583,-5.67323,-2.9129
"64",0,7.01979,6.02324,4.78306,-1.23016
"65",0,4.7268,5.5942,3.98847,6.18899
"66",0,9.33628,4.84847,-2.26824,2.77634
"67",0,-5.52513,0.35617,4.80328,3.47685
"68",0,0.68297,-0.0566300000000002,-3.32002,1.61372
"69",0,-1.14204,2.56747,-2.40185,-2.8875
"70",0,6.21386,1.96511,-6.34303,2.63802
"71",0,3.80734,0.52046,0.0348900000000001,-0.02467
"72",0,0.15382,0.57178,-2.80026,2.0601
"73",0,-0.79475,-3.38138,-1.14783,-5.24822
"74",0,0.06641,-2.44555,1.84002,1.63485
"75",0,0.745649999999999,-5.0955,-1.18534,3.01176
"76",0,-4.71894,-5.71013,-2.48574,-0.44724
"77",0,-7.39378,3.67429,-6.85409,-6.50248
"78",0,-0.8979,-3.5519,-1.77438,-0.36327
"79",0,2.10617,0.65856,0.31545,1.37368
"80",0,-0.55829,2.21243,-0.26929,-1.07994
"81",0,4.83499,-0.93863,2.69926,-4.10033
"82",0,0.28234,3.48264,-2.5458,7.86948
"83",0,-3.39097,-2.20107,-2.31894,-3.64852
"84",0,-4.50409,-1.52473,-9.32855,2.39403
"85",0,1.68111,2.83551,-3.78875,3.88088
"86",0,-0.93757,3.97394,5.14846,1.37843
"87",0,-5.38638,-1.29886,5.1893,-1.54956
"88",0,0.4512,-0.64114,2.58125,-2.72518
"89",0,5.55916,-2.97014,-0.83327,1.15374
"90",0,1.08163,0.84803,3.26412,7.13927
