"V1","V2","V3","V4","V5"
"1",0,6.64018,3.98943,5.67602,0.42853
"2",0,4.11038,2.36655,7.41992,6.61326
"3",0,-4.44103,-5.66581,-3.59787,-4.57937
"4",0,1.80174,-1.08746,2.50551,0.63109
"5",0,3.27827,1.23913,0.0223100000000001,7.47498
"6",0,0.85632,-0.0569199999999999,-1.46467,-7.64125
"7",0,-11.94167,-9.01804,-9.74012,-7.37267
"8",0,-6.66848,-0.59499,-0.5356,-0.16833
"9",0,-3.78848,-3.12378,-1.73573,-6.40031
"10",0,4.11852,0.01267,3.84321,5.45625
"11",0,1.43333,8.05901,1.18692,3.19842
"12",0,-10.35121,-5.28469,-3.99768,-2.02579
"13",0,-3.81698,-2.32986,-6.84631,-4.49908
"14",0,-0.23428,-2.24458,2.64027,1.51889
"15",0,-5.09685,-5.07171,-4.96992,-8.27351
"16",0,5.32756,6.39957,-0.6075,8.32307
"17",0,4.41114,1.99947,6.07901,-0.23429
"18",0,11.42829,1.07129,2.27955,2.92837
"19",0,9.8164,9.74478,6.05859,1.87761
"20",0,3.89199,8.56803,0.20954,1.35968
"21",0,0.04909,0.4811,-1.52045,1.02972
"22",0,2.57225,6.3117,5.54701,4.43632
"23",0,-0.71213,-1.84184,-1.72382,-6.42187
"24",0,-4.37847,-1.81771,-6.15418,-5.13926
"25",0,2.18352,3.27912,0.97637,-0.0684800000000001
"26",0,8.79374,7.19747,4.71218,6.93812
"27",0,-3.06947,-1.87442,-6.16341,-3.02581
"28",0,-3.98605,-2.44418,1.5312,1.36157
"29",0,0.50257,-0.83355,-2.98035,-0.43238
"30",0,5.19633,9.1987,-2.8766,5.12288
"31",0,-0.32412,4.62523,-0.90972,1.58386
"32",0,0.26921,-4.12099,-0.80007,-4.68462
"33",0,-0.14847,0.85533,4.42301,7.14303
"34",0,-9.37523,-1.19602,-2.8669,-2.13683
"35",0,-0.18474,2.58873,7.09158,6.06553
"36",0,1.48384,-0.88916,3.3754,-2.36717
"37",0,-11.07855,-8.97956,-10.0268,-11.04895
"38",0,-1.82178,-2.17739,-3.20084,2.19415
"39",0,6.09485,5.43984,2.1036,2.81777
"40",0,3.11841,4.53398,8.40778,-1.39809
"41",0,-12.66671,-4.3154,-0.23641,-4.67917
"42",0,-2.94776,-0.5698,-4.0496,-2.60602
"43",0,-4.85535,-5.41441,-2.80504,-7.85174
"44",0,-10.4886,-6.04426,-5.90038,-10.37797
"45",0,-2.14947,-0.69039,-0.91912,2.26002
"46",0,-4.78437,-3.83294,-3.51484,-2.67403
"47",0,11.28305,7.88992,6.02982,6.38196
"48",0,-2.73675,-3.36455,0.13497,-5.30519
"49",0,6.34755,3.29459,8.81395,8.53934
"50",0,1.2275,-4.59329,-4.27335,-4.93088
"51",0,-6.79131,-1.62874,-4.26885,-2.71153
"52",0,1.49733,-0.68067,-0.60759,-3.02613
"53",0,4.46295,4.85972,1.55305,5.96575
"54",0,1.08713,0.77966,-4.85794,-4.21697
"55",0,-0.12576,-1.05409,0.9168,-1.91884
"56",0,-4.93559,-5.71083,-2.32899,1.93268
"57",0,-1.40986,5.77343,5.45519,-0.12621
"58",0,0.92091,4.88624,-2.79638,-4.49551
"59",0,6.43592,5.90111,-0.06205,2.8437
"60",0,-5.61827,-7.51283,-0.32433,-4.11067
"61",0,-6.05269,-1.5808,1.34014,-3.78477
"62",0,1.39438,-3.28772,-5.51277,-2.42991
"63",0,-6.4375,-7.86396,-5.4676,-7.64865
"64",0,6.57473,2.72212,1.80828,-1.85462
"65",0,1.89148,2.87059,2.01841,0.36199
"66",0,-7.02206,-6.36412,-2.93949,-1.54791
"67",0,-3.01442,-7.34939,-1.84483,0.74662
"68",0,-10.93596,-4.77357,2.82145,3.67188
"69",0,7.63564,5.56782,1.64992,-2.56588
"70",0,6.016,3.2183,3.64028,-0.79308
"71",0,1.38278,-4.06775,3.18236,0.16533
"72",0,-5.87211,-10.76372,-5.62935,-4.60522
"73",0,0.30761,-0.76136,8.03056,-0.66964
"74",0,-2.80102,-5.62147,1.81733,-1.29437
"75",0,0.45242,-0.1073,1.19643,-1.91335
"76",0,0.87306,2.35318,-3.94921,7.11953
"77",0,-4.59998,0.0141000000000004,-5.00458,-2.73903
"78",0,0.78467,4.21389,0.72367,5.50725
"79",0,-4.18596,1.66354,1.05697,4.78854
"80",0,-4.75508,-14.32807,-6.51892,-6.30033
"81",0,-9.89358,2.94375,-1.29853,-4.35834
"82",0,-1.97127,-3.49853,-0.04864,-2.49006
"83",0,3.33276,5.65801,-1.35807,4.38305
"84",0,1.83022,2.99021,1.82603,-0.0767500000000001
"85",0,8.34516,10.27826,7.54632,4.14407
"86",0,4.0496,1.9972,6.8385,6.85496
"87",0,0.6146,-3.91277,-0.83231,-2.66465
"88",0,-7.01929,-8.47245,-6.07871,-6.59678
"89",0,3.24315,-0.36335,0.82775,4.72546
"90",0,-4.72592,-6.79497,-6.29583,-2.34071
"91",0,11.79805,0.63905,3.41414,6.6991
"92",0,1.46167,0.65028,2.66418,3.49054
"93",0,-7.35312,-0.27343,-5.43853,-7.23274
"94",0,-1.81063,4.19322,-0.78576,0.60505
"95",0,2.54449,-2.02383,-2.34914,-4.13873
"96",0,-1.32414,-0.88409,0.48209,-2.87709
"97",0,-4.52242,-0.83949,-4.43837,-7.01007
"98",0,-1.21889,0.57473,-7.47501,1.78085
"99",0,7.17704,0.15124,4.93368,2.70281
"100",0,3.25429,0.66467,9.69531,6.81514
"101",0,-1.57328,-6.412,1.32213,1.28902
"102",0,-6.63983,5.68129,-0.72063,6.08112
"103",0,-0.0710999999999999,1.25028,-3.62294,-6.32961
"104",0,0.30553,-1.89561,-3.87158,-3.55096
"105",0,-1.32803,-1.81265,-0.44485,0.43224
"106",0,-0.41854,-5.36924,-1.18241,-5.49387
