3,10,8
12,15,30
3,5,3
5,7,48
14,18,43
3,17,32
6,15,16
9,15,121
NA,NA,NA
NA,NA,NA
8,12,16
NA,NA,NA
NA,NA,NA
4,13,29
NA,NA,NA
NA,NA,NA
6,11,13
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,19,22
9,17,132
9,14,64
14,15,25
3,5,37
3,5,4
7,11,60
NA,NA,NA
3,15,36
NA,NA,NA
2,7,5
11,16,72
16,20,91
4,5,20
2,8,6
11,20,27
6,15,89
10,17,103
10,14,122
2,9,7
10,18,23
NA,NA,NA
3,14,12
NA,NA,NA
4,17,32
11,15,30
8,9,12
4,10,41
14,19,101
2,5,3
NA,NA,NA
2,5,3
NA,NA,NA
6,12,87
NA,NA,NA
5,15,47
18,20,33
NA,NA,NA
NA,NA,NA
2,18,16
NA,NA,NA
3,10,25
7,16,105
2,7,22
NA,NA,NA
4,8,39
NA,NA,NA
NA,NA,NA
13,17,37
3,19,77
10,16,67
10,16,52
3,7,5
4,8,8
NA,NA,NA
NA,NA,NA
6,15,47
2,16,14
4,9,24
7,13,15
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,17,15
6,7,25
8,15,19
4,6,36
NA,NA,NA
NA,NA,NA
8,11,15
17,20,48
7,13,102
2,5,3
NA,NA,NA
3,7,22
NA,NA,NA
4,12,27
9,18,68
