"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,4.46318,5.12375,0.34924,8.22372,7.18667,3.67117,1.99934,3.47587,-0.0113000000000003,-1.81723,3.57234,6.12327,0.516189999999999,5.45457,-0.83141,2.47512,8.79084,-1.1824,4.34621
"2",0,3.148,-3.6006,-7.93147,-5.82848,-7.42916,0.75597,-4.63373,-5.65969,-2.75944,-3.78473,-5.36668,-9.30605,-2.11344,-1.33196,-6.31622,-3.94717,-5.32137,-0.41672,-1.96729
"3",0,0.58417,2.52055,3.73977,5.80155,7.18303,3.91143,0.15471,-0.0629099999999996,0.91975,2.35455,4.41908,11.68604,-0.411309999999999,0.43285,4.14344,8.31392,1.98873,0.52297,2.3477
"4",0,-1.75934,-2.02728,-5.93334,-6.72169,-4.20645,-6.68897,-1.29776,-3.23382,-8.35776,1.60076,-5.00136,-6.17426,-0.99545,-3.33493,-3.27209,-1.55074,0.15669,-2.21169,-7.44413
"5",0,2.07739,4.99299,-4.34319,-1.99633,-0.2151,3.46921,-3.68571,-2.69163,1.52081,-3.39877,3.43851,-1.577,0.10151,-0.77062,0.10225,-0.46025,4.9662,-1.25474,4.045
"6",0,-3.06974,0.0581299999999998,-1.71488,-0.46753,-1.22239,-8.51804,-2.043,-9.56532,0.47532,0.56392,1.25974,-3.97338,0.55601,-1.90271,-0.72068,0.28595,-2.49049,-5.96887,-5.32155
"7",0,5.50865,5.11658,-1.10162,1.28278,2.00774,2.44734,4.57873,3.15707,-1.38859,1.19828,8.5364,5.13169,-3.77613,4.32967,-0.45673,4.02206,3.25186,3.60312,0.98603
"8",0,6.81805,1.03091,-4.33669,1.34204,2.91742,-0.94697,0.88557,2.35332,2.19972,-3.54932,5.50841,7.33379,-1.74881,4.48076,-1.21515,0.16857,4.26181,1.0738,4.87322
"9",0,13.65469,10.90664,12.41375,4.75305,13.74748,4.93945,11.49157,10.38815,9.03546,1.42444,8.01332,9.68025,7.41049,6.63793,3.89325,2.17418,17.69447,10.9257,10.03346
"10",0,-3.36544,1.09007,0.69489,2.86003,-1.81143,2.26492,-1.3503,-4.09234,-0.73758,2.28621,-2.68822,2.27636,3.35047,-1.62142,0.26487,0.97764,-4.94176,-1.43009,-2.07136
