NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,8,29
3,13,23
NA,NA,NA
2,14,12
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,10,58
NA,NA,NA
NA,NA,NA
2,11,9
NA,NA,NA
3,15,25
NA,NA,NA
4,11,32
7,15,63
2,6,4
NA,NA,NA
3,5,15
NA,NA,NA
2,8,6
NA,NA,NA
4,12,33
2,5,3
5,12,43
NA,NA,NA
NA,NA,NA
NA,NA,NA
5,8,39
3,5,15
NA,NA,NA
NA,NA,NA
5,7,38
5,12,43
NA,NA,NA
2,12,10
3,4,14
NA,NA,NA
4,13,34
NA,NA,NA
7,15,63
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,4,2
10,11,77
12,15,88
NA,NA,NA
NA,NA,NA
7,12,60
2,7,5
NA,NA,NA
4,14,35
3,5,15
2,3,1
3,15,25
5,7,38
3,14,24
3,6,16
4,14,35
7,9,57
7,8,56
4,12,33
NA,NA,NA
5,11,42
2,11,9
NA,NA,NA
2,13,11
NA,NA,NA
2,7,5
3,8,18
11,14,84
NA,NA,NA
NA,NA,NA
2,13,11
NA,NA,NA
2,4,2
4,9,30
NA,NA,NA
10,12,78
3,6,16
NA,NA,NA
12,13,86
2,11,9
6,11,51
NA,NA,NA
4,6,27
6,7,47
5,11,42
3,10,20
7,10,58
3,12,22
13,14,89
2,6,4
3,14,24
