NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,8,29
3,13,23
NA,NA,NA
2,14,12
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,10,35
NA,NA,NA
NA,NA,NA
7,14,27
NA,NA,NA
11,13,20
NA,NA,NA
6,13,14
7,15,37
2,6,4
NA,NA,NA
3,5,38
NA,NA,NA
2,8,18
NA,NA,NA
4,12,35
4,5,4
5,12,45
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,8,21
3,5,15
NA,NA,NA
NA,NA,NA
5,7,7
12,13,23
NA,NA,NA
2,12,10
4,5,5
NA,NA,NA
4,13,23
NA,NA,NA
7,15,70
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2,4,2
10,11,32
12,15,62
NA,NA,NA
NA,NA,NA
7,12,36
2,7,5
NA,NA,NA
4,14,24
3,5,15
2,3,1
3,15,36
5,7,38
3,14,24
3,6,26
4,14,26
7,9,19
7,8,50
4,12,11
NA,NA,NA
12,15,34
2,11,9
NA,NA,NA
2,13,11
NA,NA,NA
4,8,7
10,11,16
11,14,51
NA,NA,NA
NA,NA,NA
2,13,11
NA,NA,NA
2,4,2
4,9,50
NA,NA,NA
10,12,17
3,6,16
NA,NA,NA
13,14,23
2,11,9
6,11,25
NA,NA,NA
4,6,38
6,7,29
9,13,48
3,10,9
12,13,21
5,13,13
13,14,44
2,6,4
7,9,11
