"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,-2.9258,-5.73655,-3.4666,-6.96888,-3.93743,-4.26286,-0.68548,3.65099,3.6721,2.44354,3.06506,-2.35368,5.26033,-3.8566
"2",0,0.66662,0.61074,-0.95665,-1.77556,-2.35271,1.72359,1.32437,2.55507,3.21751,-3.17586,1.84326,4.79629,-0.38897,1.54321
"3",0,6.38999,7.07601,12.35553,7.04494,7.73582,2.99149,1.16899,1.14934,-0.67721,5.58868,5.49782,2.36281,4.36289,6.78675
"4",0,3.07419,-1.24267,2.46619,4.32425,-0.80434,0.97523,1.12627,6.35085,6.38433,-2.18563,6.56315,4.05645,3.02858,3.72065
"5",0,-1.73205,1.9835,0.53088,3.65042,4.49583,2.65467,2.99802,0.5621,4.32459,7.52498,0.68214,1.90795,1.52947,5.11386
"6",0,0.44797,2.54589,-4.44407,2.05005,-1.89378,7.63308,6.8337,4.802,2.60473,-1.53791,2.64133,3.36162,4.71209,3.50456
"7",0,4.79362,-0.54868,-0.23179,-0.0757400000000001,0.76268,0.95176,-5.58168,2.80096,-4.78263,2.09955,1.8084,-4.93288,-4.5378,-1.87297
"8",0,-0.91648,-1.48124,-5.17294,-4.55862,-0.24556,-2.45644,1.55755,3.05724,-2.63631,-1.98941,0.10008,3.67981,-2.34287,2.85752
"9",0,1.43072,2.38513,3.25698,2.1889,-1.07242,2.79391,3.71637,5.22934,0.30024,1.70085,3.59358,2.47114,3.41911,2.61075
"10",0,7.34891,5.67835,2.32716,-0.88882,3.06128,7.3317,8.21523,6.76726,4.66587,6.09503,8.65142,4.55293,8.8915,0.263929999999999
"11",0,3.73178,7.02498,6.3609,2.94127,10.16273,7.79315,6.63282,4.26235,3.37487,3.85034,7.21601,8.22963,5.22034,5.95
"12",0,-4.05006,-0.66983,-1.71863,-1.11479,1.39398,-0.7508,-2.70862,0.13177,3.34786,-7.23671,-3.74995,-1.34807,-2.46285,-3.57815
"13",0,-2.59416,-6.07021,3.86685,0.87692,-1.27088,-3.6797,-4.79563,1.63806,1.99931,6.16383,2.57083,-3.09604,1.00657,-0.93818
