"V1","V2","V3","V4","V5"
"1",0,-3.06323,-4.09574,-2.72417,0.35658
"2",0,0.6839,2.22334,1.75889,0.6884
"3",0,1.85056,10.24287,5.02167,0.91693
"4",0,-2.62108,-3.15282,-12.86319,-2.6676
"5",0,-0.36727,-1.01913,-1.27324,-1.08616
"6",0,-2.50405,1.10266,4.932,5.72833
"7",0,-0.0482099999999999,5.75397,-0.9595,-0.42763
"8",0,-6.47808,-7.55813,-3.66935,-7.1607
"9",0,1.41369,-0.64927,-6.80731,1.06616
"10",0,-4.74575,-9.29198,-4.63877,-2.56065
"11",0,8.41463,-0.53991,3.03815,4.88306
"12",0,2.79107,0.86085,-3.93233,-1.68457
"13",0,2.38865,0.8381,-0.37006,-1.40928
"14",0,-5.48849,0.96554,-4.09502,-8.75449
"15",0,-1.47949,-1.42368,-3.18727,-2.59103
"16",0,-4.908,-2.88566,3.36769,1.12642
"17",0,-2.59398,-2.69067,2.37886,-4.58549
"18",0,-3.57295,-6.26346,-2.27148,-6.06469
"19",0,7.06259,-1.90937,1.20573,4.54612
"20",0,-7.12298,7.84072,-4.30482,-3.57777
"21",0,-1.8467,0.99585,-2.97938,0.28758
"22",0,0.15174,11.34399,8.53394,6.02994
"23",0,-2.39506,-3.60344,-0.99609,-8.21797
"24",0,-11.39876,-6.11876,-8.23405,-8.96802
"25",0,-4.39261,-3.2213,-5.91267,-0.2041
"26",0,-4.82589,-0.43639,5.00085,-1.94811
"27",0,-1.71175,1.51531,-1.97558,8.59681
"28",0,4.01076,-2.80056,3.55986,1.65314
"29",0,6.50878,1.95417,4.00192,4.17425
"30",0,1.48936,-1.75317,0.18908,5.11814
"31",0,-0.38226,2.39939,-2.31883,-1.98205
"32",0,5.60068,-1.71169,-1.08739,5.74139
"33",0,5.59975,3.38031,8.68418,7.5382
"34",0,1.09874,-1.04313,-5.8264,-1.84592
"35",0,1.75019,-4.22351,-2.64388,0.60347
"36",0,1.59938,-0.67713,-0.92504,-7.18949
"37",0,-1.4753,0.79162,1.02239,1.56542
"38",0,-1.52575,-0.6147,3.49954,0.18347
"39",0,1.65525,5.79939,2.57283,5.04976
"40",0,2.01365,1.69765,-3.75691,-1.93141
"41",0,-2.09166,2.4145,-0.0933800000000001,-0.15515
"42",0,1.79841,-4.68284,7.72653,6.37025
"43",0,-6.47137,2.20332,-3.4906,-2.77259
"44",0,10.28899,8.07034,9.01379,8.33093
"45",0,6.34509,0.719399999999999,4.7035,3.096
"46",0,0.24641,-4.49538,-2.65669,-6.44544
"47",0,-2.6995,-4.77613,-5.11298,2.09429
"48",0,-3.95013,-6.84921,-5.95713,-6.27316
"49",0,-7.17263,-3.55787,2.20481,0.29808
"50",0,-0.75174,-3.59688,-4.86413,-2.18832
"51",0,-4.13238,-2.35204,-5.50334,-11.25525
"52",0,-1.1447,-3.60087,2.38421,4.35659
"53",0,-6.23379,-1.08822,-4.30046,1.94277
"54",0,-1.04724,5.55658,-5.02163,3.12847
"55",0,3.18826,5.23078,-0.41945,3.48077
"56",0,2.35639,1.798,-3.53192,1.39162
"57",0,-6.47147,0.81247,-0.55832,-4.54109
"58",0,14.51146,7.72717,1.42056,2.29897
"59",0,3.53923,8.35097,3.56452,3.48307
"60",0,2.11969,-0.16693,-3.55416,-0.15972
