"V1","V2","V3","V4","V5"
"1",0,-2.70709,0.94049,0.6806,-3.10022
"2",0,-0.01744,-2.76144,3.72063,1.91014
"3",0,-0.27503,10.83572,1.66293,5.75573
"4",0,2.11096,0.10083,2.5422,-0.16258
"5",0,-5.65434,0.38537,-1.7868,-0.928979999999999
"6",0,-4.35713,-0.33224,-5.88709,-4.48902
"7",0,-1.99774,-5.77116,-1.48031,-2.22545
"8",0,1.82771,3.22037,2.08653,-2.60534
"9",0,4.31276,-1.22648,-0.34412,1.58617
"10",0,-1.90939,1.37289,5.35146,0.43401
"11",0,3.27282,-0.31746,5.38456,-3.39124
"12",0,-1.18097,1.07588,-5.86234,-10.81265
"13",0,-5.58065,-8.79494,6.54879,-0.18822
"14",0,2.4829,2.16218,2.07093,1.65513
"15",0,5.5492,-0.45264,2.49527,1.04263
"16",0,-5.09224,-2.07534,-0.99078,-3.35092
"17",0,0.60898,-3.25624,-8.49487,-1.91527
"18",0,1.34066,3.23206,1.3285,3.14436
"19",0,-6.05024,-5.40081,-3.53729,-7.18792
"20",0,-1.1422,-4.25731,-2.92285,4.03952
"21",0,-1.23067,1.32028,2.21843,-1.54417
"22",0,4.85302,6.15203,6.22325,4.70848
"23",0,4.62499,2.2653,-5.03582,-0.96872
"24",0,-1.93931,1.93178,5.74006,0.07279
"25",0,0.54246,-1.95389,-4.2194,-5.35834
"26",0,5.62304,7.12169,1.58919,7.61255
"27",0,-5.68184,-10.04926,-4.22903,-12.39499
"28",0,-3.78136,2.45078,4.92472,2.14438
"29",0,-2.89697,3.40443,2.6834,-2.50359
"30",0,-1.61584,3.68009,-1.44744,-4.45905
"31",0,-5.03816,-6.50419,-1.0284,-10.97435
"32",0,0.2392,0.7585,-2.0616,1.81893
"33",0,1.71978,-2.70698,-2.29092,4.85836
"34",0,3.28871,3.84862,2.49139,-1.09569
"35",0,-0.909,-2.00159,1.8302,4.24206
"36",0,0.62433,-3.33601,-0.69643,1.17276
"37",0,1.87603,-0.12475,1.0596,-0.87048
"38",0,3.45965,4.73035,-0.94591,3.33482
"39",0,0.57506,-1.14615,0.18693,-3.96683
"40",0,3.47463,-0.0215500000000001,0.64073,0.44837
"41",0,-2.21842,-2.91833,-5.51905,-4.28838
"42",0,3.53437,3.67532,7.60128,-0.26132
"43",0,6.78853,5.83768,2.41965,3.24212
"44",0,-1.34849,-4.08535,-3.86006,-4.6958
"45",0,1.61195,0.59493,5.86615,3.93287
"46",0,-15.20788,-10.74222,-13.6882,-12.15752
"47",0,-0.78792,5.85428,5.85238,4.52734
"48",0,-1.72384,-1.45265,3.5999,1.38957
"49",0,5.22084,-2.49867,5.2229,4.62682
"50",0,-2.78704,-5.59596,1.2116,1.3855
"51",0,-5.82354,-7.91657,-3.93506,-1.87685
"52",0,7.71479,1.44694,-1.48655,2.92434
"53",0,-4.53652,-10.69569,-6.97902,-8.69122
"54",0,-5.17016,-5.12731,1.72806,-3.89497
"55",0,-2.89562,-1.51745,-3.24562,2.40754
"56",0,-1.91684,-4.16171,-1.79245,-3.31693
"57",0,-2.46502,1.90112,-3.66887,1.8127
"58",0,9.16331,1.01305,5.73382,0.46608
"59",0,0.60944,1.71127,1.7654,1.3711
"60",0,-1.33669,1.71227,1.99176,1.56212
