"V1","V2","V3","V4","V5"
"1",0,-2.50262,6.04223,0.26284,-0.90221
"2",0,-1.29146,-1.65139,-4.71536,2.35694
"3",0,5.41879,5.7362,1.96739,5.62479
"4",0,-2.16646,-1.61815,-3.21426,-2.69853
"5",0,-10.619,-9.38586,-10.1746,-10.98826
"6",0,-6.55242,-1.81437,-4.1047,-6.027
"7",0,0.42533,-0.91359,-5.35341,2.48725
"8",0,8.04444,7.6721,5.1799,0.96999
"9",0,-7.06011,-0.6847,-1.4795,2.58024
"10",0,3.95203,2.71917,6.65722,6.45533
"11",0,-0.0672799999999998,-4.7642,-5.50954,-2.0659
"12",0,-0.24627,0.94321,-6.1882,-2.09586
"13",0,1.87486,5.42556,2.54216,0.29135
"14",0,0.49889,-1.31422,-1.39728,-4.86931
"15",0,0.63772,5.46458,10.82806,4.66956
"16",0,3.88356,-5.44764,1.21295,-2.90267
"17",0,3.70262,3.6723,1.88023,12.8586
"18",0,-3.32829,0.15741,-4.03469,-7.4992
"19",0,4.25066,6.67494,-1.11286,4.00855
"20",0,-2.04439,1.59035,-3.1123,-0.32274
"21",0,-2.54937,2.43053,1.51458,-0.96306
"22",0,-3.09343,0.11093,-2.758,-4.95211
"23",0,4.83065,5.80908,2.78878,4.12156
"24",0,-4.97871,-3.16974,1.23709,0.42869
"25",0,11.48747,0.30977,-3.284,4.54908
"26",0,4.18598,7.43137,-0.46677,-1.76799
"27",0,3.02084,4.15658,-2.34195,3.36793
"28",0,5.13846,2.68522,-2.65598,8.39934
"29",0,-4.76841,4.21158,0.57637,-0.56071
"30",0,-1.09216,1.91513,-5.48661,9.09561
"31",0,-6.24297,-5.31481,-4.46979,-6.14261
"32",0,4.22865,3.2555,6.1274,8.64472
"33",0,-5.27359,-2.28167,-0.44304,-0.23728
"34",0,0.74313,-5.80139,-1.21085,3.39403
"35",0,6.25562,8.94153,11.36542,4.48415
"36",0,-3.30628,0.82111,-1.77237,-2.17981
"37",0,-0.664,4.99157,3.21284,3.42589
"38",0,-2.00222,0.10694,-6.16356,-1.05107
"39",0,-6.0832,-6.111,-4.94282,5.79591
"40",0,-4.2668,-2.91125,0.1344,0.72626
"41",0,3.99043,2.29974,-2.47809,0.50077
"42",0,1.28901,0.82158,8.62631,2.47948
"43",0,-2.64542,-4.61487,1.83155,-3.8074
"44",0,-2.18474,-0.96619,-1.88747,-4.49451
"45",0,1.10878,1.01599,2.45134,-3.09952
"46",0,5.65496,6.14221,6.41993,-1.75824
"47",0,1.74979,2.57121,0.75328,3.80554
"48",0,-2.97752,-0.55865,4.2962,-6.37854
"49",0,3.14377,2.85543,3.89758,5.25053
"50",0,-4.49335,-4.25732,5.29023,0.4904
"51",0,4.78856,4.86598,7.22421,3.5167
"52",0,3.6724,-1.02837,3.53105,-3.73488
"53",0,-6.16863,-7.92771,1.79902,1.74911
"54",0,3.10452,7.05971,8.44548,4.05165
"55",0,-4.04772,-2.43204,-2.58287,-4.981
"56",0,-10.98862,-0.63374,-7.14912,-7.62951
"57",0,-2.5736,-1.1679,-5.78821,-1.35526
"58",0,4.26352,8.24425,2.39519,6.04441
"59",0,-2.53416,-7.96224,-6.38196,-9.9551
"60",0,1.29573,-2.99906,3.0916,-1.03474
