"V1","V2","V3","V4","V5"
"1",0,-1.73815,5.60023,-9.47864,-1.31883
"2",0,4.44532,2.1676,5.4729,4.50916
"3",0,-4.67765,0.0118199999999999,-0.61675,3.26789
"4",0,0.0914299999999999,-0.62527,-4.10016,-0.1863
"5",0,1.19852,4.15165,1.92493,-0.2888
"6",0,-7.27854,0.49225,0.45693,-1.93189
"7",0,3.82278,-5.50778,2.68116,-2.12759
"8",0,-1.88208,6.55316,-3.47184,7.3445
"9",0,6.00403,3.45964,10.08601,5.15469
"10",0,3.16649,-6.02971,-2.09695,-2.41965
"11",0,-5.15239,0.0463899999999997,-6.12634,-2.92923
"12",0,3.18403,-7.24402,-3.10083,-1.90596
"13",0,-0.34657,-5.16114,-5.10012,3.37553
"14",0,-5.23208,-8.13389,-8.96943,-4.84044
"15",0,-2.99992,2.83123,-2.08495,2.27312
"16",0,3.18338,-3.07395,7.05451,1.60428
"17",0,-14.2823,-7.617,-7.39402,-10.1498
"18",0,1.79118,-0.78345,-3.7946,0.24267
"19",0,-3.77878,1.72918,-0.8359,-5.28401
"20",0,1.39076,3.36943,-1.98203,5.2554
"21",0,8.50065,1.83692,2.87987,-2.40863
"22",0,-6.19258,-5.22713,-8.19321,-2.03249
"23",0,-6.42613,-8.86208,-2.05153,-5.83146
"24",0,3.36489,3.27062,6.37521,-4.65063
"25",0,4.70895,4.66453,2.42723,4.05135
"26",0,8.48192,3.43972,5.42463,3.11267
"27",0,-5.76287,-1.19534,-1.4478,-0.53217
"28",0,-8.85746,-0.99022,-1.66705,-4.5669
"29",0,-1.15635,1.16284,-0.85666,0.84344
"30",0,-4.39454,0.81853,-10.04372,-4.91127
"31",0,3.15652,4.08432,7.29097,5.98816
"32",0,5.11785,3.15608,0.85949,5.61374
"33",0,6.53761,0.27805,3.07862,1.34421
"34",0,1.09331,-5.49697,-5.78396,-0.80793
"35",0,1.05173,3.01899,4.33361,-3.81304
"36",0,-3.87596,0.04037,5.29488,3.15395
"37",0,-1.58135,-3.67068,-14.73192,-1.79164
"38",0,-9.05738,-3.95753,-10.85028,-5.87965
"39",0,-8.97707,-5.17942,-3.09963,-4.08201
"40",0,10.283,4.5804,12.28078,11.70653
"41",0,3.22772,-5.71396,-5.46444,-0.35945
"42",0,0.89154,-0.80678,9.80557,4.74957
"43",0,-10.67375,-4.73992,-2.50276,3.29998
"44",0,-4.50697,-8.35431,-0.55349,-6.24189
"45",0,-3.00277,-4.09892,-7.2116,-2.4055
"46",0,9.47813,7.52899,6.30355,6.13141
"47",0,15.16023,9.60192,10.44165,7.19775
"48",0,-6.24755,-1.96885,-4.12218,-2.68618
"49",0,-1.38544,-7.18682,-3.35122,-1.92489
"50",0,-4.92845,-5.64887,-4.48033,1.21549
"51",0,0.72316,3.53634,0.66737,3.52857
"52",0,4.2752,4.31819,4.9436,3.53829
"53",0,-1.4974,-6.16754,-1.70158,1.87549
"54",0,2.58572,5.33574,0.17713,0.71154
"55",0,8.70971,7.08525,9.16731,4.89041
"56",0,-0.18508,-6.27457,2.15102,-5.81409
"57",0,3.38164,3.97205,3.64791,0.02777
"58",0,-1.16821,3.56255,-2.68785,-2.60839
"59",0,-1.90817,3.39995,-1.50218,7.30584
"60",0,5.06643,4.16808,3.45612,5.89907
