"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,2.49479,6.80069,0.63645,0.12381,0.75339,-0.60564,-1.03692,-3.98158,6.54234
"2",0,1.44404,2.9878,-0.98581,3.41837,-1.96587,4.8508,-0.28215,-1.91885,-4.08315
"3",0,1.84772,6.6695,0.58166,0.31522,3.07079,1.1496,4.67761,3.63166,3.18519
"4",0,2.4651,-4.08253,-6.83138,-5.10509,-7.29308,-4.09637,-5.52806,-2.05574,-8.48673
"5",0,2.36041,1.252,4.96636,5.52329,5.31392,9.92807,4.10053,4.52312,1.37414
"6",0,0.63631,6.16899,-7.47676,2.65645,0.42185,5.5751,-1.20293,0.6084,3.24475
"7",0,-5.55824,-0.46038,2.54961,-2.53615,-1.27653,-4.75094,2.34269,-2.69311,-2.14143
"8",0,-8.70332,-0.62065,-10.54993,-8.74444,-7.5216,-3.43458,-4.14175,-7.09005,-0.00858000000000025
"9",0,-8.58358,-5.66478,-11.34942,-6.30203,-7.95538,-4.07647,-11.95654,-7.82299,-6.74712
"10",0,-4.85539,-0.38138,-7.8702,-5.56727,-10.0065,-0.99783,-5.33713,-1.97527,-3.29935
"11",0,-2.60357,2.99403,-2.89548,-7.53075,-6.0598,-1.66546,-4.44248,-0.01023,3.57109
"12",0,-1.37851,-0.09354,-4.97997,1.38351,-0.26349,-1.22588,-4.21015,3.40811,0.23882
"13",0,5.05575,-4.60952,-7.0512,0.96749,0.37136,4.72062,-0.76953,1.05125,0.05975
"14",0,2.00583,-0.70396,3.03116,0.0410700000000004,7.7401,5.29397,1.07086,3.1327,-1.85916
"15",0,-0.1416,-9.47844,-1.4119,-5.04152,-5.46682,3.08944,-7.86773,-4.34615,-7.55586
"16",0,-2.15399,-4.58505,-2.46366,-0.24237,-1.01194,-5.80488,-1.3253,-4.26116,0.51445
"17",0,0.76473,1.42837,-0.30332,-2.59377,-6.67644,5.56151,5.86874,-0.60862,2.38089
"18",0,-8.54332,-7.31146,-7.72528,-4.80522,-10.12815,-1.91803,-2.75022,-5.53334,-3.47198
"19",0,-3.24696,1.66563,0.169,-3.35469,-1.43101,-2.83278,1.69286,-0.12096,1.02694
"20",0,-2.99877,2.24449,-6.12697,-3.22935,0.36897,-1.90567,1.84319,-0.43434,-1.02365
"21",0,-1.67238,-5.3455,-7.43283,-4.97755,-15.04598,-5.42909,-5.1469,-6.334,-0.45037
"22",0,-4.81768,-1.04028,0.78672,-3.93829,-4.67121,-6.60854,-0.22493,-7.02902,-8.04724
"23",0,1.16452,5.60974,-0.48987,-0.9905,-4.62845,-5.6452,-5.62483,-5.67517,1.72948
"24",0,5.42979,2.42543,-8.81182,3.06353,4.10085,4.3397,0.8677,2.39265,1.47321
"25",0,-0.12155,-3.71992,-7.41805,-5.92945,-2.33241,0.45465,2.64026,1.40129,-8.69894
"26",0,-3.04301,-2.96756,-0.40274,-7.39707,-3.72841,-2.70811,-3.60907,-7.10078,-2.48686
"27",0,9.12152,4.54727,11.35736,7.9955,8.4369,7.12516,8.38035,13.99053,7.15721
"28",0,4.49482,0.73577,0.77822,4.72109,3.5024,-5.62556,-0.34862,-4.47212,-0.55517
"29",0,-1.25256,-0.18808,1.64599,1.49751,-6.77559,-6.25954,-4.70909,-2.23892,-4.54579
"30",0,-2.14236,-4.47174,2.07025,1.5409,-1.93367,6.98657,3.97886,3.92555,9.41912
