"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,-1.83405,-1.25102,-0.39425,0.16405,-7.1234,-2.03274,2.966,0.58501,4.06874
"2",0,-8.99764,-11.10745,-9.34135,-1.54874,-5.64886,-4.99833,-8.39228,-8.35951,-8.30337
"3",0,0.26566,-1.88164,7.12984,1.82103,2.30651,-0.60765,2.83583,5.13747,5.59983
"4",0,1.22391,4.01274,0.49848,-4.57244,-1.97869,2.10443,7.47349,1.74303,7.37476
"5",0,-3.33474,-1.81614,-0.34193,-7.02669,-1.51913,0.84523,0.00124999999999997,7.03111,1.81671
"6",0,-1.25995,3.88809,-0.57411,4.73,0.32174,-0.16521,3.08074,6.15752,-0.23579
"7",0,-6.16163,-6.84901,-13.78384,-7.21712,-9.07078,-7.83829,-10.28358,-11.86572,-9.91936
"8",0,4.51869,-4.03602,-0.15602,-0.28442,-0.52844,1.30463,2.21635,-1.10777,-4.31256
"9",0,-0.55617,0.07077,-2.46794,-2.38084,-1.12467,-0.36,1.64396,0.95174,-1.02873
"10",0,2.63018,4.24672,-1.48162,-0.6066,0.11596,-1.54452,3.17265,-1.20999,4.50365
"11",0,-3.55652,-0.18562,-4.14016,1.727,0.54527,-1.3544,1.11319,6.6209,1.48021
"12",0,4.95118,3.61323,6.79903,7.7459,1.48498,1.8606,1.05099,2.78437,-2.67598
"13",0,5.24823,5.49411,2.18438,3.80772,4.06831,5.01672,1.10201,3.44234,4.27113
"14",0,0.22633,-3.2331,1.64459,5.88664,1.74663,-5.91984,-2.25411,-2.28931,-1.48044
"15",0,2.16656,5.75018,10.11296,6.90524,-0.54903,6.01109,-4.04972,8.65629,1.85087
"16",0,0.59339,-8.674,-2.11793,1.86591,-1.15081,6.04148,0.23322,-0.83521,2.01005
"17",0,-7.03059,-3.51419,-3.43032,5.0797,-1.38292,3.23297,-3.05908,-3.44802,0.9512
"18",0,-3.68114,1.66488,-4.95332,2.20992,0.23946,-4.50087,1.4173,1.98434,-6.69638
"19",0,-5.97827,-3.55931,-2.80001,-7.56018,0.89998,-4.25046,4.88505,-7.56869,-8.69856
"20",0,-4.5208,-6.78239,5.33039,6.33679,3.13036,-2.66146,-3.05722,-1.64791,-3.74236
"21",0,-3.7807,0.03904,1.32013,-6.98223,-4.65459,-6.40181,0.51388,-0.81577,-0.25719
"22",0,2.57615,-0.0466300000000001,-3.56824,2.53462,6.97637,0.75792,0.59568,5.54777,7.88957
"23",0,-1.02709,-3.90329,-1.76523,0.81838,-3.39185,-3.50627,-2.54587,-7.15154,-4.75644
"24",0,1.48479,4.20974,2.77425,3.25369,4.52646,-3.62581,0.54197,0.60104,-0.69624
"25",0,0.6954,2.89303,9.67509,4.44207,2.06236,8.52594,-0.601349999999999,5.2832,6.44555
"26",0,-6.91236,0.73447,-0.0315300000000001,-6.2421,-0.47781,-3.6626,-2.54049,-5.58947,0.87212
"27",0,-0.62657,2.60043,5.11934,1.28309,2.08757,1.34059,2.87932,-0.97172,5.57275
"28",0,3.69287,-0.26485,1.5354,-1.41434,1.00287,-4.28972,1.55997,2.10878,1.21522
"29",0,-4.14783,-1.21286,-4.28012,-5.58749,-9.88434,-5.86937,-0.63457,-2.83444,0.14708
"30",0,-4.41905,-5.37103,-0.22503,-5.96242,-0.25935,-4.9943,-0.99431,-6.8365,-6.03029
