2,4,2
2,4,2
2,3,1
NA,NA,NA
NA,NA,NA
2,5,3
2,3,1
3,4,2
2,4,9
3,9,7
9,10,29
2,5,3
2,6,4
NA,NA,NA
4,8,7
2,8,6
6,8,9
3,4,9
6,10,12
3,8,6
5,10,17
5,8,19
NA,NA,NA
2,3,1
2,4,2
NA,NA,NA
4,8,7
2,7,5
2,7,5
NA,NA,NA
4,7,6
2,4,2
9,10,25
2,7,5
3,8,7
2,5,3
4,7,6
3,5,17
2,3,1
3,6,11
6,9,16
2,4,2
NA,NA,NA
2,4,2
2,7,5
NA,NA,NA
NA,NA,NA
2,9,14
4,6,17
NA,NA,NA
4,5,4
NA,NA,NA
3,7,12
5,6,7
2,3,1
3,8,6
4,10,9
4,7,23
5,7,14
2,5,3
5,8,24
5,7,13
2,10,8
NA,NA,NA
5,9,15
6,10,25
4,5,4
NA,NA,NA
2,3,1
NA,NA,NA
3,5,10
2,3,1
2,5,3
8,10,14
7,8,11
2,7,5
7,9,12
NA,NA,NA
2,4,2
2,7,5
2,9,7
5,7,7
2,3,1
2,6,4
3,6,4
3,4,2
2,8,6
3,8,6
4,9,8
7,9,17
NA,NA,NA
4,6,5
2,5,3
NA,NA,NA
4,7,21
3,5,10
2,3,1
2,5,3
6,7,9
2,4,2
