"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,-0.3661,4.28843,1.13301,-0.45874,-3.49513,1.92958,0.70734,4.28085,0.59334
"2",0,4.72439,0.40614,1.53164,1.44265,-1.40546,0.22929,1.4038,-3.47226,3.70603
"3",0,2.22356,-0.05641,1.9167,-2.95064,-3.10848,5.3661,-0.13149,-2.20036,1.22383
"4",0,-6.71339,-1.73536,2.22546,-3.08101,-4.08665,-4.19045,-3.1928,-1.94139,-10.37262
"5",0,2.51308,-3.41544,5.00892,-1.96402,0.78063,-2.09918,-0.14083,-0.47038,-4.60671
"6",0,-1.1288,0.89648,3.3459,1.72249,4.71021,-3.61178,-1.42952,1.95339,-9.72064
"7",0,-2.36105,-7.03969,-1.59391,-9.05547,-1.96964,-8.3284,-5.22371,-0.2065,-6.73272
"8",0,-0.2814,3.98929,-1.45338,2.34629,-6.70693,-4.76463,0.31553,-0.62146,-4.13218
"9",0,-2.1315,-3.8033,-4.72622,-4.55777,-1.61501,8.43678,-0.88015,-4.94464,3.75365
"10",0,11.24072,11.59664,14.52541,6.45691,9.47008,14.46352,6.89321,7.16171,11.36999
"11",0,1.58677,3.3874,6.05644,1.71535,-2.13816,-0.50136,0.27771,-2.39139,0.60621
"12",0,2.03488,2.7779,1.83359,-0.59096,2.85311,3.93214,-0.88091,1.02837,13.01265
"13",0,-2.96075,12.22851,8.14081,3.79696,0.43862,2.26088,2.91222,1.43915,4.57965
"14",0,7.49228,5.16582,6.74304,9.26531,7.97324,6.40304,8.82331,2.5803,8.18735
"15",0,-2.22265,0.11325,4.27016,2.58176,3.7315,-1.8071,2.4028,2.59135,1.465
"16",0,-0.78103,-0.2778,-3.32074,-0.88726,-0.13912,3.31422,-2.80723,-6.0363,0.29293
"17",0,3.33122,-1.4455,2.35402,4.64798,0.63097,3.94296,1.07446,1.07841,-6.72233
"18",0,-4.02747,0.84527,-5.87961,-9.66934,-1.22146,-2.60828,-3.67278,-3.0312,-0.70855
"19",0,0.27647,1.46677,-3.12297,2.12439,-0.90723,-1.26099,-2.38729,-3.7705,0.44213
"20",0,-5.78542,4.20573,-1.32022,-1.31942,1.35277,-1.93565,-3.66156,8.49603,2.3418
"21",0,3.2955,11.68553,10.36986,4.77298,11.42283,6.36007,5.0797,8.50761,7.85833
"22",0,1.69753,9.28113,4.49107,7.82605,2.53017,0.75313,9.31027,9.97394,8.14193
"23",0,0.04606,-1.01499,0.66309,0.20805,-0.55248,-2.7501,-1.77635,-0.37289,1.86081
"24",0,-2.3858,-0.71277,0.94584,-1.90746,1.63858,-3.55941,-5.09557,-0.63441,2.56119
"25",0,-0.70756,-0.80026,-1.81473,-5.9087,-7.73854,-0.0893300000000004,-6.75327,-4.74396,-7.62265
"26",0,-8.77507,0.43579,-8.44837,-2.09172,-3.45424,2.63577,-0.99029,-3.21092,-3.7919
"27",0,1.1042,9.05513,1.14407,5.51589,2.35881,3.86036,2.08088,9.4193,7.15108
"28",0,0.63093,1.71004,-1.43342,3.3963,-3.57069,4.73266,3.22233,-2.47422,-0.80847
"29",0,-1.25086,-1.21826,-2.58595,-1.52488,-4.94308,3.07393,-5.86717,-8.65681,-1.64398
"30",0,-4.52279,-7.31273,0.12892,-0.64092,-1.91951,-1.43952,-1.47183,0.19772,0.66734
"31",0,7.02766,0.64184,4.29628,5.08762,1.97874,0.18256,4.44519,0.41472,-1.34048
"32",0,-2.13875,-9.22576,-2.82274,-5.56295,-4.39306,-5.10126,-12.97526,-4.10342,-7.79555
"33",0,4.81294,-1.9272,0.64717,4.98478,-1.53187,-1.48566,5.62147,3.26484,-2.33867
"34",0,-6.39129,-8.03187,-2.56336,2.90473,-2.4118,-6.89634,-5.2952,-2.01876,-14.9902
"35",0,0.0061199999999999,-0.58158,2.39094,2.3418,4.2941,1.07221,0.96247,1.75982,-1.2441
"36",0,0.0694999999999997,-8.94391,-6.67415,-3.10106,-4.9128,2.38875,-0.28587,-9.52848,1.61758
"37",0,-6.01963,-8.38259,-0.78024,-1.55395,-1.69203,-2.90811,1.66515,-4.01718,-4.4667
"38",0,4.62389,5.19311,0.51797,4.57,5.84476,-0.69562,5.20782,-4.04618,9.26629
"39",0,0.32122,-4.06818,-5.05036,-3.68733,-4.96332,-1.43613,5.46462,2.08386,-2.86174
"40",0,-2.30449,-1.35706,-1.93049,-4.43894,2.8079,-5.82626,-6.22789,-3.14609,1.07219
"41",0,-4.96199,-8.446,-6.8641,-8.43705,-6.43411,-9.42908,0.64827,-6.29293,-7.32483
"42",0,1.4335,0.0663900000000002,5.5069,-3.54842,2.7271,-1.5751,5.14976,10.78797,1.09662
"43",0,3.7872,5.94118,0.37657,4.74777,-1.00011,4.53584,-0.22003,1.69159,6.41474
"44",0,5.45975,-0.00466999999999995,7.26689,12.24008,5.42057,5.84866,9.05001,6.00998,5.48424
"45",0,-5.96275,-1.01508,1.61674,-3.24663,3.19328,-1.13497,-1.30514,3.76445,-0.18652
"46",0,-9.78525,-11.20241,-4.2212,-1.99319,-4.2241,-9.64702,-3.24147,-4.46152,-3.79781
"47",0,-2.00077,3.63028,-0.31226,-1.54565,-2.29392,-9.03452,-4.27437,-1.77519,-4.85431
"48",0,-0.15023,-0.11493,-0.81385,-0.98048,-3.33476,1.34475,1.85975,1.9994,4.5863
"49",0,-2.56954,2.26262,-3.97168,-12.89914,-0.22767,-5.08422,-1.81139,-0.56402,-7.87483
"50",0,-5.17005,-8.99187,-7.70398,-5.05175,-3.36675,-0.0998999999999999,-3.7653,2.73146,-12.00376
"51",0,-5.42578,-0.79216,-1.90764,2.89646,-5.3034,-0.79225,-4.75246,-4.06496,-4.81198
"52",0,-1.57725,-8.34064,-1.11011,-0.25686,-9.81887,-5.46588,2.70867,-9.11136,1.69528
"53",0,-3.14104,-3.68482,-6.5552,-4.74746,-5.15394,-7.00638,-3.08555,0.58733,-3.24507
"54",0,-6.16011,2.16407,-6.45271,-10.39217,-2.37439,-1.84061,3.91858,-3.63892,1.59258
"55",0,10.55963,10.57488,14.80664,9.09421,8.17362,9.6916,8.46298,8.98795,9.72142
"56",0,-1.27029,-5.05322,-2.25229,-0.6208,-2.10619,-2.86072,5.06654,2.28199,-2.43643
"57",0,-3.02445,-4.19994,-1.87341,3.31699,-3.81226,-1.06415,-0.43977,3.16955,-3.27108
"58",0,2.86426,-4.23699,-2.31985,-1.64014,-5.02727,0.89993,-6.90615,-1.98224,2.81436
"59",0,1.76441,-1.73498,-0.26355,0.27886,5.94995,1.68396,1.67103,-1.65771,1.47556
"60",0,8.66024,3.91716,7.91138,6.31382,3.40999,3.67056,-2.5399,1.91376,2.04268
"61",0,2.56254,2.62078,2.31971,1.16993,-0.31742,0.97033,-1.00687,-0.1486,2.90586
"62",0,2.27112,7.58749,-6.1122,4.98949,-0.31242,2.67375,-0.27982,-4.14598,0.32612
"63",0,-2.15882,-6.74865,-1.00839,-2.48267,4.604,-4.67452,-8.04636,-0.17264,-5.73646
"64",0,-4.74388,1.42683,-3.74629,2.00638,-0.1338,1.0965,-0.40405,4.80663,0.41741
"65",0,-1.23823,2.85112,0.52818,-7.72776,-9.15488,-7.91879,-5.48953,-0.8304,-4.26228
"66",0,2.65227,0.39505,-0.45247,-1.19009,-0.71592,-3.69065,-9.41562,3.58686,0.33834
