9,10,14
5,15,15
NA,NA,NA
2,7,5
6,8,10
4,5,4
4,5,5
6,8,9
3,14,12
4,13,13
7,11,13
3,7,5
2,9,7
3,7,6
7,8,10
2,8,6
3,6,4
4,9,9
9,10,14
2,4,2
6,8,9
9,10,53
NA,NA,NA
4,6,5
3,6,16
2,8,6
3,8,18
NA,NA,NA
9,10,25
2,6,4
10,11,16
5,6,37
3,5,4
7,9,34
3,4,3
2,5,3
2,13,11
3,7,5
NA,NA,NA
2,12,10
NA,NA,NA
13,14,36
2,3,1
4,11,32
2,7,5
2,8,6
3,6,21
2,10,8
8,10,14
3,6,5
7,8,11
3,13,11
2,3,1
3,6,4
8,11,14
2,13,11
2,7,5
2,11,9
2,4,2
2,8,6
3,5,3
NA,NA,NA
4,5,4
4,11,11
9,11,15
3,15,14
3,14,24
2,5,3
NA,NA,NA
4,5,4
2,10,8
4,14,13
6,8,9
2,4,2
6,11,13
10,14,20
2,7,5
4,8,15
NA,NA,NA
3,4,2
2,9,7
NA,NA,NA
2,4,2
2,12,10
2,4,2
4,5,4
2,6,4
2,11,9
NA,NA,NA
3,12,26
2,11,9
2,5,3
4,6,5
NA,NA,NA
4,9,9
2,13,11
6,10,23
6,11,18
3,4,3
2,6,4
