"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,2.83221,-0.6051,0.57515,-4.26122,-0.23568,1.24616,3.15985,-1.92812,-4.77895,-0.09493,-0.00197000000000003,2.41262,-2.58196,-1.19519
"2",0,-1.67371,-2.79684,4.77738,-2.29165,5.83257,-5.49382,-4.97694,-2.92649,-4.79447,-3.00157,-11.80769,-1.29727,-6.06184,-0.39867
"3",0,-2.63958,-2.2218,-4.35439,-1.63324,-2.44476,-1.31834,-8.93492,-5.31395,-1.13771,3.55882,-0.14669,-9.50655,2.33271,-5.68156
"4",0,4.39106,1.22294,-1.87888,-3.53058,-0.90979,3.76501,2.46692,0.62402,2.77996,0.33516,0.46728,1.56436,4.55655,0.97057
"5",0,9.58443,7.59244,9.10845,11.97725,14.72589,8.36507,12.07286,11.17087,11.96323,12.67148,9.47454,8.12353,8.54184,12.74998
"6",0,-1.05896,2.94237,-0.62711,-2.66167,0.18151,-2.79612,-5.2988,1.97684,-2.84284,-1.95781,-2.24607,-5.5468,-0.6222,-2.10324
"7",0,2.41578,-6.02262,4.52045,12.60702,-1.02923,1.25923,6.76628,3.79654,3.1395,-3.04644,2.06451,-1.11774,0.0724300000000002,2.21349
"8",0,0.05633,-0.35636,-6.46626,-6.06072,-5.67243,-3.5638,4.33717,-1.85795,-5.78049,-3.51291,-2.65225,-2.04299,-6.82417,-3.35762
"9",0,1.77505,4.01013,-5.32892,-2.73167,3.80556,0.71017,4.09546,5.81105,3.98042,1.55916,0.98796,-3.4012,-5.12839,0.29476
"10",0,-3.00795,-3.08199,-4.06441,-5.87987,1.43405,-0.68312,3.23695,-3.06472,1.11999,-0.2092,-2.03833,-1.86784,-4.43109,-5.94836
"11",0,-4.57122,-1.92701,1.19893,-6.67168,-7.69661,0.98568,-1.69689,-3.62704,-7.27528,1.35637,0.643060000000001,-2.63166,-9.35645,-4.89678
"12",0,-1.03036,-1.50835,-2.85191,-8.2324,-4.45564,-14.89049,-5.68253,-1.34313,-5.22886,-4.76684,0.08005,-4.48496,-1.92574,-0.19072
"13",0,-3.18413,4.82607,0.43298,0.81217,-7.24676,-3.35509,-4.84414,-10.50863,-3.77776,-0.94689,6.22129,-5.83313,3.31265,-3.46458
"14",0,1.75262,0.54835,0.69066,-2.53922,-1.68322,0.57346,2.09343,-1.34395,1.93861,-2.63369,0.47174,2.73135,-0.57166,-3.77406
"15",0,-2.22989,-9.23844,-5.9584,-3.05088,-9.23974,-9.31333,-3.71519,-8.98093,-3.08301,-4.7034,-4.12722,-7.34669,-2.69825,-4.31041
"16",0,4.30331,-0.17408,6.92282,-0.99571,-0.62529,1.82348,5.42794,1.48805,5.20256,2.46296,3.32172,2.72638,1.57995,0.0679600000000002
"17",0,0.02617,-4.27504,-4.42553,0.69007,2.35633,0.93375,-3.5535,1.32079,-5.16126,-3.14826,0.25505,0.25334,-4.20014,1.06388
"18",0,0.35735,0.82801,1.37649,0.85826,-1.57803,1.89289,3.40046,-1.7599,-4.37223,1.64281,3.47333,-1.88296,5.04743,0.80619
"19",0,-4.17869,-2.16789,-3.52426,-5.99569,-8.96471,-3.5353,-10.10135,-5.48482,0.57547,-7.62014,0.11205,-4.81105,-1.42337,-2.86734
"20",0,-3.7841,-4.84326,-2.76272,-2.78547,-0.47197,-7.77823,-5.59971,-3.88859,0.73337,-5.8858,-7.81711,-6.14075,-3.14323,-3.93095
"21",0,5.40023,8.72403,1.27357,2.51804,4.67456,5.39854,0.39642,0.86915,2.5232,3.80195,2.15702,3.87902,1.46669,1.81116
"22",0,-0.13786,1.29424,2.74935,-1.61726,-0.55173,1.72029,-2.93213,3.24007,2.01087,1.55605,3.47516,1.31913,-0.62243,-0.80194
"23",0,3.12316,2.7638,6.5878,0.574319999999999,7.9993,7.16376,8.00555,9.979,2.7935,2.3621,3.15623,8.66537,11.44713,4.21768
"24",0,-1.2561,-0.79814,0.71651,0.13134,6.76189,1.73454,-0.71139,-1.90574,-5.21152,8.76707,2.53253,7.90649,-1.83829,7.13888
"25",0,1.49785,-0.01186,0.11459,-0.0710200000000001,-0.3763,-5.12917,0.08263,1.62592,1.76569,-2.49374,-0.84541,2.26205,-0.48945,-5.83917
"26",0,-4.46847,-3.94415,-3.02785,-0.42721,-5.11454,-3.89184,-7.29822,-11.48793,0.20182,-4.23336,-5.21006,-5.82116,-2.84675,-6.60509
"27",0,-6.79258,-7.1108,6.07669,-1.65481,0.38422,-2.33371,-4.58575,-3.88694,2.42135,-1.25575,-3.8633,-2.51027,0.53971,-1.92261
"28",0,3.32087,1.18001,-7.15493,4.69764,4.81495,3.04641,2.50072,2.21375,0.45284,2.32549,9.1838,1.1727,3.41773,2.37524
"29",0,-8.32337,-2.81165,-6.29028,-1.022,-0.61596,-5.50654,-1.8962,5.92928,0.95709,3.80603,-0.19337,-3.81807,-0.29603,4.57031
"30",0,-1.84005,4.0561,2.03583,6.52917,2.13219,3.41721,3.68464,3.68262,3.7133,2.79056,1.37912,1.01023,0.15447,-1.57474
