"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,3.01241,4.46493,-0.17098,-2.07233,5.59919,-3.28772,1.87189,-1.38962,4.77493,3.57123,-1.62988,5.02751,1.5596,-0.32561
"2",0,-5.0606,-2.71116,-2.49237,-6.32096,2.79242,-3.73457,-1.44463,-2.04739,-7.19962,-4.65995,-3.38936,-3.20537,-2.42744,-3.13803
"3",0,2.3933,0.55728,5.06214,-1.1383,-3.03042,9.71295,1.61846,3.07476,1.14463,3.7113,-1.09638,-0.08555,-2.63708,1.91056
"4",0,-2.43639,-4.70475,-1.03498,-3.19361,-7.58304,-5.11225,-2.82484,-3.62496,-6.84173,-10.52123,-6.30551,-5.01706,-7.37984,-7.28977
"5",0,-1.00992,0.85222,1.0083,-1.91661,-3.64962,4.01881,0.54137,4.73005,0.17154,-0.7485,1.4489,5.0657,-3.21503,1.38498
"6",0,1.28991,1.35012,7.18866,-1.27917,0.75067,-2.47936,5.58681,1.79167,6.73739,-2.08846,-2.78233,5.45732,0.42291,2.98154
"7",0,6.55789,2.24473,-2.70369,-1.67589,3.39316,3.47538,2.47068,0.11667,0.40239,2.83159,2.79148,3.65891,5.81414,2.96617
"8",0,1.53627,0.29897,-4.34274,-3.21372,-2.49676,-6.02814,-3.35317,-5.53355,-4.42041,-2.02352,-0.95306,-0.89479,0.62543,-0.40039
"9",0,2.47785,-0.62986,7.77456,6.90406,3.84149,2.04901,2.74563,0.48946,5.57041,4.77061,5.30108,4.05928,0.5225,3.64249
"10",0,-3.2321,5.0851,-1.08796,-2.25916,1.17324,0.99037,-0.41341,2.48178,-4.12284,-2.25667,-1.81187,-5.41915,1.27405,-0.98465
"11",0,0.0926400000000001,-1.31693,0.45652,1.55816,1.29993,-3.24263,1.51625,0.42148,-2.51383,-2.46439,-1.71673,-4.98553,1.88152,0.52932
"12",0,0.91041,4.19871,2.51534,0.14599,5.17448,-1.38694,4.24729,3.58909,-1.15853,-2.16619,2.21538,6.18809,-2.42438,1.3191
"13",0,-6.77095,-6.64424,-5.81359,-9.4362,-6.1592,-3.16586,-8.87673,-9.28732,-9.08503,-6.58435,-6.52585,-5.82159,-6.28423,-8.81306
"14",0,2.98214,0.60506,-2.0634,2.58557,-6.01545,-1.5801,-0.50788,-0.97968,-0.29489,-5.0214,-1.21556,4.15379,-3.58344,4.26044
"15",0,-4.3471,-6.63699,-3.67542,-3.24073,-2.98104,-1.15128,-2.21773,-2.88765,-4.953,2.10981,-2.74939,-4.3067,4.48762,-1.64738
"16",0,0.86197,-6.77807,-3.81945,-3.66938,-9.21644,-2.1862,-2.99801,-1.12446,-4.15369,-5.2859,-3.65421,-2.22801,1.37397,-7.55165
"17",0,3.12395,1.95447,2.18798,3.06238,0.03745,4.39536,4.4132,-1.42183,0.2045,-3.27818,0.93366,-1.5266,-5.06703,-2.08873
"18",0,-2.02965,5.04596,0.3837,-0.77714,5.60375,-1.37294,0.56485,-4.50495,-2.15702,2.47296,-0.72781,0.65543,-4.99791,-2.36804
"19",0,0.0657300000000003,0.64346,-6.46805,-3.89516,2.25744,-4.20321,-2.5981,-3.68955,-3.02434,-2.83121,3.57652,2.11859,-4.03008,-1.53463
"20",0,0.94768,6.74949,-2.10403,6.89283,-0.29154,2.0703,3.74088,2.38277,4.66494,8.51293,4.64408,4.15911,2.83075,7.3834
"21",0,1.22113,-1.79169,-1.21125,-5.83337,4.25589,1.78736,-4.92416,4.52036,-1.86597,3.21702,1.6417,2.54158,-1.34829,-1.31224
"22",0,2.08229,0.64658,1.99482,-3.45782,0.89839,-0.78947,-1.1649,6.1149,1.66701,2.35246,-1.73051,-2.86792,-0.30985,-6.6583
"23",0,2.20544,-1.67691,-3.499,-3.63375,-0.40819,-6.70909,-5.68252,1.07999,3.99186,-3.14864,-5.59419,1.71532,-4.98133,-6.33564
"24",0,-2.58123,0.82683,-3.0565,-0.24388,-0.29228,-5.85085,1.90967,-5.47145,-3.21182,-1.89454,1.49094,-1.59721,-3.27121,-1.44329
"25",0,3.55995,2.35122,0.88865,4.27623,-4.73973,2.22338,0.29637,2.58606,4.97344,-7.39382,-2.10163,-2.89629,0.44506,2.94712
"26",0,-6.45971,-10.81255,-2.48286,-5.70581,-5.01735,-4.97346,-8.36549,-4.78602,-8.40141,-6.81519,0.69835,-5.97732,-6.73167,-5.13261
"27",0,2.56601,3.42954,0.63158,1.52749,-0.31209,6.44265,2.30658,1.98673,2.08137,-0.62224,0.72652,0.11883,4.2432,1.83582
"28",0,3.80663,1.83847,-0.55243,0.91226,-0.0920000000000001,-1.18752,3.75084,2.2082,3.78608,1.87053,7.98183,8.16269,1.36432,0.65806
"29",0,-5.33296,-6.55735,-3.19597,-5.60945,2.55625,-2.93539,0.718030000000001,-0.13612,4.68156,-9.60168,-4.55031,-7.46364,-1.35455,-3.61458
"30",0,2.55812,8.56179,4.58564,6.27877,5.17029,7.62702,4.51159,3.73459,2.56123,9.8983,2.99045,5.48995,1.50707,-0.16308
