"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,8.37303,2.61651,7.25287,4.42638,5.00793,5.54085,1.51367,-0.827170000000001,9.84199,-1.43803,5.24615,-0.179720000000001,5.28571,10.61684,6.61887,4.56586,7.66329,-1.27479,9.93277
"2",0,-11.13933,1.65146,0.22029,3.9077,-3.81998,-4.41305,-1.51913,-3.02246,5.44329,6.7075,-3.7548,5.52025,1.04385,0.46314,2.15906,-4.45315,2.65035,3.23744,1.40119
"3",0,-0.87787,-3.24343,2.23052,-8.36735,-1.22594,-2.91689,1.00375,-11.31734,-3.4283,-0.7234,-1.73232,-1.52809,4.00204,-6.2366,-6.01198,-7.66045,-5.00626,-3.87283,-3.24504
"4",0,-3.7803,-2.13571,3.69354,-3.38311,0.53429,-3.34092,-0.93583,-0.79701,2.73247,2.22486,0.56811,5.82168,0.63099,-5.09541,-0.5306,4.04546,-0.14271,0.55701,-3.97057
"5",0,-0.43486,-0.12108,1.35211,-7.8018,4.30969,-0.395,1.35259,1.4271,9.40327,-0.12182,-1.40968,-3.20027,-0.19069,-0.91673,7.14145,3.88047,-0.24562,-0.90829,0.7988
"6",0,-2.46907,-3.69813,-4.45495,-1.22344,-2.16051,-1.67269,1.79256,0.93113,-3.42422,4.49162,-1.57722,4.41093,-2.65447,-5.53762,-1.95343,0.89737,3.93612,-2.63505,1.5944
"7",0,5.47795,7.15367,0.753,1.90435,2.97325,4.38338,0.02719,3.3243,2.47835,-0.65132,-2.68084,2.71287,-0.0491300000000001,6.51409,4.8306,4.44229,3.81578,0.52999,-1.08311
"8",0,-2.18587,1.92641,2.34481,-0.13942,-2.66499,0.69225,-2.42896,-0.26838,-0.44985,-1.64079,-2.11081,-9.16057,-1.02608,-0.58752,-4.42877,0.70248,-4.55599,-1.93632,-4.10259
"9",0,-6.51011,-3.06427,-6.03066,-6.41693,-6.63554,0.76716,-5.38478,-5.74927,-3.81254,-5.08431,-2.08888,-8.52615,-7.76217,-5.18034,-5.16568,-3.94669,-2.11609,-7.88254,-2.18901
"10",0,2.5133,-1.42759,0.22408,6.25631,9.00001,4.87401,5.09082,14.37344,4.50351,2.70232,8.16489,4.50862,5.55616,7.44908,2.78511,9.94269,3.18701,5.25258,7.92482
"11",0,-7.0321,4.15494,0.36366,-4.46728,-0.4991,-3.53175,-0.66959,-4.96505,-1.47132,-2.45125,-4.1613,3.14997,-4.29322,-3.98077,-4.97866,-1.57973,0.80064,-5.4397,-0.1752
"12",0,0.42869,4.88157,3.45051,2.687,-4.48491,-2.42805,4.80667,4.95206,1.09358,-3.69254,5.09387,-3.68841,6.18483,-6.34382,2.21569,-0.28251,1.04935,-2.83709,-4.44453
"13",0,4.8021,9.12713,5.85558,7.51693,2.41713,5.71121,0.80179,4.0107,4.94081,10.4233,5.24538,4.9087,8.94982,8.07524,6.43575,1.35862,6.42167,2.9678,8.40519
"14",0,-1.72731,6.96248,-3.20016,-1.68003,-5.2003,1.67463,1.00181,0.26,1.92392,-4.561,-3.9552,1.09027,0.21474,-1.75503,3.42859,2.2352,1.02723,-0.54058,-0.41834
"15",0,4.42395,2.42984,0.47057,8.21259,1.71101,3.90993,4.48824,5.79446,7.86363,7.48268,7.15101,-1.17453,-3.56134,2.87617,4.49844,3.72889,3.10127,5.14036,10.99528
"16",0,-1.37727,3.29743,-1.81818,-2.17818,-0.59542,2.0943,-2.84467,-3.04042,-4.68168,-2.58586,2.53092,-0.99046,-4.71078,-3.37808,0.35719,1.86202,-1.15721,2.94716,-3.15741
"17",0,-1.90933,-0.66391,3.60015,-1.25005,0.0552499999999996,3.03418,5.39602,-3.15898,6.92582,3.69482,-2.40129,0.95736,5.39847,0.55803,7.6426,0.19371,4.1303,2.26378,-2.4418
"18",0,-0.59408,-2.40786,-2.1723,-0.57494,-1.05167,1.24119,3.8387,-1.87248,1.99878,0.28919,-1.54781,-1.20747,2.88199,0.37059,-2.74252,1.07538,-3.4969,4.65058,-6.0928
"19",0,4.08079,2.4943,2.09086,1.13855,0.79993,-2.56218,-2.97778,0.65493,3.45658,-0.19549,1.86667,6.04323,4.52954,5.75568,9.93428,8.70811,2.20609,-1.6864,8.03037
"20",0,-2.85042,-1.98928,-0.28179,-4.49582,-4.42623,-3.86949,1.17168,-1.81163,-1.99851,-1.51069,-4.10942,5.25411,-3.7083,-9.71053,0.64024,0.67944,-2.84215,2.55921,-7.0165
"21",0,-1.596,-5.43077,-8.93575,-1.68305,-0.25607,0.21066,-4.20124,-0.8432,-1.4736,-1.75771,-1.94395,0.16475,-2.13108,-2.75307,-2.81446,-1.05846,-0.89345,-5.8065,3.69833
"22",0,-5.71996,-0.64821,5.06526,3.79593,6.0288,7.22817,-0.56281,-0.03857,-3.1285,-0.7119,0.39378,3.49758,3.62761,-2.06545,0.68406,-0.27703,4.68041,0.73183,1.74697
"23",0,7.51421,-3.86423,3.15035,0.73348,-7.9229,-2.40535,0.9294,-1.16831,-7.95721,-5.81726,1.15506,-4.42086,0.43192,-3.58476,-3.20015,-2.68973,2.73911,-3.20718,-1.96662
"24",0,4.53369,1.58837,2.63655,-0.71456,-0.8721,5.32049,6.21302,1.39595,6.07666,1.10429,-2.55412,4.35344,4.23896,4.54398,6.79447,3.61371,-0.82532,-1.10799,5.26345
"25",0,9.28587,-1.667,5.49233,3.50769,10.11886,2.35629,9.37661,3.96176,11.2869,8.30475,7.28569,5.62479,13.09398,8.96206,9.51754,8.50318,3.00295,4.77117,3.63072
"26",0,0.5618,-3.48375,-1.11288,-3.81404,5.24073,-2.79348,-8.5314,2.53137,0.17352,-1.54001,-1.10019,-0.98597,-1.49564,2.47282,0.6038,1.26436,-1.55843,0.31671,3.8891
"27",0,-6.42119,-4.03037,-2.4342,-4.50031,-8.17094,1.23731,0.21766,-4.09955,0.0778400000000001,-1.65015,-5.70129,-2.73566,-3.72424,-3.47669,-5.99897,-2.85264,-6.17885,-8.92889,-4.22531
"28",0,8.42801,4.61548,6.95829,4.61324,1.12792,8.45648,2.66796,7.02783,0.96784,6.70737,4.58848,2.47487,-1.44254,7.43282,5.92953,1.59178,8.42831,2.84032,10.8548
"29",0,-0.0781,-1.24191,3.99676,-0.47509,-2.89781,1.18307,0.59815,0.62378,1.99684,-0.23119,0.77166,-0.50729,4.72153,1.73136,-1.15924,0.36119,0.4635,1.16432,4.9853
"30",0,-1.59409,-7.75982,-4.82448,-7.38952,-1.39333,-3.98873,-1.7712,0.34466,-4.57716,-9.06873,-3.17514,-4.52747,0.0292600000000003,-3.38308,-1.7172,-8.161,-3.35797,0.32122,-8.99779
