"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,4.76714,-4.49303,-5.01327,0.356,1.97151,2.45185,1.46252,0.13314,-2.53632
"2",0,2.82073,4.48005,4.51904,7.08218,-1.56124,-6.28176,-0.4845,11.01977,-0.37927
"3",0,-0.36574,-5.53038,-3.48454,-0.49581,4.74088,4.39584,0.39769,-2.62862,0.2989
"4",0,-0.83968,-5.24407,-3.79015,-3.22347,-2.01055,-7.08686,-2.57389,-4.53273,-3.02547
"5",0,-4.66983,-0.41403,1.47132,3.04474,2.58853,3.03459,-6.22301,1.86621,-1.23565
"6",0,2.44718,-0.22621,1.83321,0.37113,6.05358,0.95528,3.27659,5.91218,5.65002
"7",0,-4.11154,-4.60111,-4.67701,-8.43772,-7.67717,-5.09813,-4.80959,-2.34477,0.80097
"8",0,-5.6422,-3.09817,-2.16595,-3.51094,-5.57334,-2.96532,-4.64594,-2.59693,-5.27711
"9",0,-4.6566,-4.52479,-5.19369,-2.57654,-1.32862,-1.52372,-2.70569,-4.15079,-4.37463
"10",0,4.0822,4.80371,0.53562,6.64987,2.88862,5.65076,4.37962,-2.8764,11.35897
"11",0,4.30176,1.50582,3.26654,5.07147,4.50656,-2.94832,1.32347,0.7567,-1.61034
"12",0,7.34075,2.83176,-0.43406,3.9429,0.93375,0.9706,-0.24632,8.99517,-3.54991
"13",0,-1.96809,-1.01776,-1.85324,1.8797,3.2903,-3.31632,-0.7212,1.3083,0.62802
"14",0,1.68968,-3.95882,0.17025,0.48471,1.56264,8.71834,-2.41249,1.05868,4.57133
"15",0,3.03958,-1.45818,5.02611,8.61835,-0.75273,0.9393,2.2082,5.37737,-2.52427
"16",0,6.95545,2.96519,6.2862,4.6443,3.46737,0.10226,6.84959,-6.42309,3.18988
"17",0,-1.36133,5.00382,8.88714,8.22183,10.04918,4.51314,4.25647,1.72011,2.46011
"18",0,8.9389,7.25758,6.19607,4.8973,8.92063,6.34647,6.73954,3.25129,12.18553
"19",0,-6.51115,-0.79584,1.85052,5.90842,-4.57433,5.36423,-2.41649,2.49477,-1.74966
"20",0,2.56089,2.04211,6.21731,-2.09221,-1.80779,6.04648,-3.47681,-2.76102,-2.07673
"21",0,0.12758,1.32337,2.92456,2.80907,-4.92951,-3.95889,-2.95404,-3.43803,3.25593
"22",0,-1.5121,-1.53668,-2.04646,-3.90515,-2.25631,-2.10814,0.55697,-0.08563,1.97214
"23",0,0.4122,-2.2074,-4.46946,-3.41622,-0.41117,-1.49011,-4.23796,4.17687,-1.39606
"24",0,-9.80653,-5.85068,1.52757,-12.79121,-2.05455,-4.29493,-7.31044,-4.66892,-4.93285
"25",0,-1.39181,0.68505,-1.79744,-1.68612,-5.39595,-0.68985,-2.91758,-0.33289,0.39581
"26",0,-1.95039,0.91045,-6.58225,-8.828,-5.86863,-2.97532,3.68973,-5.51142,-5.66584
"27",0,1.98107,3.49424,3.73532,7.725,5.26876,5.49895,7.72762,1.67561,10.27442
"28",0,1.37605,-4.0682,-0.20753,0.21843,3.16726,-5.57324,-2.01048,-4.45213,4.96845
"29",0,2.13945,7.01371,1.75024,3.89396,2.90278,7.95593,3.89262,5.62597,-0.55579
"30",0,4.68354,-2.81034,-2.85241,5.73675,4.47916,1.00202,2.96048,1.34839,-0.8798
"31",0,-0.90381,-2.92258,-6.28038,-0.3419,-2.31497,-0.82856,2.51133,-5.39696,-2.68353
"32",0,-1.57788,-8.18243,-2.96551,-5.58906,-6.84737,-10.34604,-7.79209,-15.45374,1.64691
"33",0,14.16438,9.36447,11.92964,12.36207,14.95232,9.20571,9.10859,8.52015,8.12031
"34",0,-0.1801,2.06333,4.30773,2.42395,2.59319,7.63779,0.73989,7.16695,9.69854
"35",0,2.24957,4.76662,0.80705,-2.59776,4.86751,-0.06454,11.41807,-1.62713,-3.32512
"36",0,-6.81896,-9.48207,-5.24265,-5.89347,-10.47353,-8.50687,-3.70138,-8.48238,-5.63757
"37",0,1.71052,-1.40717,10.60889,3.94887,2.95105,4.36081,6.06179,-1.15306,5.1025
"38",0,-5.40808,0.821140000000001,-0.73931,-7.01987,-3.75162,-5.67019,-5.05249,-3.66915,-4.60067
"39",0,2.71645,5.94362,1.74254,6.85248,4.15604,-1.87399,4.81466,0.1615,-6.84914
"40",0,6.52227,8.87322,6.21228,8.48767,9.1526,3.56522,7.01925,10.64501,2.89379
"41",0,5.21869,6.97259,3.91535,4.34134,0.79088,0.12319,5.01832,-0.58237,6.2157
"42",0,3.87308,-1.96477,-0.87631,4.83918,-1.93828,-2.64364,-7.85928,-2.28957,-3.81344
"43",0,-2.09394,-1.26051,0.96918,-1.31487,-7.06067,0.94697,-7.12022,-8.77443,-0.57134
"44",0,5.63137,0.4261,-2.16518,-3.04157,1.51855,0.92901,-0.15018,7.19533,-2.9331
"45",0,1.89592,-1.01675,-0.18112,-3.17985,0.35503,-1.91941,5.38903,2.25208,-8.34906
"46",0,-7.83874,3.05678,-2.79108,3.54058,3.5823,3.41745,-1.85137,-0.42615,-3.34589
"47",0,-0.48869,-1.24007,-4.84071,-0.8968,1.20728,1.81018,6.15086,1.24116,3.21661
"48",0,1.64778,-6.43801,-0.8197,-4.61908,-2.94036,-1.43852,6.32421,-6.84165,-4.56225
"49",0,8.74383,7.2217,6.80871,5.27724,4.99859,6.53381,5.06543,4.7009,6.85773
"50",0,-1.49148,1.81267,6.54229,-0.80363,3.60647,-2.24053,3.84006,9.20351,0.70235
"51",0,-5.86949,5.41491,-1.43695,-3.78243,4.00184,1.79815,0.4041,-7.52614,4.87631
"52",0,4.49651,1.38441,2.6613,-1.43714,-2.9561,10.30572,4.47471,2.12766,-1.06026
"53",0,5.57351,7.97999,4.00673,7.12719,8.82131,3.18397,4.75823,5.12248,1.70825
"54",0,0.43285,-4.44787,-1.35319,-3.27201,-3.96596,-3.80747,-7.22444,1.7873,-4.14016
"55",0,1.96434,2.22785,-5.10213,-1.34322,-5.18607,-1.84741,2.50045,-4.90657,-0.8575
"56",0,-11.42485,0.7458,4.23837,0.75969,-4.03303,4.35535,3.06287,-2.66618,4.41667
"57",0,-1.13327,-6.24632,-5.74897,-0.0992600000000001,-4.9049,-2.69348,-8.54645,-3.10498,-5.25025
"58",0,4.2142,-1.08495,-0.47205,0.34389,-2.35723,-1.063,1.2535,-4.84213,0.71336
"59",0,3.13617,-1.7286,-0.8552,-0.0684,0.2269,-0.04887,-4.6496,0.1818,-4.24981
"60",0,-3.32422,2.61065,-0.18645,-1.66825,3.09788,3.16095,0.29428,-1.47225,-2.63226
"61",0,3.32826,-2.32734,5.55874,-1.51434,3.63651,0.01026,8.43491,-1.11297,1.05589
"62",0,2.75062,0.53279,1.9342,0.75642,0.55272,1.62564,4.11213,-4.28651,-7.35532
"63",0,3.80153,6.84753,1.39219,0.48849,2.49966,0.80167,2.67825,0.98401,-3.33663
"64",0,-5.62319,-4.54976,-2.06439,-0.57401,2.36329,-5.60466,3.26893,4.48392,-3.80668
"65",0,-1.44151,-6.20902,-8.32327,-7.38044,-9.32374,-7.06076,-11.64348,-9.83224,-8.47266
"66",0,-2.90983,-5.54586,-8.99699,-2.07374,-5.58885,-2.77665,0.62717,-0.42389,-7.04551
"67",0,3.84581,0.16937,1.18328,5.62488,0.94978,-1.78013,1.74539,-3.0632,1.92362
"68",0,-1.65721,0.97463,0.38067,1.58176,3.45673,0.83929,4.16817,-0.3719,2.05372
"69",0,-0.33883,1.05236,1.80191,4.27578,10.86463,9.05247,2.72106,3.54398,8.35311
"70",0,-9.49019,-1.07972,-11.95316,-8.94911,-12.05492,-3.96226,-8.0605,-9.62976,-6.40079
"71",0,-0.49013,8.71933,7.6496,5.72778,3.31356,3.7665,3.10334,4.81015,8.72242
"72",0,4.97857,-2.43827,9.68386,5.25288,3.25215,1.52989,7.06223,8.71434,3.49329
"73",0,4.91254,0.83299,6.4404,2.40251,-1.22248,0.85049,2.20533,1.36741,5.14597
"74",0,4.99367,2.32992,1.87334,-1.18478,-3.86594,-0.48929,-5.29411,-5.26608,-4.91989
"75",0,3.31436,6.57499,9.79475,-0.71958,2.27744,2.02699,5.13267,2.89196,-1.58504
"76",0,-3.33833,-0.96005,2.29717,-2.72716,-1.22795,-3.08941,-6.66757,3.7169,-4.75275
"77",0,-6.94522,-6.892,-10.04018,-6.2866,-6.07185,-5.39277,-10.38633,-7.47969,-8.15093
"78",0,2.25024,3.1694,10.51708,4.77299,6.04314,3.24191,-3.44716,6.81864,-0.799799999999999
"79",0,3.6971,3.0198,5.88612,6.0855,5.1977,1.54852,6.61598,2.22585,5.6485
"80",0,-0.27042,-6.11963,3.09105,-3.67688,-1.18529,1.63039,0.1148,-1.17616,-4.32681
"81",0,1.07487,0.25116,5.08008,-0.26838,4.07604,-1.17566,2.54111,3.01521,1.81428
"82",0,-1.92878,-1.38039,-10.16211,-6.1413,-4.22597,-1.54744,-4.44705,-1.27744,-8.27937
"83",0,8.71122,5.84165,4.22429,2.82503,5.61731,2.5583,4.89241,-2.43148,1.20094
"84",0,6.26784,7.35584,2.25406,3.88918,8.48337,3.06988,1.21319,6.00351,6.9831
"85",0,2.66395,-1.30708,-7.08214,-9.86293,-3.71424,-2.56152,-7.48123,-3.39242,-3.975
"86",0,1.02896,-0.29536,2.40837,3.33597,0.0775200000000003,2.86123,4.37229,3.84738,6.63043
"87",0,0.89232,-2.45981,2.21949,1.96495,0.92781,3.3755,2.24391,3.32713,-1.58015
"88",0,1.93169,1.89267,0.4142,-4.40735,-0.14461,-0.32009,-0.00531999999999999,-6.35673,-1.4057
"89",0,0.69458,5.85874,3.00902,4.26736,6.28623,5.10701,6.71733,1.44171,-1.11052
"90",0,2.57737,-2.96499,0.14885,4.98359,0.34657,1.95062,3.569,8.96102,2.74728
