"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,-1.49276,-4.7892,1.20762,-4.18746,-3.40159,-4.59004,-4.17247,-6.65623,-6.54521,1.5783,-1.24863,-6.67435,1.41741,-3.21812,-2.50099,-0.09477,-2.3007,-1.92564,-0.98017
"2",0,-3.47112,-0.75695,1.31088,-2.72602,3.1239,-1.57377,2.44417,2.99817,2.0342,-1.27918,1.01455,3.02428,1.63341,-1.93654,-0.94088,1.34491,0.9656,1.11862,-2.15727
"3",0,3.34076,1.10136,0.97867,4.99367,0.98596,3.11059,2.54935,-1.12405,3.48619,6.14467,-5.0222,7.79659,4.87388,-5.58122,-0.19238,-0.05935,1.53527,-0.77875,3.7387
"4",0,1.36507,4.00336,-1.83894,-2.27187,-6.43338,-4.81111,-3.05942,-4.08069,0.41081,-1.90991,-2.88087,1.895,-8.48165,-4.27536,-2.89211,-1.28168,-2.48395,1.95725,-3.17099
"5",0,0.82561,-1.19527,-0.45585,2.42009,-3.65234,-6.61689,-6.14555,-3.26331,1.20403,-0.10361,-2.58707,-4.40766,-5.61458,-10.36488,-9.18762,-4.40785,0.26433,-5.37831,0.12393
"6",0,7.96721,-2.34606,0.97989,0.47813,1.92981,-3.45769,4.39278,-2.33843,1.9423,-6.35245,1.95033,-0.61104,2.80286,-1.62295,-8.36141,-5.72048,0.77249,-1.28606,3.05902
"7",0,1.53406,1.92311,0.59114,1.80067,4.16151,-7.57465,2.05394,1.03048,1.72883,7.74639,-6.64736,4.72877,6.31354,-0.95062,2.59377,-0.27978,1.97782,1.24003,3.73499
"8",0,-5.03691,-4.54546,-3.36043,-6.18295,-4.51474,-4.39759,1.06738,-2.13463,0.30885,-1.53247,3.86883,1.4023,4.98852,-2.60535,0.18384,6.04959,-2.98667,3.58889,-6.55029
"9",0,3.16042,1.92354,1.46789,2.11654,2.1889,6.51374,0.85218,6.49374,1.02893,9.62193,0.98191,4.48264,3.61105,1.28514,6.33433,0.90302,3.53586,3.59096,2.49598
"10",0,-3.85412,-6.37257,-1.75656,1.69096,-4.89024,-7.51728,-4.11465,-5.38456,-8.10101,-10.8336,-11.2169,-4.00987,-7.39624,-5.91496,-7.95837,-7.70812,-6.20169,-6.85393,-6.13108
"11",0,-2.69734,0.11077,-3.56527,-5.47032,-2.18912,1.37309,-1.86707,-4.06267,-4.96929,-0.55455,-0.92593,1.12819,3.61064,-1.05114,-1.53399,1.47771,0.81934,-0.21047,-3.53621
"12",0,-2.93551,-3.8213,3.53523,-5.04055,2.24149,-2.1883,1.04784,3.43175,-2.32205,-2.74282,-6.81988,5.80638,-2.70432,0.47946,-4.43779,0.47407,-7.65501,-1.31202,-0.13699
"13",0,-4.62935,-0.43507,2.52588,-0.37532,-3.25629,-6.56527,-5.26266,-0.997,-1.78817,-5.15371,-6.94729,-2.02951,-3.91483,-5.79758,0.4036,5.50096,-2.50128,-8.0726,-2.42811
"14",0,2.11484,1.56259,-0.90136,-1.21757,-2.88379,5.13801,2.41748,3.09707,3.97066,6.47704,5.32204,0.11358,7.47476,2.11583,1.16434,1.80445,1.22394,5.28456,2.77778
"15",0,-5.50354,2.07405,-7.23588,-4.09709,-5.03505,-3.4046,0.34132,-7.10554,-7.70685,-1.17682,-2.16818,1.11235,1.14585,2.35041,-2.00684,-0.7197,-3.297,1.39575,-4.81404
"16",0,-1.65625,-3.44264,-1.27329,-7.42964,-11.60547,-4.02828,-1.18482,-3.82038,-4.11294,-2.34385,-2.83954,-3.16493,-2.23622,-5.98765,1.48723,-4.69997,-6.07097,-0.64505,-7.80215
"17",0,-5.30238,-0.49566,-5.1139,-5.19233,-8.72548,-8.492,-6.35461,-5.6763,-2.72981,-5.11147,-2.02021,1.09511,0.59032,3.42239,1.88706,-6.24845,-2.29782,-3.49352,-2.91506
"18",0,0.38287,-5.03034,-0.71834,-4.33129,0.61622,-5.30599,-1.71497,-1.00026,-3.48178,0.17133,-2.90908,-6.46455,-11.33678,-2.44398,-1.524,-6.76914,-4.48971,-3.13525,3.0091
