2,3,1
9,12,108
6,15,75
5,8,54
2,10,8
14,17,153
NA,NA,NA
9,13,109
5,7,53
5,19,65
3,12,27
3,5,20
6,13,73
3,7,22
13,15,145
7,19,92
2,16,14
NA,NA,NA
NA,NA,NA
2,14,12
3,10,25
10,17,123
6,19,79
2,6,4
6,12,72
4,13,44
10,14,120
2,18,16
4,19,50
2,3,1
7,17,90
3,9,24
16,20,165
3,5,20
3,8,23
3,4,19
NA,NA,NA
7,9,82
NA,NA,NA
3,7,22
2,4,2
NA,NA,NA
NA,NA,NA
2,5,3
2,14,12
2,20,18
2,4,2
NA,NA,NA
3,9,24
3,7,22
4,11,42
5,7,53
18,20,170
8,9,94
8,13,98
NA,NA,NA
3,20,35
3,6,21
19,20,171
NA,NA,NA
2,19,17
4,11,42
4,8,39
NA,NA,NA
7,15,88
15,17,158
11,19,134
11,20,135
6,11,71
12,19,142
NA,NA,NA
4,12,43
6,16,76
4,6,37
NA,NA,NA
NA,NA,NA
3,20,35
4,15,46
2,15,13
5,19,65
NA,NA,NA
3,9,24
7,8,81
NA,NA,NA
2,13,11
2,8,6
5,10,56
2,7,5
3,4,19
9,13,109
10,11,117
13,16,146
8,12,97
14,20,156
3,6,21
NA,NA,NA
11,16,131
5,9,55
6,7,67
NA,NA,NA
