2,5,3
NA,NA,NA
6,14,15
NA,NA,NA
3,4,2
12,13,23
2,5,3
8,12,53
5,11,16
4,5,4
4,9,30
6,8,9
NA,NA,NA
2,5,3
3,11,14
2,4,2
2,7,5
NA,NA,NA
2,3,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,13,26
2,3,1
4,12,33
8,9,12
2,8,6
7,12,18
2,8,6
4,11,11
3,4,3
11,12,56
3,13,11
NA,NA,NA
2,4,2
2,12,10
5,8,8
2,4,2
3,4,2
5,12,12
2,4,2
10,11,27
3,7,17
7,11,13
NA,NA,NA
3,15,36
NA,NA,NA
8,13,16
2,9,7
NA,NA,NA
NA,NA,NA
2,10,8
2,3,1
NA,NA,NA
12,15,34
2,10,8
6,15,55
NA,NA,NA
3,14,24
4,10,9
2,6,4
NA,NA,NA
2,3,1
4,5,4
3,4,2
2,4,2
6,11,51
8,12,60
NA,NA,NA
NA,NA,NA
12,13,86
2,15,13
7,9,11
2,7,5
NA,NA,NA
8,13,17
5,9,30
NA,NA,NA
12,15,55
9,11,15
5,13,37
2,4,2
3,5,3
NA,NA,NA
3,6,4
2,15,13
NA,NA,NA
2,10,8
5,12,12
2,5,14
3,14,24
2,6,4
NA,NA,NA
2,6,4
NA,NA,NA
3,7,5
2,12,10
2,9,7
3,6,4
