"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,-2.25266,-2.4448,-6.5059,-1.00755,-4.81664,-5.07744,-2.99713,-3.1806,-5.57297,-3.89225,-4.30639,0.56389,-4.29699,-3.87289
"2",0,-3.12914,-2.3851,-1.74871,-6.48481,2.27059,-5.27321,-5.19059,1.77097,-4.3833,-6.1548,-2.5513,-0.27689,1.39326,-7.45982
"3",0,4.5764,3.45087,6.01946,3.45733,1.1586,3.90185,0.82648,7.00371,6.59139,-1.46657,-4.97954,6.69905,7.03299,1.15614
"4",0,-2.59022,1.62277,1.97401,1.40068,2.77274,2.28143,-2.0479,-0.18404,-1.63118,4.10219,-2.88961,4.57313,3.54978,0.86723
"5",0,8.16513,10.46524,2.65644,7.49536,7.02396,5.12047,5.1189,5.68411,4.61371,7.26225,8.10362,4.44886,4.91194,1.85396
"6",0,5.92009,3.48574,-1.61038,3.28075,-1.74986,-2.2854,5.54264,1.89988,-2.17935,-4.64988,2.84766,2.10361,-0.37327,0.8688
"7",0,6.6351,-4.96469,-2.03667,0.70265,2.11364,5.19705,-2.60305,-1.74669,-3.23024,-6.37971,-5.41616,-5.47765,-0.72158,-2.19874
"8",0,7.51566,3.53297,5.0347,-0.25608,3.45339,0.46216,4.32578,4.94791,0.63792,-1.15632,-6.48112,3.13069,3.45626,0.2897
"9",0,2.86896,6.70198,4.45218,1.83519,4.5845,-0.23536,5.67539,-1.51289,-0.26056,2.09635,4.76965,2.67489,-2.23838,6.06721
"10",0,5.14022,3.93358,2.40712,1.29551,2.45005,1.52797,6.80361,-1.12571,4.06436,4.96687,2.27846,2.1472,0.29006,2.36385
"11",0,1.56067,-2.42902,0.45152,0.17606,4.28984,0.30944,-1.44281,6.91536,1.7739,-0.10247,4.79009,3.26468,0.11611,6.38283
"12",0,-1.47395,-0.27643,3.84408,-0.79651,1.71088,8.03125,-5.23152,-5.22892,1.31976,1.74336,-2.26467,-0.0141699999999999,-0.63129,4.44794
"13",0,-7.70663,1.95905,-7.48192,-2.45408,-3.38284,-7.99847,-6.7147,-2.90959,-2.30764,-3.62295,1.07262,-10.27031,-4.46446,-2.07376
"14",0,0.7589,-7.32889,0.88422,-3.92154,-6.61589,1.38217,-3.17522,-0.88226,-2.64463,-5.88439,-2.18984,0.45891,-4.01057,-6.61885
"15",0,0.14324,1.37174,-2.80867,-1.11411,-1.42325,-8.6907,-0.9763,5.63881,0.26986,1.25867,-4.91066,0.2386,2.01742,-5.11084
"16",0,-11.72433,-10.99555,-4.86888,-3.07346,-7.00956,-4.80436,-4.43959,-6.76135,-3.85917,-7.51848,-2.18846,-5.30398,-3.25784,-10.10755
"17",0,6.16488,1.20221,1.19087,0.72684,5.05736,2.47416,3.97359,-3.94588,1.54814,7.28186,-1.97559,4.73517,6.19978,1.07766
"18",0,-4.4129,-2.40638,-8.05381,-5.56444,-10.82963,-6.65283,-6.40793,0.88133,-7.82563,-0.72701,-6.63812,-2.01796,-3.20935,0.60832
"19",0,-8.16055,-9.21867,-7.21849,-8.37064,-9.24229,-6.07761,-3.18483,-3.76451,-7.99033,-9.94154,-5.9062,-9.50577,-9.08343,-12.23051
"20",0,6.01958,1.665,3.89622,1.51428,9.19874,6.12531,9.77813,5.93994,1.99166,5.46341,2.81219,3.0181,2.5131,-0.25481
"21",0,7.84105,1.39455,-0.0671500000000007,6.41432,0.95002,6.89001,3.37041,8.0714,6.28252,2.74403,8.91978,2.04105,10.05662,5.14724
"22",0,1.7035,-1.04747,2.9553,-2.76692,-3.439,1.79671,1.02228,-3.62407,-0.43565,2.44747,-1.53439,-3.22332,-0.71677,0.25617
"23",0,1.06912,1.51333,0.32794,9.41544,1.87447,4.80834,3.60018,6.41962,4.53593,5.57677,2.98409,2.36616,4.43517,2.10669
"24",0,-2.24085,-4.82758,4.35518,5.37179,4.43058,-0.56593,3.40413,0.20458,-5.55941,-2.12606,-0.00469000000000003,3.09851,-1.23932,-1.78213
"25",0,4.74409,5.07874,2.07646,4.45611,3.99054,3.51803,0.32926,4.09817,8.32639,-0.67802,-2.40023,6.6672,1.07347,3.88459
"26",0,4.61989,5.21019,10.59948,5.1459,7.16425,6.30605,6.00268,11.41488,3.5076,0.39267,-0.52507,-0.242570000000001,0.51545,4.24086
"27",0,-5.02211,1.5818,-6.54234,-5.28011,0.73644,-0.50779,-4.85618,4.51402,-3.26482,-2.8088,-3.06237,-3.07793,-2.54213,-4.00167
"28",0,-1.09371,0.8473,-3.45845,-0.72251,0.63836,-0.6694,-1.2477,-2.18909,-2.49935,4.4623,-0.94176,0.43442,3.51664,2.82301
"29",0,-0.26239,7.31271,0.86568,0.47405,8.22122,6.36144,1.82944,6.97503,-1.50011,1.36716,4.60818,5.79051,3.44504,-2.96129
"30",0,1.20848,3.18498,-1.54641,-0.8763,-1.53841,-0.95317,3.89088,-1.19246,-6.48073,5.64904,-2.18001,-0.98309,-1.78392,-2.39179
"31",0,-0.59138,-2.87275,0.1944,-0.99891,4.28801,2.43372,-4.10303,5.17527,-0.21658,-5.358,-3.18035,-4.84006,4.21916,-2.50374
"32",0,8.4881,11.01943,6.15558,5.91553,13.0812,6.84264,3.10012,1.25786,4.30311,4.06828,5.87499,3.53798,0.26582,4.15777
"33",0,1.49811,-1.1797,7.21528,8.71359,4.64036,4.31279,3.81983,7.42205,7.1353,5.61663,1.83879,4.19935,6.5158,4.56045
"34",0,3.15481,7.68851,9.0935,0.99722,6.00119,6.39835,5.42285,7.74244,3.5435,4.8659,4.07316,7.19719,3.97833,9.46974
"35",0,-5.08545,-5.62198,-2.59762,-2.02832,-0.88804,-13.41187,-4.73573,-4.82787,-12.11049,-6.79977,-7.48575,-9.59178,-7.37867,-8.16804
"36",0,6.86229,2.80149,6.64088,9.85034,3.59724,8.77406,1.73201,-1.83311,7.88633,0.35945,6.04891,3.69863,12.19888,2.68289
"37",0,0.10233,2.27658,-0.70189,1.69797,1.53088,7.05417,2.3274,-5.49649,3.86753,3.10259,5.06982,3.35341,4.95449,6.27506
"38",0,1.40599,6.88007,3.10206,2.09227,0.6838,5.95088,3.91064,9.61482,6.6998,3.54693,2.61942,2.26682,-4.3927,1.25238
"39",0,10.90401,2.86028,2.97298,7.84266,4.95903,6.0949,5.35734,3.60295,8.50979,2.7037,7.33387,6.06559,1.80479,0.8048
"40",0,2.81183,3.68149,-2.13203,0.16031,0.97683,6.67664,3.01008,1.10556,1.59295,3.33131,3.58172,2.95117,4.9189,5.80853
"41",0,-3.15457,-0.87758,-1.62568,-1.54893,2.57691,-2.52576,-6.86835,-0.49229,-3.71802,-3.59514,0.03152,2.74881,-0.88313,0.11798
"42",0,-7.59215,-7.96203,-8.93426,-5.57685,-6.98456,-7.90802,-3.97231,-10.9921,-2.17443,-1.46166,-10.97262,-5.94314,-8.49219,-4.31414
"43",0,-2.34792,-0.77493,0.17514,-0.53894,0.81966,2.94802,1.56766,-0.4373,1.46757,1.94226,2.83151,1.15892,0.50436,1.12133
"44",0,11.28357,4.01594,3.10982,2.836,4.94906,5.02909,5.79708,6.16623,6.51066,5.60594,6.16548,9.12437,8.5052,3.75279
"45",0,5.5506,6.83146,9.61994,9.9428,14.66327,4.36921,6.43607,9.43849,2.67396,8.7421,1.25957,9.26142,2.51242,5.01308
