2,5,3
NA,NA,NA
6,14,54
NA,NA,NA
2,10,8
12,13,86
2,5,3
8,12,67
4,12,33
4,5,26
4,9,30
6,8,48
NA,NA,NA
2,5,3
3,11,21
2,4,2
2,7,5
NA,NA,NA
2,3,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,13,61
2,3,1
4,12,33
2,9,7
2,8,6
7,12,60
2,8,6
3,14,24
2,7,5
9,11,72
3,13,23
NA,NA,NA
2,4,2
2,12,10
4,12,33
2,4,2
3,4,14
5,12,43
2,4,2
10,11,77
3,7,17
7,11,59
NA,NA,NA
3,15,25
NA,NA,NA
8,13,68
2,9,7
NA,NA,NA
NA,NA,NA
2,10,8
2,3,1
NA,NA,NA
7,11,59
2,10,8
6,15,55
NA,NA,NA
3,14,24
4,10,31
2,6,4
NA,NA,NA
2,3,1
4,5,26
2,4,2
2,4,2
6,11,51
8,12,67
NA,NA,NA
NA,NA,NA
12,13,86
2,15,13
7,9,57
2,7,5
NA,NA,NA
3,4,14
5,9,40
NA,NA,NA
12,15,88
6,8,48
5,13,44
2,4,2
3,5,15
NA,NA,NA
3,6,16
2,15,13
NA,NA,NA
2,10,8
3,7,17
2,5,3
3,14,24
2,6,4
NA,NA,NA
2,6,4
NA,NA,NA
3,7,17
2,12,10
2,9,7
3,6,16
,,
