"V1","V2","V3","V4","V5"
"1",0,4.39713,1.94535,-1.03237,5.25655
"2",0,-1.95189,3.12855,-0.58156,-2.25803
"3",0,0.67257,5.34882,1.51087,4.29364
"4",0,-3.89202,7.6518,4.8809,-1.0891
"5",0,1.39908,-1.52487,3.03729,5.70266
"6",0,4.6474,4.85265,0.49233,5.0046
"7",0,6.1972,2.56409,3.49456,-3.47337
"8",0,2.15303,5.70831,0.48802,-6.08582
"9",0,-6.39563,-6.79819,-0.143610000000001,-9.24819
"10",0,-2.66561,-5.52191,-4.39539,-1.44004
"11",0,4.85707,3.93754,-4.73344,-2.86418
"12",0,8.22569,2.77553,3.81723,6.21286
"13",0,-2.32327,-1.12599,0.72267,2.60811
"14",0,-2.95301,-0.48027,4.14497,0.17728
"15",0,0.31081,5.77425,1.0018,-0.32689
"16",0,0.63284,8.45328,1.55566,3.10941
"17",0,8.27548,-0.39321,3.58557,11.69382
"18",0,-4.17649,-2.22525,-1.17597,3.24426
"19",0,0.79463,-0.00244999999999984,-0.9048,0.07823
"20",0,9.1505,11.69665,1.27852,5.47479
"21",0,-3.27375,-4.88919,-1.88672,0.21044
"22",0,5.65146,3.91451,1.28716,-3.50887
"23",0,-2.67932,-2.02081,-3.73995,2.89047
"24",0,6.84253,-2.70184,2.33774,2.11669
"25",0,-1.64175,-1.67911,-6.40195,-4.07375
"26",0,5.4384,10.01476,8.02202,11.16006
"27",0,-6.75326,-2.57907,-0.26179,0.0855399999999999
"28",0,-2.89593,-0.6679,-1.5254,-3.22627
"29",0,2.75944,1.55834,1.34515,-3.6026
"30",0,-10.28108,2.17439,-7.11067,-9.75621
"31",0,2.31152,2.8369,1.87736,0.71101
"32",0,5.79775,2.18382,8.77814,6.70039
"33",0,3.44328,3.51465,-0.77492,3.40431
"34",0,-2.40395,1.55191,-1.48808,0.9549
"35",0,3.56615,2.0321,2.00665,0.24039
"36",0,-1.52323,-4.44173,0.10152,-1.9057
"37",0,-9.87171,3.23073,4.34774,-6.00515
"38",0,7.73063,14.79122,7.86331,12.57449
"39",0,-2.09313,1.4501,-3.33349,-4.00536
"40",0,-7.38433,-7.37607,-10.53667,-6.27811
"41",0,-6.34682,-9.50298,-1.56714,-5.05416
"42",0,-5.43942,-10.52499,-3.78287,-4.27445
"43",0,-0.97917,-2.5037,2.33121,0.07618
"44",0,6.99202,7.3757,-1.49589,-2.59119
"45",0,-1.57048,-4.37605,-2.99827,-2.8784
"46",0,0.97968,-4.99764,3.29897,-0.47757
"47",0,-8.85166,-2.09389,-9.15312,-1.35752
"48",0,-11.75694,-6.77682,-7.30883,-6.7925
"49",0,-3.25657,2.95681,5.78968,3.94749
"50",0,2.44993,-0.83334,4.29338,-1.48609
"51",0,-3.41032,-2.94281,2.5209,-5.56596
"52",0,5.0352,5.44896,6.35005,-0.0914200000000003
"53",0,-5.94405,0.80977,1.0207,1.18135
"54",0,-3.0159,-2.9312,-1.77117,-3.16892
"55",0,-1.9363,-0.0135700000000001,0.26934,3.05854
"56",0,0.2066,-4.42031,-5.00877,-0.94467
"57",0,-5.20898,-7.03693,-6.99275,-2.38259
"58",0,-3.4397,-6.82713,-0.01694,0.4377
"59",0,-5.99353,-3.25215,-9.58691,-3.65968
"60",0,2.03849,0.54937,-3.68289,-2.3286
"61",0,0.92867,4.71766,4.6692,6.22542
"62",0,-1.29107,8.32255,3.25195,7.43885
"63",0,-8.79332,-0.05253,3.30109,-7.24684
"64",0,4.30711,-0.70536,2.69741,6.55089
"65",0,-1.50797,-8.33295,-0.711110000000001,-7.04637
"66",0,3.42471,4.32636,7.33973,7.40322
"67",0,8.82288,9.4785,3.86613,11.15061
"68",0,4.88742,-2.73602,1.60881,0.23826
"69",0,-1.83651,-0.03372,-2.64336,2.42445
"70",0,5.94237,-0.34964,-0.946,6.60551
"71",0,3.86288,9.8929,10.81915,7.38499
"72",0,1.47056,3.73996,-2.88654,2.55578
"73",0,-3.91254,4.44164,-0.69006,-7.55752
"74",0,-7.08514,-6.98166,-6.32482,-2.95694
"75",0,-2.7944,-6.07156,-1.49158,-3.43108
"76",0,1.96735,-3.87689,-5.37974,-6.67338
"77",0,-4.43206,-5.10909,-1.55358,-2.26614
"78",0,2.85811,-3.66656,-1.26328,0.12224
"79",0,1.05305,-0.25744,1.08728,1.29181
"80",0,-3.99531,0.27368,-2.0114,-2.97311
"81",0,1.81406,4.92122,9.4827,5.52064
"82",0,-0.73914,1.6752,-3.88774,-1.97398
"83",0,2.05297,10.55168,0.30864,5.73074
"84",0,0.41139,-6.35262,-4.45926,-5.60349
"85",0,-4.10866,-4.17711,2.22848,-1.83283
"86",0,-8.54581,-7.75493,-4.96802,1.5233
"87",0,-2.09222,6.94494,-2.47034,0.48964
"88",0,4.18564,-5.2338,-1.66388,3.9466
"89",0,8.93586,1.61266,3.45684,-1.13459
"90",0,1.49622,-6.68809,2.50908,-3.55812
