"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,3.64335,-4.26037,-4.09279,-6.08314,0.56881,-5.97528,-7.09181,-2.79376,-9.72392,-3.85081,-7.95084,-7.0306,1.92199,-7.19254
"2",0,6.12373,3.52933,2.51627,0.99053,1.04429,3.28707,0.08048,1.83521,5.20694,-2.03991,-4.72293,2.5985,-2.42166,-0.23859
"3",0,-3.1574,-3.83953,-4.47354,1.35749,-10.23406,1.00042,-4.88147,0.62173,-8.90592,-9.56967,2.39488,-0.77746,-4.9285,-7.70233
"4",0,0.87704,4.13703,-3.24368,-4.23907,-1.71352,-2.44313,-0.25402,-3.39645,-0.11938,1.35253,4.88243,-1.88337,0.47969,-3.76631
"5",0,-1.18862,-3.80275,-4.47727,-6.35201,-0.85186,-2.30045,3.15138,-4.36407,1.33834,2.17632,1.36192,-1.89519,-2.08274,3.8562
"6",0,-1.75635,3.03672,5.89966,-4.22221,0.86191,0.08317,1.05005,2.08539,2.61611,1.14033,0.60011,1.97845,-2.06849,-3.08474
"7",0,-4.24355,-1.18219,-9.00347,3.06999,-4.26703,-9.18371,0.24393,-1.73472,5.02951,-4.17896,-3.82012,0.24186,-5.49726,1.2299
"8",0,-4.37154,-5.93959,0.0333999999999999,1.05612,-8.12767,-6.76731,-0.30665,-0.13381,-3.04999,-3.52001,0.36238,-5.06429,-7.51919,-1.52833
"9",0,8.04644,3.31241,0.56053,3.01958,3.01722,4.92623,3.29462,6.63782,7.41918,5.09592,7.95555,2.13672,3.26832,5.29088
"10",0,12.8208,1.84079,5.24734,4.32965,-1.28311,6.19108,8.15594,3.46279,9.11358,9.33459,2.7826,3.05679,2.78272,1.42892
"11",0,0.62926,-0.13229,1.84286,-1.49112,2.28141,0.0268199999999998,-0.79918,2.88185,1.57998,0.86185,6.86566,3.1959,-1.70053,1.26317
"12",0,-3.15391,-7.50659,-3.14914,0.39217,-4.39581,-11.21228,-6.87789,-6.55503,-6.69525,1.81741,-6.90899,-6.21308,-3.00074,-3.85357
"13",0,0.73193,-0.1436,5.7003,1.91129,2.85737,-0.46668,0.52673,4.92348,0.38999,3.07063,6.06822,1.86757,-3.84726,-0.26788
"14",0,-2.16947,-0.0375800000000002,-0.6085,1.52987,-1.75277,1.81431,1.32031,4.88327,1.26291,-3.184,0.86366,2.37642,-0.0332800000000002,-1.79348
"15",0,7.4118,5.0862,5.78054,2.90099,8.24056,9.28481,12.07384,9.03591,8.84946,10.17605,4.38539,13.41017,13.26007,4.8176
"16",0,0.76087,1.31088,3.07085,3.42703,-4.88997,2.31009,-1.92081,3.43688,4.39881,6.25598,0.97763,-1.67187,4.77898,-0.33972
"17",0,-1.4726,-1.83276,3.25677,2.55558,2.52271,1.48673,7.30677,3.48054,-2.88623,6.38007,2.40278,4.95278,1.71504,-4.14154
"18",0,2.48667,3.78284,10.22916,7.05034,2.50621,9.85153,5.69002,9.47999,2.12882,6.20412,2.28641,2.53523,1.54193,10.40664
"19",0,-2.18919,1.79951,-6.78425,-2.89671,0.10503,0.6327,-3.73347,3.19193,1.38316,1.0981,-2.49932,-0.50368,-1.94628,0.25998
"20",0,4.10796,1.24433,1.75277,3.45126,5.08346,3.88511,-4.68883,-0.99139,-2.51394,-1.26003,-0.24755,-1.06347,1.88553,0.00534000000000012
