"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,3.23554,-0.2218,-1.45087,3.46159,5.61647,1.07873,3.24479,0.83648,4.95867
"2",0,3.39591,1.48812,2.52229,7.1537,4.86992,6.34021,1.52318,-2.42059,-2.27404
"3",0,-12.20494,-5.42296,-8.15891,-6.42679,-6.13231,-3.57537,-6.58162,-5.60551,-4.11084
"4",0,-1.87929,-9.89563,-3.73183,-9.1035,3.78708,-0.58498,-1.93778,-2.34149,-3.78822
"5",0,0.93638,-0.77306,-3.61531,0.80292,3.50788,4.10181,-3.25449,-0.75171,-0.33001
"6",0,-1.77589,1.33037,3.8079,-2.09528,6.20824,2.29657,3.72788,-1.02476,0.28542
"7",0,-2.87443,-1.64661,-0.88103,-10.25235,-5.00099,-6.37627,-7.90862,-7.10841,-7.50502
"8",0,3.22578,-3.52876,-1.38457,2.93684,-1.93862,-2.78575,-3.00661,2.50141,-1.95138
"9",0,8.54589,7.49271,0.0806200000000006,4.48133,3.53871,3.56301,7.32613,0.560910000000001,5.70924
"10",0,3.51237,2.10723,0.58606,-1.95003,1.41609,0.82533,-0.51358,-3.20419,1.98856
"11",0,-9.09228,-5.52608,0.8377,-4.50821,-4.21,-3.21531,-2.2066,-0.73104,-2.98986
"12",0,-3.92339,0.39209,-0.36707,-2.11302,0.92337,-1.21786,5.349,2.12467,-3.90214
"13",0,-4.901,-5.1724,-5.64338,-2.92778,-6.01661,-4.84082,-9.7237,-5.49592,-3.8789
"14",0,13.48201,3.91161,11.37186,12.37729,6.51576,10.16262,9.33273,8.23837,5.8477
"15",0,-2.86196,-2.501,1.14894,-2.64426,-4.84402,3.1435,2.78129,-0.33199,-1.19738
"16",0,-0.139609999999999,4.16598,8.30529,3.54419,2.99412,9.79351,9.26175,5.6404,8.69319
"17",0,-3.82158,3.31219,1.18649,-1.89862,-0.25466,-0.6413,-2.04265,0.46869,-3.16947
"18",0,2.60593,7.62073,6.44376,4.5575,-0.3744,4.57704,2.02451,1.31393,8.51214
"19",0,1.29261,3.07437,0.35002,1.95008,11.24627,8.46807,0.8128,3.58818,6.59796
"20",0,-3.09965,-3.63278,0.0552600000000001,-6.47053,-1.26273,-2.49169,-9.56294,-2.19029,1.37986
"21",0,1.26496,0.94253,-2.47924,1.12924,-2.77908,4.01018,-1.67807,-6.13003,2.50349
"22",0,0.53109,5.44634,2.58182,2.3234,2.78207,3.50966,-3.98017,2.18179,6.83376
