"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,10.37606,5.61103,1.42043,-4.405,-1.57506,1.89624,6.16694,4.73729,-2.0662
"2",0,0.18466,4.30088,0.29126,4.23203,1.84949,-1.06533,1.84122,-3.53385,4.34313
"3",0,0.23171,-3.47002,-2.3098,-4.41684,-3.93205,-3.69412,-2.51692,-3.32177,-6.45904
"4",0,0.05186,-3.77258,-3.16382,-6.5635,-6.3999,-1.65934,-2.59899,-2.14765,-9.59964
"5",0,3.31453,7.95616,-2.20012,2.51578,4.83817,0.36617,-0.00127999999999995,3.44994,-0.85088
"6",0,2.1027,3.84383,8.25878,-1.49704,-0.0283800000000003,-0.99075,1.63054,-2.09633,-1.40122
"7",0,10.43106,8.71338,3.34314,-1.98261,5.17628,-2.75604,2.18789,-1.91993,3.86757
"8",0,-7.85379,-9.28244,-7.64461,-4.56406,-3.79774,-2.36496,-13.75093,-2.76177,-11.2689
"9",0,4.03614,9.58271,5.33299,4.48834,7.41637,8.3619,4.27036,5.15322,4.6488
"10",0,-2.84508,-1.94065,-4.76158,-8.48986,-6.83458,-5.34213,-2.81801,-2.6082,-3.96431
"11",0,-4.0926,-9.15447,-0.15719,2.62885,5.01718,-6.73759,4.55626,-0.56191,-9.21205
"12",0,-0.93736,-3.94843,-3.1114,0.35948,-1.12187,-0.88277,1.11813,-0.77641,-4.09575
"13",0,-0.95015,-1.19642,-5.87198,-1.07665,-5.70619,-1.3008,-8.27186,-0.64242,-0.0541300000000002
"14",0,-8.47041,-0.85215,-0.50207,1.69463,-7.32301,-1.71818,-0.4076,-4.63764,-1.85713
"15",0,0.37611,-2.51521,-7.08161,-9.46789,-3.92569,-1.66428,-7.37835,-10.48731,-4.36243
"16",0,-2.44192,6.48507,5.20835,2.1387,2.4726,-0.97332,2.03674,2.76153,1.49563
"17",0,6.97896,3.3259,8.23495,4.23793,1.69074,6.21886,5.72006,2.05917,3.18075
"18",0,-8.81344,4.90445,3.5891,4.48087,2.62478,-4.53949,2.09373,1.52327,2.53753
"19",0,-3.64964,5.12321,-1.44922,-3.88965,3.3303,1.21867,5.86121,-1.69154,4.57358
"20",0,-0.44014,2.75894,-2.55134,0.09445,-1.83431,-2.23733,-0.61572,-1.18881,2.19839
"21",0,-0.73179,-1.59566,-0.74615,-0.58351,6.97403,-2.69951,-1.53255,4.03124,-1.30487
"22",0,2.67156,3.69717,6.54476,4.37114,2.99895,-0.0450200000000001,-3.58685,-1.75875,3.33175
"23",0,-0.05776,4.87608,1.9118,-1.73567,1.47685,1.52525,0.29455,1.31292,0.25155
"24",0,9.40468,4.50967,5.96466,9.32196,9.278,6.16682,8.49208,1.68977,8.46137
"25",0,-0.01907,0.9879,-2.65535,-2.59125,-2.10944,3.70469,-0.07672,0.57238,1.73134
"26",0,-10.97907,-2.81965,-6.2583,-9.35986,-6.76448,-9.76071,-4.46176,-9.36811,-4.34619
"27",0,6.23116,9.47424,5.10753,5.53369,-0.2613,3.55701,3.7106,-1.04295,2.36235
"28",0,4.34155,4.85828,6.26368,4.32528,5.09978,0.525,1.5158,2.85587,-0.60442
"29",0,2.11851,-0.53198,-4.60978,5.44692,-3.10733,1.06742,-0.2896,2.46066,4.54345
"30",0,-3.39552,-1.54513,-4.00367,1.20702,-5.10555,0.24081,-1.60027,-1.4961,0.17517
"31",0,0.32402,2.24001,-5.57346,3.60811,-1.08471,7.23599,0.27884,-5.33739,-0.46663
"32",0,-7.99092,-4.14142,-7.29956,-5.17778,-3.81417,-4.58066,-4.1939,-3.2649,-6.97063
"33",0,2.51946,3.0141,-1.95997,4.31153,-0.0642,8.62531,4.50032,10.03322,0.11288
"34",0,-0.33274,-3.62391,-3.54595,-1.77767,-5.22158,-5.37562,0.32771,-0.58071,-6.84204
"35",0,1.9998,-4.67019,-3.63991,-0.76905,-3.75186,5.02466,2.88635,0.48166,3.12072
"36",0,-2.9433,1.65582,5.25493,-0.60002,-3.50237,-3.73029,3.4307,-0.05575,2.17851
"37",0,2.06822,-1.60111,-0.20884,1.81031,8.12278,-1.62522,0.86848,-1.46172,5.20292
"38",0,1.06522,1.99962,-3.92912,3.07663,-3.74383,-2.10823,-2.1792,4.7172,3.71377
"39",0,2.37958,10.34708,-1.77181,3.10147,-2.60916,-2.58066,6.37141,3.5914,3.22861
"40",0,-9.4765,-2.66938,-7.03415,-1.21253,-2.27176,-3.57566,-3.41206,-6.84183,-7.36651
"41",0,2.83387,1.47311,2.52908,1.75194,0.00763000000000003,2.17068,4.79836,2.96568,3.26038
"42",0,-7.3332,2.08139,-2.11501,-6.47947,-4.22219,-2.90926,-4.90487,-1.26412,-2.04223
"43",0,-1.07034,-3.43285,-1.49874,-4.45087,-6.81611,0.95448,-4.0349,-8.44215,-8.13624
"44",0,-0.81538,-0.65452,-5.89379,3.83063,-3.53549,-2.25681,-3.14432,-2.76509,-3.73722
"45",0,-1.4941,-1.2125,-8.80504,-7.18724,-1.91204,-7.52224,-5.29126,-4.85215,-7.21937
"46",0,-1.54728,-1.65332,-1.65994,-7.14574,-9.20778,-4.16821,-3.99482,-6.85428,-8.58483
"47",0,5.24206,6.35392,2.11003,1.06786,9.38238,-0.91976,0.14398,4.44943,4.93878
"48",0,0.46661,2.83101,7.32618,2.13897,1.19083,0.43036,2.83012,-0.72887,0.09413
"49",0,-9.27418,-7.44293,-9.44657,-10.00727,-10.71072,-2.61272,-9.60292,-4.46517,-8.49665
"50",0,-2.09855,-3.11355,2.9049,-5.74073,1.21849,-5.09527,-3.86534,-1.8487,3.06424
"51",0,-0.21221,0.36552,-2.02663,-0.32135,3.57573,-1.10923,0.15689,2.06315,6.63248
"52",0,5.58074,2.18695,-2.92773,1.3824,-0.82507,3.37786,-1.38559,1.13454,8.30609
"53",0,-4.43406,-7.3948,-4.09086,-10.18101,-5.2342,-16.29107,-7.15546,-10.45336,-8.67469
"54",0,0.86298,5.24417,-3.81977,0.09039,1.03239,-6.20832,0.01251,2.03374,0.65739
"55",0,4.9823,2.80769,1.82732,0.51196,0.07991,2.02041,1.70146,3.82151,-4.10765
"56",0,5.0003,-3.46051,-5.11384,2.18437,-3.23357,0.97196,0.18116,-2.82888,0.5134
"57",0,-5.20109,-1.68213,0.41297,-3.49397,1.86556,5.04844,-1.66932,-3.27491,-7.02337
"58",0,8.65024,4.62498,5.9545,4.59303,4.77106,-0.3187,6.29616,4.25222,3.36328
"59",0,9.51454,4.17504,5.78759,4.17764,5.42569,7.26468,6.83135,5.26595,5.10761
"60",0,6.66688,0.42512,-2.93256,-3.71833,-0.93859,1.94967,-1.42639,-3.35608,0.99477
"61",0,2.62582,2.93675,3.01247,3.71242,2.05976,4.25429,-1.65709,3.5124,5.01026
"62",0,-0.54065,-0.24734,1.52244,-1.17929,5.07973,1.16392,1.79496,-1.89501,5.75472
"63",0,4.17864,2.1179,5.50072,8.62889,0.8427,-0.266430000000001,10.93011,5.49544,3.88961
"64",0,6.51776,1.50928,-1.19986,-1.62106,-0.08322,-1.34347,-3.21012,3.84959,1.12662
"65",0,-2.9705,3.09821,-0.8225,-1.62239,3.51671,3.96928,-1.19226,-3.16164,-4.99808
"66",0,2.27624,-8.052,-1.41513,-0.92808,-3.34361,-0.36073,-4.88544,-1.08258,-2.79749
