NA,NA,NA
2,8,6
NA,NA,NA
NA,NA,NA
4,7,18
4,5,16
7,9,32
6,10,30
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7,8,31
6,8,28
4,6,17
3,4,9
4,7,18
NA,NA,NA
NA,NA,NA
NA,NA,NA
3,5,10
NA,NA,NA
4,5,16
5,9,25
3,5,10
2,9,7
2,3,1
NA,NA,NA
NA,NA,NA
3,5,10
4,6,17
NA,NA,NA
2,9,7
7,10,33
3,7,12
NA,NA,NA
NA,NA,NA
NA,NA,NA
8,9,34
2,3,1
NA,NA,NA
2,8,6
NA,NA,NA
4,8,19
8,10,35
NA,NA,NA
NA,NA,NA
2,3,1
NA,NA,NA
3,7,12
4,8,19
NA,NA,NA
5,10,26
3,4,9
4,6,17
3,8,13
2,3,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
3,8,13
2,5,3
3,8,13
2,6,4
NA,NA,NA
6,10,30
2,6,4
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,7,18
NA,NA,NA
NA,NA,NA
7,10,33
NA,NA,NA
NA,NA,NA
6,9,29
NA,NA,NA
7,10,33
2,9,7
NA,NA,NA
9,10,36
NA,NA,NA
NA,NA,NA
2,7,5
3,6,11
NA,NA,NA
NA,NA,NA
8,10,35
NA,NA,NA
NA,NA,NA
2,3,1
7,10,33
NA,NA,NA
NA,NA,NA
2,3,1
2,4,2
6,9,29
NA,NA,NA
