"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,27.86835,6.74512,24.87179,18.03977,17.92813,-5.37769,34.11864,7.14415,50.7212,14.69147,-3.23673,61.91869,-28.6578,-8.2697,77.38869,-59.92919,26.0098,9.7931,44.15272
"2",0,16.97277,7.72076,28.52059,-27.37735,20.03556,65.38469,-11.86313,7.80556,31.6748,15.79723,18.06916,-33.24579,17.41343,-2.18138,2.40169,-16.42096,21.52711,16.44323,25.8002
"3",0,-28.97397,-9.75444,-37.05865,29.48721,-40.50039,25.78675,11.72701,1.49692,15.5091,-28.05241,-3.32829,37.98206,8.76548,-18.75909,49.89257,19.46279,22.36045,21.53639,15.38122
"4",0,-35.52016,16.40113,52.06784,105.81296,54.36878,34.07693,33.2333,-18.32709,-25.81504,34.52788,48.12071,59.22908,4.12585,93.91839,43.388,49.22337,-37.85445,21.56131,29.28807
"5",0,-41.58385,22.00172,-15.74694,31.78784,20.3005,-5.44931,60.9891,20.04066,-40.78221,8.45279,29.67809,-35.32567,4.8528,-39.02071,10.55447,41.59647,30.88477,15.49742,17.39418
"6",0,-71.4759,-61.33022,-49.87409,-77.08746,-14.02999,-77.5318,-84.84575,-77.60918,-150.35716,-97.36613,-94.64422,-46.94984,-97.47813,-108.50627,-98.03368,-46.42867,-43.30814,-53.14577,-85.92501
"7",0,-12.62887,8.06132,-32.52317,9.26216,-6.24584,18.3736,-48.55862,65.06004,12.87271,50.9223,2.73876,55.03366,8.21655,16.63703,-65.8028,-1.69863,-11.15488,-49.25153,29.00834
"8",0,6.09627,-1.84685,14.25981,-15.15685,39.77198,-13.31227,-41.77964,3.02169,-39.60281,11.3496,55.47185,-40.74104,16.64305,-6.83021,-2.92845,41.53542,-31.41718,-38.33585,15.88205
"9",0,-55.96868,-27.88597,-6.4738,-11.91718,-38.57395,14.45302,26.25797,-15.04412,-39.20975,-32.16479,-38.80452,-25.98181,-8.78371,-34.75186,-55.28389,-1.69244,-5.85885,0.771040000000003,-18.41598
"10",0,26.48117,-29.28663,27.78576,32.37941,19.29228,72.40654,37.71548,-42.68153,-13.7707,39.57603,35.42329,21.67176,20.58981,-1.4017,52.04367,-34.23092,6.59101,14.5135,-14.56604
"11",0,-34.50644,-45.27146,-86.65924,-76.31911,-79.76088,-91.18025,-23.12571,-78.09769,-43.90821,-84.69071,-59.98989,-28.58613,-77.5925,-119.55127,-73.51293,-80.06261,-84.83999,-59.03501,-52.79024
"12",0,-43.58651,-7.64246,-46.07096,-25.509,-74.50415,-56.78769,-35.35918,-56.6886,-60.05062,-63.26619,-56.02232,-21.80081,-69.1439,-26.13866,-51.11084,-54.90101,-32.86955,5.03764,-64.14665
"13",0,55.7625,103.75706,-22.48944,31.85849,61.00944,-15.93589,120.23028,7.03968,78.75887,85.71748,61.94173,22.36953,30.03631,3.79378999999999,114.32743,57.62413,74.28977,49.13984,30.58722
"14",0,-25.12976,25.14639,39.03554,8.45359,-9.98457,-10.15406,24.50345,33.01618,-3.71234,8.41642,29.84235,28.47058,27.50711,29.0175,7.41565,35.9724,17.50704,2.12465,-2.39859
"15",0,33.71304,71.917,27.81372,24.60275,34.95327,61.25694,38.18508,13.75437,-0.997329999999998,56.39828,34.61461,41.471,70.07281,18.1425,42.16318,-4.17102,21.50326,13.84338,44.66141
"16",0,82.29195,63.67199,-60.64418,-14.55075,12.436,-33.46601,2.9772,44.83557,15.34198,0.106300000000001,13.7988,-36.06759,34.65439,24.63928,33.42502,-30.61361,42.44664,24.3343,5.63593
"17",0,-16.98648,52.20361,15.98397,-2.69625,47.32274,-13.27079,-58.75061,16.32696,7.55643,37.94589,-20.2615,17.7258,-10.48998,-10.00122,-29.48661,11.78289,5.12026,8.87008,26.26105
"18",0,37.45336,82.26668,86.64005,74.86019,27.81489,13.50132,15.36906,16.3963,49.63528,99.81954,31.25237,30.66736,70.61082,55.81446,19.7961,52.38599,55.62469,58.44761,72.28374
"19",0,52.7935,15.27331,-29.56086,29.58665,-32.11806,-21.31307,4.69003,29.20067,25.06153,27.85748,22.5376,27.97589,14.78775,23.01636,-13.90227,11.8515,43.22951,35.62544,53.56756
"20",0,-54.46923,-9.60902,-24.66326,-20.2314,-50.01012,19.61473,-36.64,-1.9412,-16.72448,-40.84498,3.35586,-23.97807,-6.1807,-19.20336,-16.48511,-39.36876,-3.75352,-25.75193,-2.42292
"21",0,50.1791,8.81692,-7.88918,15.64616,-8.18574,1.15235,-20.5349,44.98481,-7.25014,46.628,43.86054,-28.52691,15.70549,-12.21305,-25.84749,17.74093,2.28206,5.71675,16.91576
"22",0,-72.04113,-69.55215,-68.3728,-26.82872,-58.57958,-28.76105,-61.51975,-40.91646,-79.34793,-67.50156,-46.89554,-1.89998,-105.4804,-36.68981,-87.84818,-30.34137,-74.52103,-81.43047,-103.94145
"23",0,25.7493,34.25226,1.41956,-31.92969,23.5726,45.11178,-16.96127,18.63679,-59.25961,-23.03496,29.46762,50.37454,30.82284,55.18035,-9.34589,33.09589,-46.99396,-10.61866,21.65232
"24",0,2.79224,22.40098,0.604909999999999,57.29763,5.79935,-20.99861,5.11753,54.13556,76.67498,-40.62471,-17.81741,15.02224,61.86666,3.64377,36.54248,7.77192,36.48698,42.00582,36.4875
"25",0,75.50708,95.50133,15.44956,3.95662,7.59288,38.44771,5.82884,31.79847,25.86022,49.54235,9.41758,-8.65592,-14.09702,0.295369999999998,13.32449,93.55012,54.26059,11.29948,35.47871
